"sku","cost","Edmonton"
nq2jbqazon,1934,50
eddoxradze,127,50
39bvm2pzgn,8944,3
3o4jxw2bze,5081,3
rnqyqkbmwe,11753,8
3o85vqjpgn,8267,2
39zj5ylk7n,319,18
34p7vxzd43,26607,33
382oaj6xd3,1206,20
ekqjb4a6ge,740,1
3zklabr273,13285,2
nb775zmr9e,18080,1
ngaqdxlrvn,10347,13
ngokzbvjae,4943,13
j3j48rlw3g,2974,5
nvrjx7zype,8717,29
nb7vrdqzye,44605,4
3zr4k24p6e,446,40
ery5a997ln,47968,6
3lxo9769o3,784,50
3l86a4j7zn,214,29
ekow4m8jgn,13872,1
ny4zoq6dyn,7987,2
nb8abo2r9n,393,2
38m92zz9pn,16627,2
3965j668g3,7833,7
e5p2vzpp93,5742,1
nqqzqr72zn,13185,2
3a95woo58n,21812,17
37bra8yzve,945,50
nyy56xglzn,1929,4
83w429d6bn,6250,17
nbajdoy89e,2132,4
e2dqoj62k3,6449,1
nyx7g8kmle,5165,2
nm4xpkdajn,6277,28
edgk76mb4e,11252,1
o3p22al2ke,2293,19
3pap9rjzg3,143,10
34pvbzz4j3,22191,19
38485v794n,8763,2
xerr2gdx5e,5167,14
37m8d4zlp3,3340,2
9ekgwvd532,6415,2
368jvjgzxn,54034,5
nmqq89vyj3,28120,19
38j69gz4jn,26426,9
nv92mkboxe,45445,8
ed82y2a72n,572,50
3pg52wgmb3,129,3
eddlr5dxde,23844,5
3lxrvogaz3,9100,3
nq8p6a22kn,25249,2
nqd2l5xxwe,4059,1
36y7doopoe,7928,1
3xx2jjmz43,30559,2
3p9gd6djkn,8944,7
39jryba4ye,10905,17
3w4oqlammn,409,11
34bxakb9pe,1425,20
37o5yjmyjn,29356,3
3a85dyqv8e,3522,2
3lapbgzabe,3684,2
3pkmxma79e,9271,6
nbagwjrj2e,66235,48
39r2xjq6g3,8115,6
3waw7adxxn,8360,2
3j7aryy993,35013,50
nqz77mvzon,1991,1
nyy7bkld9n,985,10
3a9p289zbn,5441,12
379p6gjrjn,8861,1
3w4qakplyn,8712,50
39677ogg73,10012,2
erqzvwd593,165,50
nv9drkw22e,5105,4
ng8dz65av3,38742,10
379ovwlwxn,54538,1
nvoxjyd8xe,7344,3
3zlxyagrje,535,26
3p7lg6v783,3689,3
g3829q8l43,45445,3
nm96klg5ke,1122,1
369jj9zxj3,2085,1
ekzmjzllge,153,50
nmr29w7rde,9369,2
36466vjmke,7376,5
3okvpq5w6n,964,10
e5v66ml2o3,10559,6
34xw8yd9pn,1090,13
e229rv6o6e,4760,5
39r59kalb3,10917,3
346ww9qx4n,14508,11
nyq8v5daz3,952,8
nqyvyxwloe,9134,29
3494zjm7kn,51925,5
nq6v2ravk3,701,1
ngax5arvpn,5817,15
nvqxp8mqj3,9598,28
erampmv4ln,13417,5
ek28dqa42e,3452,4
nm2lzjpqj3,694,4
36ovm7ywo3,34155,9
34g9qqd943,5437,1
nyxw29g99e,8287,50
ekb9jjbvre,66969,6
nmkvb8r693,1667,7
3ok2ogwygn,3615,2
edyayxlpze,72316,10
e224l2rpke,3341,2
3jmabm6bx3,7868,18
349x77y6pn,15009,12
3l8wow2wyn,7050,13
39rvy2ojp3,21747,3
e5gmqm6dr3,627,50
3685rlj7xn,45927,4
eddl4bxw2e,10418,2
3lox2ozo73,11625,7
eryv5o4m8n,995,22
nvqqd7wmx3,618,3
nbaolobkye,967,3
3w7k5zj7qn,1310,5
e57q89q7b3,2808,3
3ww2a7g7q3,6742,1
qnvkoozwj3,1637,9
ed8adzoo4n,1870,1
nm4zqm77vn,143,50
ng9l8pbqze,1270,2
3zzjrk2k43,56631,3
374zww2o93,9737,4
37m2vvrwv3,6182,2
374d8pv4w3,895,3
e2ml7wdyk3,3018,4
372ay89j9e,8222,50
3o4g98kpke,7779,50
ekbzg9vb5e,152,1
nyrkz6729e,7779,50
34j5w5pop3,110497,2
3j2l6lkrwe,28835,5
nbvbzjqzme,158,50
39r64ykqy3,74416,12
er54v2rll3,17948,1
3l7mgox6be,19689,2
e5pyv8vjb3,82758,3
nyk9j56yz3,3116,1
erd4p4jv7n,30360,5
3aqogkg27e,11592,1
ny4r9zym9n,46419,4
edzopyv4dn,23327,1
ngaql47jbn,2101,30
nvb7w5zwb3,29098,10
ek7ody9253,1327,1
384l4brmdn,30496,12
3al9vxyobn,4429,10
34x5vr8bpn,26441,17
3or5qra693,7682,4
3w7qar6xmn,8944,39
368dd5m8on,25010,5
3j6pa8mrwn,3209,2
3zd678w47n,2422,2
3xywkj87le,2937,1
ng4l57z6rn,1021,50
38zjqdvoo3,158,50
73o98rqjk3,4710,7
39lxydxyd3,4043,1
erddoz9d9n,39260,8
345y4696pe,18174,25
368az772xn,4698,6
3wvaydv7xn,1666,5
9ek4x8xar3,1360,3
3xykvdzjde,8349,1
3azx672m8e,167,20
ngg7rdpbvn,2079,13
368d7r4q9n,228,50
nvb7r6o923,26919,1
39r22a7ag3,28419,9
e5gvbb2xo3,4034,20
nvp4wawxjn,232,4
36yyy5rx9e,76526,7
36ppj2zb9e,4484,5
edkqyd5gzn,5368,1
36ymkb89je,6793,50
e5g8d9vor3,2151,18
367q4d9o8e,54476,7
3lx4o752o3,7779,20
3oobw9zwy3,45917,2
38vwwgpx5n,28918,3
3o4m6bq2ke,33799,4
3aq94wgm7e,3672,13
3wxgwxgpme,6742,2
erq6q87a73,10907,4
e5zaq8xv4e,157,26
3w7a4a88xn,9798,6
83zx867k6e,2663,7
39zo5qombn,158,50
37akjwpzj3,543,50
38w2ykkd43,4936,13
3xv52lpgxe,14585,6
3www72abm3,11339,2
349mjzpkyn,1567,2
j3j4xd5893,1346,1
3zkj2v6a43,7911,5
39xd5xj9d3,1104,2
xerqag6w83,42841,2
nb7ql2kgme,1392,1
m39l55x6g3,143,15
3xxb9qxyk3,14207,2
3za5okvy8n,13783,3
3o28v8drzn,572,41
37x5wwjlvn,13800,3
z374bj7kw3,21191,1
nyazjxm2gn,2557,5
3wk4bxpjx3,2571,16
3wlq4ao5me,28604,25
3j7klpbvo3,6358,5
e5po774rb3,806,15
e2jy64z2k3,7885,1
39zar8v8pn,2106,2
3zxmrmwa8e,1843,8
nykl7dw4d3,1372,23
nqqw2paz6n,34863,3
3l7a2md8oe,18170,8
3jqvypal6e,86491,7
era84gb68n,104,24
3a9ogrzpmn,31451,7
nglx2ylkbe,32914,2
39lz9m6q73,13292,3
e5l58r5obn,9390,6
3xy5xwazle,158,50
3zkdr69b63,21260,1
nm2z7p9bx3,154,25
34gqd22ky3,47765,4
3j8palw96e,4936,13
edkaxx8w2n,39237,8
ng6kbgyore,596,23
63xr7j2l43,37848,6
wnmg94z9jn,41437,7
edowgagbd3,1709,6
38446pag4n,16352,4
nbk92j28yn,2901,36
edyzvvj7we,527,3
nq2rw5gxkn,5135,4
nm29prbvv3,393,33
3jx7pbr6xn,4297,3
3p22qgyybe,9869,16
369z9glvx3,74805,3
3jq4lq6qpe,4317,17
nvylxvjoxn,6161,5
e5vo4m4v93,16105,3
nyq5rav6l3,1055,33
37azo2ljv3,30496,3
wnm55rg2k3,117955,4
ngbqbd9dr3,13333,48
36v4xqx4ke,761,6
3jr2mk226n,4830,3
3axwmyakmn,46,50
e2mxzo7j63,18083,1
ekzkg7jz5e,230,5
nmqbdz42k3,2966,9
nbvkxpmaye,2327,39
39bg4bj8pn,6962,2
3j6ym7qd6n,1316,4
nmzb6k4mx3,8751,3
ng66v4gjre,876,13
nmobxzj9xe,3593,2
3ozblr8myn,1552,3
3pkw4x998e,822,1
3xyy62rple,1084,19
39lvbobqy3,8944,3
edo2m92943,3012,50
rnqdblj6oe,1876,7
37mkk6oyp3,3428,4
ek4ozk2y43,1205,50
38djomgojn,3452,3
ngg2rjbdpn,34863,50
9ek8mkv7ge,4241,14
3ax689lr8n,4477,1
63x7q2m5ke,4476,5
34x97akjpn,73,10
3zwd869983,964,25
nyqobv2lg3,9772,5
nydj22l7ln,6199,1
edxa4xgwg3,469,50
3o2xy2zx6n,34863,25
erdylvpd5n,399,5
3aq9m6p9be,277,50
3w44dyqqyn,9581,10
39xqbw6kg3,4098,45
nqdwl29ame,15197,2
3w4p4vyyqn,1852,2
3l6oz75bo3,1172,4
edkddbzkgn,20722,2
3zw5w62943,21191,1
368oabry8n,8778,6
3a9dk4olmn,511,6
3a5jwyxgde,8376,4
nmkbjom4v3,1129,50
3o4bqzpdge,1804,1
3a724q4ab3,7651,1
382mxbv8p3,2590,7
nmrjrrw4ve,2164,25
3xyqk4yxpe,1175,38
er49a9dy5n,1090,1
36ykb6zooe,22876,6
3xrdvbg6k3,87674,2
nv4g9qr9bn,500,4
nqy2zywqwe,136,13
388v89y653,29994,1
38w5o6jdj3,22593,18
nykj6d22y3,9461,3
nqypow58ze,335,3
3aryqr7v8n,6277,13
3p24l8a6be,1307,2
362bg5xg8n,27039,1
3j2q7b8xoe,7108,33
nqa2zo6wke,1129,16
3l6jrg8ay3,1666,4
3zwg9a2843,7026,6
rnqx4jx4z3,2183,9
3pq598a2ze,10628,6
nybq54xmd3,6277,13
3za29zo96n,7474,2
nq65ag5lw3,19445,11
39gg4ayzbe,69279,14
3zwr6rom63,2833,3
erdgvdyx9n,822,2
erga2w2j5n,68030,3
nb8xljg8yn,2525,4
3wqg22xly3,5176,18
3wyypaopxn,2707,16
nyqklz8ly3,143747,4
nmkbgz77d3,7897,1
nbdoalgkye,1322,11
34pp4z26k3,809,5
ped2gqolzn,5555,4
e5576vp59e,49604,21
3a8jz7y77e,5450,6
nqzyrmwb6n,17541,12
ek4mw7g8r3,128972,17
nbm586jv9e,461,4
37v62a6dv3,19637,2
3j2q9p92we,20101,3
nqlx84a263,3146,6
nqyw67r7me,14122,8
nvoaxwrabe,82394,1
3454wwgxpe,582,50
38zz94ygd3,9733,7
3o8llyomyn,356,1
4ngvro9jvn,1477,4
346wzly6kn,7779,50
ek895gg6ge,145,1
3lo862jkb3,73857,6
364g7v7pke,3156,20
3jqyz2lmxe,7329,1
396jp5zm73,11678,1
3la6q2bv7e,9126,2
9ekaxy7923,14770,6
3l8l5dklyn,61311,1
34ggdwkbp3,862,21
ek7xavl9r3,19430,11
ekbqovl52e,1593,3
37rzgy92xn,1037,1
nb4mjjyd2e,32004,14
83z2ozrdj3,483,2
3w79m7rjqn,45655,2
38vj8wk6jn,185,31
37bxvvoqve,14108,4
3oyw8kjw9e,10643,24
345pmdoxpe,123,50
nvrq8j2axe,2390,12
ekoq77qj2n,6878,50
3aydodgjv3,6612,2
3p26may2be,16352,15
nvk9boy4p3,216,3
nv9gb7dzxe,13300,3
nbm56jr9ae,17994,4
3l2ym228bn,2579,27
ny425wd29n,970,23
nyrwbxjv9e,570,6
nqljoqlmm3,968,3
3jz8xokb6e,25471,21
e24d9xwbj3,3670,3
3xr6gawb43,21605,50
38jd5m66on,4923,4
3pk76q279e,1990,3
nb4pkwy4xe,1141,5
3pgy29q2k3,30019,6
nm96wrzwxe,1395,1
367ymw7p9e,670,27
3665gqxg83,102334,10
3zgmlb9k4n,8774,1
l346m575pn,2585,7
3l7ady2joe,13614,2
nm28xq4b93,347,2
3zwbx9wr63,3700,1
3oykogylke,55970,21
34gop524k3,8944,11
3l7vp4l4ze,7779,37
ek769wpd53,5508,6
3p7papbpz3,2006,4
e5zw8y6kge,31072,2
ng8d94ogv3,10627,2
ed854bo72n,405,9
nby7lj97me,9896,3
ny4d477vyn,104,50
nyxgqaojye,8125,9
erar9pyxjn,3850,2
er7y7gwb5n,14332,4
nybxzbjqz3,17434,8
3woojk2pme,1433,7
3lxzy4y2o3,872,19
nv9xq9pg2e,11566,9
er2996v653,1567,1
3o2b5ok76n,4878,6
38wyyl78p3,68100,28
nvrvob5qbe,1422,7
3l8abzpldn,35843,1
39z4oavjgn,3185,19
nyrm8zp69e,1461,25
3pm9dax7b3,107963,1
nmozzp99ke,57082,5
ed76qp6dze,10160,2
3pkqagmoze,549,2
37v8z452j3,1233,8
ekg2jz8j43,1471,1
23l4vy24ye,3015,41
23lw8rr2yn,4093,1
39lr4rdqb3,798,18
3wkqworbb3,3252,11
37994lqxxn,24582,6
38jl6d9adn,7551,24
e5p297kkg3,28178,14
nbawvqoq2e,578,1
nyb9q27p93,5304,3
ngb2oggzv3,11278,5
nyqv8lwol3,1429,4
e5vro97ro3,125,5
374b6jwpp3,10805,3
36ygxmryje,35935,10
34pr87wbp3,14955,7
nbyjvzwkae,4856,4
3lpdb5k4oe,14630,1
3zgjaav46n,7572,10
37mblolpp3,1062,13
erggrdgj8n,15684,8
382zaw8xd3,7917,6
3ozl5mzg9n,92,50
ekg46do623,916,19
o3p4ok4vz3,104,7
3654xrz9jn,2033,12
ngbl56b2a3,1035,9
xer8g8yq53,24340,8
3oblwvbrzn,10160,1
375xaor8pe,3297,6
nvqwapggx3,4141,40
nq8dyap5on,127,50
3xqmy6olkn,3049,3
nglvgrvwve,1116,8
3ol7yj2rk3,6192,50
e222okpq6e,1786,9
e5l27dqvgn,4689,3
ekz2pqjm5e,33542,8
ny7xyo5jzn,16352,25
ny7mgpl4dn,45114,9
9ek5zobxge,24582,50
e52a5864ge,964,50
e25xov85ke,29013,11
3x6r6mdvd3,50391,5
nqdra4p2oe,14508,46
379wrxax9n,13284,3
3x6mw99wp3,104475,15
3xv677owxe,1470,2
qnvmowr6pn,10171,1
3pqz5k47ze,3814,1
3xapb65rle,5517,50
ekqggyr24e,16835,15
368wa6bykn,164,50
38d67j5zdn,6015,1
ngqw5rgjv3,3102,8
er29wv48j3,1996,3
ek2g48z8ge,8318,3
3lxdd2mz73,989,13
3j2r29ja9e,465,11
ny7jxm8vln,15009,6
366jadjpo3,10432,4
3zgw68j9jn,26342,19
83zw2zgdj3,1058,1
e2m57jwv63,45445,1
3jrlzwywpn,2283,7
erao7j6yln,10625,2
nyr9oma6ze,860,47
3jmvz8ymo3,9834,1
38kpga6go3,1952,16
3o45dl2gke,885,5
e2by5zxyae,1201,24
3xvzjzw2de,5291,16
nba5pwlzye,8987,20
3p7kxawr83,660,1
362q4z2q8n,5852,50
ed7w98qvze,410,18
39xk8jw773,1269,9
3azxpok8be,18509,50
4e5gq5d493,12825,5
m39kl5a7nw,1576,3
3p7g7v5q83,52896,11
3lxbl8gkz3,13524,2
er6wjlym5e,6465,2
nb8plwbmmn,8022,2
3ok5dzkpzn,6308,2
369jzp94x3,4977,15
34gvd82bj3,1990,1
3alv442omn,870,2
3lbjplv47n,159,6
edd7y24rze,116,50
3jqqbz28pe,10184,6
ed7v7r5wge,104,50
3zw6bo8k73,326,10
e5vl6yozg3,2578,3
3jxlk9p4wn,2195,4
e5mgd4dpb3,3658,2
edy4q7yd4e,360,50
34xvzx6qpn,11115,50
34j694mbp3,8552,4
3pxwzyx7kn,9253,4
39xpgwalg3,743,4
nvbw76gd23,1483,21
3zxzjz586e,9792,4
3jzjjzww9e,3287,2
3xd2p5zjle,18106,15
edxdgbjjz3,4811,2
39l2kzz5p3,36192,2
3w4gd7q5zn,22191,28
nykz5yvdy3,113,23
wnmp8akwxn,1624,4
83wgz2wmmn,3839,3
3l2zmmgj7n,73,10
nqp4a9pxwe,114193,1
edxpo4r423,20114,7
nv4z7gvoqn,65068,1
nb4lxoa49e,1380,2
379bxjjyvn,2980,4
e5papvmjo3,15,2
3xlao6zqp3,15125,1
j3jdva7vp3,711,10
39z28mvrpn,119518,3
edxxlroxg3,18194,1
3a7g424xd3,1036,18
374d2ll5j3,33989,11
g38lj4xx5e,3176,1
3l8o55djdn,8649,17
37bxbddqve,17457,5
edk26pa94n,7287,8
3orqx4o593,1870,20
3z7d9okp4n,6726,2
nykgwwybz3,1176,1
ng6pdm94ae,33121,8
nqq4o66pwn,159,50
qe25azx56e,423,1
ekq6lw6dre,7481,4
3pyq9mgjz3,6076,1
qnvqxy6ox3,6277,41
ekz4m65pge,5823,4
38zprq9k43,3682,11
nqajpx9pwe,23413,4
ng9xk2d8pe,8200,7
3jv6l64mp3,7436,6
396mwodbg3,30971,18
ng629lv2pe,675,5
39lvvm6dy3,322,50
e244rqr4d3,2835,3
nb6qbpjkx3,1538,7
nvv8gbqg2n,4150,2
3pkqomymbe,10405,50
j3jzqmpvoe,6022,5
nbvzzgdb2e,5964,1
3obwx8mdgn,7376,5
37bz978awe,5208,2
3j2v2rrppe,14267,2
nmmv2ogrkn,11264,4
34pwbplyy3,47776,5
eddorpal2e,8590,9
nm2zy28mj3,715,2
3zkmrokrw3,8685,4
nbojm6q623,37779,2
36vaypkd8e,3176,46
3aly6689vn,964,10
nqd5ppvzwe,105,3
3jvg2yoz63,8932,1
3plyodl2bn,12431,8
nvralqg7xe,2377,14
nvox8kzqxe,3334,5
e52m5xmrbe,7732,3
ek9vxj2drn,6341,1
edk4lpgbwn,50753,3
e22x7wqv7e,4558,5
edyp84bl2e,16156,8
nmr8bqp2je,23762,5
nqdvgop6ze,4584,1
e55mk9mgge,4052,6
z37mypyx3l,10302,6
nyxbbo27ye,12410,3
qe2vaax7a3,1069,12
39j9vlyabe,15622,1
nggvw82dzn,9529,2
3plqmd2a9n,11767,15
38krmbkzp3,19417,8
3jma2xmro3,25464,6
e2dbqwp263,9794,4
e257qdgr7e,143,50
e2a4zl6mj3,4860,1
nglvgx8yve,5157,1
eramwvkz9n,1856,12
3or2dz7x93,995,3
374lb2j7j3,41853,8
3wxjlowgbe,2797,10
e5l8o6lg4n,7969,8
345jp5x9ye,7674,3
3wqy74dlx3,28585,9
73ovb84aye,82524,3
3xqd8zmmkn,61581,2
3lbp2p6byn,885,9
3alj4xrg8n,867,1
3algv8ja8n,10160,14
g38o65dxje,44605,18
3l6m2jakz3,1113,4
3j67k99jpn,3939,1
erbplplgj3,14516,2
3657ypokxn,3525,50
edk4mmbv4n,187,11
3757r5ybpe,4658,11
3lbwjg9rzn,834,6
3l6lyxmjb3,867,1
nqlqk7grm3,142,50
o3pd5aj2g3,42954,6
ek4b8m9pg3,1068,26
nqdpkb2yoe,918,4
ek4do8k2g3,7779,49
edqmrq5azn,885,10
3zgqgjpv8n,4417,1
38mrj8w8jn,1648,5
e524pd4goe,4621,1
erqop78v83,572,16
nybp5jym93,6833,4
nm4dbj9jxn,92,50
39wm74vzpn,36745,1
37459yp7x3,10439,3
34jrz6jrj3,8856,4
3palryx2g3,2367,5
3lxydayyz3,76881,15
23ldprqr7e,8222,1
x3ao2zmp8n,3358,1
3wyl69ormn,6589,3
73ozlj59zn,241,48
3wv925jpqn,654,36
3j8mdbd46e,2983,13
ekg2a995d3,913,22
pedzm7kx4n,5409,2
er6q4y7v5e,3406,2
ngvgl6gwpn,7150,50
3p25gdamge,627,3
ekogkl2bgn,10720,4
3xdzk2qmde,5843,1
3l2awr98bn,4131,1
3o85da9kzn,6662,20
nyx29k5x9e,15852,25
3wwap6q9b3,3146,10
39lymzxdb3,2202,1
3xvomdmwle,3336,50
ed8j4b9gdn,9011,6
e2bxqkgwae,6146,4
nq24pvl76n,446,1
e52g9pw74e,3293,7
rnqxl7ro3a,2395,2
ngbojmv2v3,104,50
3p2vmd4pbe,5327,7
3zk6wd4y63,69236,3
23lrlpra73,12272,4
er6x2okp5e,8346,50
nyb5rlybz3,24582,6
3lmlp2xxbe,7481,7
e5pp72w4o3,10162,4
nmopx2a99e,4546,5
3xqrq2284n,1433,3
nq8opzjazn,1579,2
ngoykmr7pe,143,8
nm8arzvyx3,9623,48
ekzw6q285e,8398,2
3pqz27v2be,529,1
3zr8ry5vje,47968,3
23lo967z3o,7682,4
3wokdwaxxe,13507,50
e52zjdz29e,13427,50
m39qpjlvgn,1127,18
3zlyyb5w6e,716,11
nmk7k2a2k3,2249,6
3469yyvd4n,33817,7
3zkkrajaj3,58375,8
3azqa7ovde,6313,13
39gbo566ge,1235,1
3624bdbpxn,946,50
nvkzkpgy23,34951,2
nm4rdqp8jn,1809,5
3payvzzog3,721,35
erb97z8y93,4362,8
nq2q2d786n,2303,3
23l9vmy4o3,5242,2
3ozxabw4yn,16617,6
ng6zxxrjve,185,40
3l7yxlxmde,127,50
34kvwrk7ye,8815,50
edqy9vda2n,10417,10
e2m7qvb8k3,9954,33
3a5kqrwlbe,17481,5
ny78ymajyn,9610,3
ed88y6oxwn,2252,26
34kad4agme,8462,2
nybdpdqjl3,9315,1
ny44z4yj9n,241,50
qe2a842663,5451,8
3xljxkj2k3,163,4
372m52azve,36748,41
nq2v922lmn,1882,1
edoxyr98z3,3408,18
e5zmy6pbge,5950,3
er5vpxa673,12913,1
368am4ya8n,42267,50
34j95ogzj3,40777,1
3j6gx5r5on,16533,9
rnql2gkj63,4317,7
3l6arglbb3,3538,2
nbkvpk2a9n,243,2
3lr87p6ab3,1268,50
37vk2zxm93,32407,8
38mq4jdkon,771,4
3pg288qjz3,9623,45
nmq2689g93,1128,1
3l8rdyawzn,2310,5
3lo4km8xb3,1478,50
eraoxp2j5n,3434,1
39wkvawmyn,684,13
edzj5p97dn,42852,3
nyd6aoz5yn,4552,7
ng9al4zdpe,16896,2
23lwg4v6yn,178,9
nyq9dvw7l3,102282,2
3xz6yazxln,232,6
3l6oarm6y3,2492,5
3w4b2o64xn,2314,25
x36dr24jxe,11348,5
38jzq6rbpn,127,50
3lbbxv22yn,49491,1
edywk42bwe,893,50
3wl88gjqze,11808,1
edy7d9av2e,3538,3
nvpvwv2x2n,32999,9
g38l8mkgde,37286,1
3lxlzkqpb3,42267,12
3w7lo6xrqn,34,50
34qadloz4e,13357,1
nqqgxyy7on,14447,2
2ny4a57ogn,1521,2
e5pl5ywor3,5642,2
nm4bkgl9dn,4037,8
369aqkjwk3,4809,3
346zl8qz4n,977,11
36pmqmbg8e,4398,7
nvy4xrb6bn,1266,4
ekgad5y6r3,21463,1
63xw8pvq4n,130,50
e55lla2ore,34113,1
3aqx79g8ve,3282,5
wnmp7qgadn,302,50
er664o697e,675,14
38wxyvlpj3,12207,50
e2ml4jw9k3,1560,1
e25awp2kae,7572,3
e2ak5jkqk3,32794,5
3ob8o287kn,4798,18
wnmpr58bkn,63099,25
38vr7wrvdn,833,3
37rxa8p2vn,77867,10
nbkgow559n,48126,11
nydjkv69gn,1491,50
e2jl6zx5a3,1122,2
4ngdv8pazn,9636,3
63xpz9w8ke,8276,4
3l854wvkdn,80,2
e5l9d7wz9n,38547,1
3a8goj4rve,14967,12
e226a4926e,37244,4
3ayl6wymb3,8283,1
34jrqgbgy3,8346,29
3wwr7ov2q3,33107,2
349gg7wwmn,881,14
ek87o2qdde,4134,3
edovzvpz43,8504,3
nyxwx9kble,6803,8
nmryg6p5ve,11580,2
379xyrbg9n,2760,3
l34gw574m3,617,12
ng9r7w8gpe,7779,50
nqdpq7zooe,2152,6
3woab7bxbe,30074,3
e224rx6vje,24986,24
qe2avyok73,15099,2
e525k5bdoe,1128,14
3wqjl28jb3,59477,2
3l2gy629yn,6277,15
3j7qz968p3,3833,1
nm9grpo8xe,6211,1
edyrz2jv2e,2974,50
37r6jkyqjn,8944,15
37r97brgxn,10348,4
3j7rdaojp3,3152,12
3a997rb8vn,1048,4
ngvg498qrn,43186,1
38xdpqx94e,8492,5
nb7ar5q9ye,414,2
3jmwgdxgx3,6228,10
ny7azxpyln,10556,9
e5gdw5rpg3,6090,21
3j7yk5mbx3,11062,2
nqlm4yrzz3,8944,36
nyg65rjmdn,818,6
36v587y9oe,3889,1
3lx26rvqz3,41353,3
ng876d7gb3,6277,3
349w6kb64n,31524,20
3l862oy2zn,269,50
3xyqz8vqle,6022,4
3ax92w8qmn,7812,2
3algxz9avn,127,50
36v2xmxyoe,5029,1
3a58l2grme,44363,1
nbkgdvwb2n,1493,1
3jxogl4rpn,761,18
ek2kwbxxge,46,50
3zlxwyya6e,4196,1
3j85kvb6pe,1005,1
3xrodaomx3,2082,1
3zdwd525jn,3637,1
3arq7adw7n,16037,2
3zpgx48j8n,8593,8
3ozxby86kn,1218,5
j3jqpmyl9e,4648,3
e5g5xworb3,1695,3
3azl4krzde,2099,5
34b65742ye,1156,17
erbyp96m83,32646,2
34g88d5o43,2374,1
3zk64zakj3,4416,6
365rx97j8n,523,6
372pvo2ave,8099,2
3wxzmvqrme,167,47
e52wy7k64e,4077,4
3ax8kkvpdn,3716,8
ngoqagqoae,7779,8
e524rp94oe,5166,4
e5vm5dk4g3,104,49
nbkygarxmn,5266,7
nyxaj25yle,3245,18
nmzbajmo93,15069,1
3or82qrog3,8660,5
3xojbqa8x3,57712,8
ny4bm494yn,3131,7
3wx22pw7qe,910,40
38vdg7bz4n,69626,1
3wyval52bn,1648,1
3xayw26q4e,143,10
3pkm5zd9ge,4666,3
e2vo6pwza3,5987,18
edywry7jge,2956,8
83zbokpbj3,766,30
3492v9w4pn,9623,10
ekba7z5y2e,8778,1
j3jbzyx6oe,1854,4
3w4xo7gzbn,8944,8
nmoo99klke,3177,1
ek4qx46zr3,3650,50
e5lq72ld4n,11117,1
3j22ov77oe,16228,2
346pwz2ppn,2037,1
3ob4akxgzn,3623,2
e2jdaly5d3,8659,7
ery44k4q7n,2158,2
34jrprq943,23404,1
39lo89qrd3,6699,3
nmrkz6moxe,12185,50
3xzqvav5kn,221,50
3zxy54vowe,4358,2
3lb87wxq7n,1926,4
e2mq2gmq73,1292,7
3l6r6djvd3,44834,50
e25jpabx7e,979,15
nyr4go6k9e,7376,50
3xrx5jm7x3,1121,1
erdp9rjb9n,40097,13
ng6vqxvoze,47968,2
nvqor478p3,4288,8
3jz52xvyoe,1850,9
nbdmxjbvxe,1286,1
3o4lxa2kke,4863,1
3wk6logob3,4341,2
3jzjq9k5we,4576,15
73omp5ywze,10956,9
3j87kzapwe,877,21
edq2ym26gn,1099,6
83zjb6v8jn,2182,2
3zxa4dmxje,6366,50
38dm58qr5n,2725,46
nbv6ww2yae,830,5
erdo6x5rln,104,7
3zlkordaje,4429,3
ngvmzj67bn,41678,3
3zlamkbb6e,7151,1
3jvmjpbkp3,4093,11
3wvo9ylwmn,979,1
ny7ppy94ln,7689,2
37b2zx5ave,4517,8
ng9kmjmlpe,99688,5
37bj6vp6xe,49805,12
nvzyza7qp3,563,4
3p7p68g293,3779,6
nyd2a88vdn,13247,2
3a789llq73,22402,5
38k98a4xp3,12208,6
ed8ymyq2zn,23242,2
83wylaklyn,15162,35
nvqybopv23,2459,50
nq2jyzk8zn,6049,50
nmq8j86bx3,123359,1
3or9oybkk3,1289,4
3wwzlyo6y3,4071,1
3a5grmqwme,2753,28
ngamzzrgbn,2099,2
34g7bobl43,6041,1
ekb6yr26ge,2897,2
3axrrv78vn,40761,3
3o4x87zzke,3232,2
ngb69adyb3,86260,5
349jmlx5pn,1977,6
er6874z8je,8504,33
374lb7yz93,1792,27
3wx9zdo9qe,6780,2
2nyao2lwdn,11466,26
nmqbxjmox3,11276,1
63x54ya2ln,1225,6
3xoa4xp6l3,55294,7
384d4mrpon,67200,2
3wk86977y3,37494,14
366apal693,25084,1
ekq48yo65e,45445,2
nb4gzavame,158,50
nq2dm2yq6n,1725,8
e2v9rybb73,221,50
374mjwbdw3,37127,5
x3aaz8r6m3,2168,50
er65mdozle,124,50
3pm9pwp6z3,3598,3
39r2yyzjb3,15042,5
3lrgaamxz3,933,1
nyxkjmmbze,6682,13
nyblmvlgl3,24047,18
l34o7akj4n,32085,3
34xmb64dpn,25579,12
374pk8box3,44057,7
3lrgb2boo3,414,5
e2a5j7ova3,758,12
34xl5m7xmn,3207,5
3zg96ljd7n,38,7
e5z66rbyge,3703,1
34xlxg98yn,2400,4
ngv8485wan,60806,1
ny48l644ln,1929,17
ekg246rd43,1225,6
37bx9g56pe,38720,35
3l729766ye,36092,2
nm9kmm4jve,10160,6
erg7gda2ln,1957,2
nv4j92jv2n,10348,16
365qb2dj8n,720,5
396l4vqbb3,7626,50
