"sku","cost","Edmonton"
nm46mp8vxn,893,6
3685qbzm8n,702,4
nmkbdqyqx3,515,6
e5p8kpg843,768,50
3j2bx25x9e,968,3
38mz2l2ron,979,15
3l7v6g86be,8622,4
e594byd89n,4086,5
nyyd5w9qdn,2829,5
nql68vy963,3527,2
qe2pz25z63,8981,5
3zk86w8973,3970,1
ny7ojmwqdn,1529,2
nm2j847xv3,1384,2
xerg2dy87n,1056,10
ngq22odrb3,1895,9
4ng6omg4ze,7782,2
er6g6x668e,4538,4
eryq6xv8ln,1350,2
nbkajo899n,1836,1
e59a6vaa9n,2915,1
er6ljqyr9e,2061,9
ngbl56b2a3,1035,9
m39md9kdde,3611,1
e5g57xlyr3,3520,2
83zl5qx2we,1941,5
nvq2rom9j3,1615,2
nqlaz29mw3,27595,2
39gdrx7vye,1467,7
e2blrqaa7e,7730,2
34x5mygljn,4147,4
nyxjl8gvze,18547,3
83w8k5yjm3,1261,2
e227opawde,1899,4
3padkvd6z3,3158,3
3wkkbwv5x3,1027,9
nvo2jay7xe,5295,18
ekg66dy253,7640,9
3pxx4krp9n,1446,44
er6ap42x8e,9493,3
34k7blp7pe,11880,4
ekqd4zxxde,1206,7
nmryz545ke,1991,1
368vzg4a8n,939,2
ekqoypbp2e,3690,3
nbvrlma2me,9492,8
3a5pjkwxve,275,2
nyqrwvdjl3,312,3
nyxdgk9q9e,4645,5
nmrgp6l5xe,1219,8
e5lqz8gwgn,660,50
3jv5jxqzw3,5498,1
3jvg4b6ao3,8176,2
j3jgjzdyo3,2840,2
38zyrk7yp3,2734,3
3w4lxxr9bn,1216,1
3xrzvmlzl3,5959,1
e5gb827lo3,2854,5
nyrjkmbg9e,904,9
nb6vqxvwx3,2489,6
eko757gm5n,4119,8
er49a9dy5n,1090,1
73oaxk9kke,2457,6
4ngj2kx7zn,1982,8
3pqxz6pdke,2191,4
3axo9j7vvn,10582,11
ng9wvdkobe,3991,3
xerpq4a48n,1856,24
rnq5qr6zon,3945,6
erqxk82a83,3489,11
3o8km255yn,1313,3
3lx6w68r73,7810,1
4ng8gkglr3,3550,2
erdb69gvjn,1217,6
3oyg6k886e,11509,2
3py4xjka93,7508,3
2ny5prkj93,9811,1
372g5qrzve,2670,28
edxyrakvw3,613,24
nvqqv98zx3,4744,1
34jv9xkjm3,459,3
3jrbmgxqwn,2841,2
37r7a8kgwn,3741,50
37al5yvlv3,947,10
nm85wjjvx3,4191,4
e57myqbmr3,156,19
nqzbg8byzn,4605,7
3xlg4zk4l3,3125,2
nvq9oma8b3,768,50
e2b2w8zpae,2466,2
39g7pbbwpe,1424,3
e2dxz52rd3,826,50
er6yo8gzle,843,11
er7g62r65n,368,3
nmo7vy8pve,1109,25
39r97a8qg3,536,4
erga2rlajn,860,2
3wwwm46vy3,6782,5
3aqx5mwjve,7769,5
34622wdwyn,2558,1
nb6ao4r293,2951,12
e2gymzm8k3,761,1
er24p7y7j3,11087,16
e5mpwrb993,3421,1
3a8zvyqvbe,660,30
345odwwvye,2163,4
38447q6yjn,922,3
e2bl9wdd6e,3468,6
nvpz7vbrbn,1439,17
nq8wkg65kn,767,7
ed79adjlwe,5612,22
x36pmqm9oe,8925,2
3pqz7rkrze,1283,10
nq2wpay2mn,2347,20
nbk8lyl4xn,3579,1
4e572xywb3,1983,3
nbmwd8p6me,1846,4
34kmow9vye,1035,4
3wwyy9o4b3,563,7
nqy4zd2zoe,4435,2
37x8rzrjvn,1767,4
3zrozmrg4e,2174,4
ekbd92m22e,9023,3
3lomaodmo3,2802,6
3jl8w5aaxn,5840,2
nbvo5qwbae,3045,6
3l8jmjd2yn,3362,2
38xzw8924e,1050,2
23loarxj73,19145,4
3a95za2xbn,11073,4
3o4o7xyp9e,3303,3
ng896vdxp3,3721,2
x3ajmoj73r,906,1
edyzyy5kge,414,17
3lml28vvye,3380,26
ek8xa952re,918,11
3za9564p8n,2988,8
er5ql5g6j3,3104,6
3744w2ayw3,2390,4
34jrjbq7j3,1802,19
37moblm8w3,1288,13
3pgvpj7593,8187,1
346zyo8apn,1494,1
34j7okz943,2225,12
nyrwb6qple,2018,4
e2m4g5q8a3,13467,3
x365lypk9n,15623,11
34bqly8zje,3593,2
e59yxqw9on,4993,6
39ldq6jj73,9187,2
ny4bg9k6gn,4390,2
ek4pbjl943,8232,2
3l6xzr9xb3,2043,4
3j2og6q8xe,660,50
ng9l8mp6ze,4550,5
37rjq5aqjn,6982,7
36pl5oyvke,1934,2
38zbpyxvd3,5281,4
3x6bymdkp3,1267,4
l34yo665j3,1274,5
3xag79aaxe,2408,24
362yxyddon,4358,6
qnvxgj5v2e,2152,35
83wx5zxqxe,3039,3
3j7pp5wl93,2996,3
3orjbdw4g3,3185,6
ngqoxxgvr3,7116,48
38x65a2poe,2949,13
3lbjg7pkdn,12516,1
3xlpzrwal3,1074,3
nyaggwkkyn,5067,18
83zr4b86je,3158,2
3zxqb7dd4e,1721,1
ed7bo6qz2e,2795,2
nmo5pplvxe,6824,1
ny4bpql6gn,1073,19
368kyayx9n,12287,3
ngoaqk7dre,1695,8
er58opd883,1128,2
3lxgddxbo3,13719,2
36pq6pdkoe,2495,1
3lxv7b5zy3,1128,2
3okroy266n,9689,3
nbk6d4mx2n,1203,4
erbgg9g593,826,4
ngvmaz2apn,265,23
3lm4vrxr7e,1656,2
3ay25k7dd3,1045,1
ek8k526lge,1007,25
nykgdpldd3,1256,4
3p2654bobe,1359,1
3oobykvwk3,473,21
x3629p5m9n,4394,29
3zgz6wxg4n,272,5
nbdolo6jme,943,2
3woxp52mze,4948,1
3lxaqadoo3,1417,1
37v2yvkd93,8659,4
nglylzg5be,4494,1
nqp457ojke,1401,4
3xrbov8vl3,7094,1
nby6a4d7ae,6041,2
nq8bjvlmmn,768,50
3oz58oamyn,1248,5
erbz4kwz83,743,4
3jvxoqx663,2413,14
38d77gm9jn,6248,6
375mr7qvve,1929,7
3a8zzlb28e,10531,7
erd2objjjn,16209,1
edx54pbw43,12803,2
o3pavxyzg3,9410,6
eraa7lwwjn,2579,3
edx8mj84w3,43000,5
3wvqomwkqn,1337,4
365xmazj9n,1384,2
nmz68b8jv3,1224,8
x3abjorabe,910,50
edxr7ppv23,8629,2
e5py6vm5r3,1574,6
nyravdrjge,12644,2
nyxj92made,1116,6
eravjjwl9n,9635,6
nmq6d5pkd3,1360,2
o3pgar6993,8590,3
4ngxalqybe,241,7
nb85zk8omn,6066,1
369dm59dj3,346,50
34jzw99gk3,23449,2
3wylo5q4qn,1628,1
3obkk6ggzn,360,50
nv9zbvb22e,2710,2
34qzlgglke,135,2
34qgbd5v4e,1199,13
nqy7aw4ame,4825,1
38v765kk4n,11971,46
3zgvoazjjn,1775,50
38ko6oago3,10284,3
e2mx8b5963,9463,2
ped8mp7x4n,3232,1
edo87v6pg3,9114,15
e5lz295vrn,2823,34
nvoz9x9lbe,2104,3
er59vq6r93,1009,3
3pav6lm983,534,1
3xz2rgkjln,3012,4
e22qopzpje,2680,8
34g6ozmoj3,5275,3
34kjzm69ye,2849,6
ng8d9kppa3,4351,2
37vzl2qx93,2823,8
3w7p4w7zzn,1643,50
3zz6bkpg43,4727,3
39r9285rb3,3144,14
nvobr2bz2e,1289,3
ng8dvlyjb3,8008,8
3zk742a583,1710,6
e55rkzbp9e,878,3
edzxwx9j2n,1491,50
3wwx57r4y3,11089,3
nyk856gqg3,1211,1
edqy5xxmwn,1464,4
3aq5dp6j8e,2674,1
nq88b4ko6n,878,8
3pyw2m9jz3,3934,4
ed8zpp52dn,382,16
e22zlg947e,1027,9
e5mya82r93,10750,12
38xzv4kmde,2909,5
38xvvqy7je,3158,3
x3ama85283,4775,7
nqp27jy9me,523,2
39bwvjozbn,822,3
nvvp64rpbn,2461,21
nmzgbpxzj3,1394,1
73olmzjay3,3811,9
3zz5wgx9j3,2858,7
nm2j9r4ov3,1470,50
3p7dxz5w93,2696,4
nvp5dky6jn,1529,2
3jzwgawk6e,3200,1
3wwpm7g8x3,2557,3
ekz2965lre,4661,9
e57b2llj93,2685,2
e252vdod7e,4487,6
3o82brx66n,1984,12
3zwvgr4643,365,4
38w5wq6xd3,4506,2
3z75j84z8n,2299,3
ed7yggap4e,1098,1
nq8vj4ygmn,1928,6
nydjkv69gn,1491,50
34goygp243,1080,8
39b5wd26gn,897,4
e224l2rpke,3341,2
3xrx5jm7x3,1121,1
34j9byvd43,1027,9
nm29av2mj3,13483,4
3622vyyqxn,2408,24
3pq7avgqge,5402,5
37ryjrl4jn,3185,3
e2agojrya3,364,43
3z75x7bmwn,4633,8
364vxgalke,9589,2
3jvmoov9x3,534,3
37mgg7b9j3,11177,3
3pxr2v2bgn,10681,1
e2b7jwvyje,7367,1
ekqm5k294e,773,1
3a5y8wldbe,887,23
34xoxk9byn,23908,12
nmrd9gprve,18019,2
3orml8qqz3,835,1
j3j7rlpkp3,4315,2
3okrp6yy6n,2555,6
ek4obp7jg3,675,2
nb7rvqk8me,3629,1
367yrryqke,3940,1
3wxjmbxrqe,1055,3
e59k6dgvon,15542,7
nmk75r8x93,3781,1
3olvz69d63,9928,2
er7rzgp4jn,2569,1
nqpjax44ke,3300,50
nbyb5o5o9e,14096,14
3l2p7kpddn,892,4
nbdmxjbvxe,1286,1
edg2m6ddze,3654,1
nv9rjwm4pe,2608,1
3j6yqgxwpn,5615,1
39lw95wxg3,634,11
nm44x7z6xn,14280,2
e2bz7v4z6e,4852,7
wnb9rzg293,868,1
ny79gl6z9n,2294,2
nvr9byk5pe,4937,7
o3pgbpgr83,8440,4
3wly96wzxe,2846,1
3ax4lmdrmn,4404,3
eddzp6ob2e,477,16
394m8xjg7e,843,1
nvpokdbzxn,120,1
73okw49qzn,1214,6
edyblry42e,11036,14
38d64vwy5n,5834,4
365pdo7axn,2238,1
4ng6bv7xbe,1357,1
3alvq7lobn,1208,50
374rx6zbj3,1459,1
3xz86j5v4n,288,8
e2v66xzjd3,1066,2
nbo27rmwa3,2246,9
ng98dq8kze,2201,3
ek9m6z7b5n,7986,1
3pq26wbpke,3925,2
34qalko74e,456,4
3ob75zbl6n,3447,17
3zrgmydk8e,1976,1
nq8m92vzkn,5670,2
edovga2qz3,5063,1
nvk2ja4b23,2164,25
3j2ra7lvwe,1403,4
3py2rvdgb3,3749,3
nvbz9zyqj3,1767,3
nbv6ww2yae,830,5
3pyr5l4xb3,1532,22
3zx4alqz8e,976,3
3jx8v6xp6n,3362,5
63xpd6r9le,1896,2
3a5r94dwve,1060,4
3459rvkdke,10158,6
e2gr5xzv63,630,2
63x67969l3,508,14
367myx6qoe,627,50
3x65alwld3,2299,1
3xovrxgap3,12191,12
3w7dwjx2qn,976,7
3jxzwov56n,9680,2
349gkzbjmn,1026,6
ed827xwbgn,1884,4
ekg65mx6d3,1051,1
qe2r8x7pjn,1475,4
edz2jg7wgn,1312,50
3a9jk6pvvn,11515,2
34k2o294me,9257,4
3xzvxwxqxn,1845,5
384drgk94n,4985,1
3pgovpr8k3,1350,2
3425kq7mme,4270,50
eryzl88gln,950,15
3p7489dp83,6955,3
ekz8ljkxde,2628,4
edqpb725wn,4220,1
e22a6r927e,361,5
3xzyk28yxn,9302,1
3xljjykap3,995,22
3a89yr5jme,8165,7
qnvda7z7bn,1480,4
nvz22zy4p3,459,47
x36227p5on,2237,2
3wxgwxgpme,6742,2
ek8a26a72e,968,5
e24vk8xz63,8757,3
38wyk482j3,2107,10
edylrqgvde,130,31
e2bzbyzx7e,843,31
nvzabv9xq3,939,18
pedoj42xg3,25441,5
384wjpbq4n,3529,12
e55o46yz9e,9779,2
3ax4vpogbn,682,10
nm4ag9qq9n,989,4
nyy4xowpln,1032,2
g38j75gp4n,9121,4
ng9vv6o7ve,1208,24
372jzdoqxe,1986,7
e5m7yvdo43,2711,6
38vpokjr5n,3379,4
nqdd7yzvwe,3113,2
3pyr7pmjz3,3515,6
nyk6a9gpy3,1211,50
nvvdrk85qn,14273,2
nv4dp7mb2n,8580,1
nvo22okkqe,1046,5
l34v9vjby3,5392,5
345mylw2me,5880,1
nydwdkjwzn,2206,2
nqq5yyo46n,8718,3
3px79rb2gn,4082,3
39jdz966ge,868,1
3458rzqq4e,4683,6
36o2bbalx3,170,24
3z77v2mw6n,949,20
3pm6zvjjg3,1339,1
368mwbz99n,3091,2
382ldgb2o3,1097,10
edg6xr9v4e,3474,5
o3p76oqv83,11869,11
394627vvge,1105,7
3wl2x6gzbe,1445,1
ngb8qb5pz3,3400,2
nmdrxajy9n,6598,1
nv47jvgoqn,772,13
nyq7dmkbd3,4291,1
ed7l2q422e,3624,2
3jvr9ryk93,982,2
e222954zje,510,35
39gxzoxxge,878,12
nydgjmpz9n,2052,8
ekggqbggd3,15241,1
4e5zzj2xoe,1096,7
374q7yjjp3,1107,4
3pl8mdzq9n,1017,16
edx8j6k8d3,6646,2
nq6jborjz3,8130,4
e5v5b42d93,5666,1
edxko4aqz3,2403,1
368vrokwjn,2317,1
nq2wmwpqon,1576,10
34x2aow6pn,3713,3
3zrmbk2b4e,2037,1
e5m57zzj93,1208,50
34prad6ym3,3040,5
3lrjab2yy3,2742,1
366ppxpv93,885,3
345oxdx5ke,3263,2
3w4mjlmkyn,1978,2
37v6blz7p3,429,2
3o2mroy6gn,6085,6
3j24vo5k9e,7571,20
3627wvkvjn,5652,1
3w4xrp52zn,1060,4
38d5d2gp4n,2097,3
38m6zyqoon,6214,6
37a6gvx893,100,50
ny4k49g4yn,5162,6
3lojqy7po3,1279,1
9ekxb9qgn2,1648,3
3jzbammp6e,516,9
36ykadxqoe,3329,3
nyy6jpx29n,1608,1
3wkyjj9lb3,518,5
nvv75v7dbn,4136,1
362kbj4p8n,31607,5
3622r94ojn,1108,50
3zkl4makj3,1525,7
e5mp9kw8o3,9013,1
nydq52x6ln,7062,3
4e54xp8gb3,1911,3
3zkq7k4b43,2638,7
38k8d6ayj3,3374,3
3pgl8j9pz3,370,25
3j7wb8axo3,257,7
e2jjl5x8j3,2299,13
erb28qol83,7301,5
ed8q94j24n,1153,1
38vax9z6dn,355,4
3aym8g4vm3,1951,2
39gmww8xbe,1598,1
pedp8o8dde,2161,9
3ok2wp4bzn,4258,1
ng85652vp3,863,3
nqa82xmxme,1929,3
37vyp4qo93,2269,1
m39w6rbgyn,11946,13
rnqz8yla6n,2276,4
3lxqz8w5z3,396,38
nvk2yjomj3,4656,1
34bo6olzke,3599,5
ng9zzd9pbe,10622,7
ek9byoyvrn,4619,11
3a7gbqbg73,1330,8
nbm4454vme,1600,2
nyxdazo7ye,2843,4
3zl2m2xy7e,3109,1
34qrj54dpe,4021,2
e2va5y4d63,680,4
3zzovl6g63,1463,1
ng87rx75a3,8638,1
3xvwk2b6de,2385,6
3zdg6w5mjn,1265,3
nvrl4wkgpe,3338,3
nyyjr6gjzn,1091,14
xerg5q257n,4382,2
3olo4xopk3,3747,50
nvrrvqdvpe,788,2
3742ak7ow3,1280,2
3wqx4b2xb3,5471,1
e55k42rmbe,2125,2
4nglvz2ype,22090,1
nglm72a9ve,1548,1
ed8y5djadn,2472,1
3pldkvpogn,278,6
3pm97rjk83,818,7
374m9z7wv3,728,6
ng6l9vyyve,1192,1
3848vmzv4n,394,1
3axr7o5xdn,1874,2
ed8gak8zwn,1507,1
nyrza99kle,697,5
3wwy99zkq3,3243,1
372pa4kjje,11016,7
38xdkbbvje,1178,14
3zxgb59kje,8143,6
38mrxpqkon,2113,9
396oapvgp3,3336,3
83zbojo873,1317,1
nbvpvgjx9e,4700,6
369y9pw983,1904,2
364vgao6xe,13055,6
39wowvpx7n,1975,5
395zmbgbpn,361,33
nyyv9kv69n,101,20
3lxggvygd3,3513,1
3l854wvkdn,80,2
e55jyxaj4e,1786,1
3jxg6y2won,1469,4
3al7l4w57n,1339,1
rnqxbkrlz3,1845,1
3oy8gllvye,2044,3
nq678ovxm3,3196,13
39x9mbqq73,1958,1
nmrq8lar9e,2613,2
nq6b4ll5z3,2011,13
3azkzg4wbe,868,1
3j2x5zb7pe,2561,14
wnbb7joz9n,775,36
3l27yajm7n,3040,3
er78zgyw5n,11204,3
38mvr4774n,2095,1
3alza764bn,7296,2
34569dg2je,16160,5
nm8q2w27j3,281,9
3pmmgwvpk3,8418,1
edy9bvzpde,1302,5
wnbzl4dlyn,9562,4
ng9m78z4pe,2348,1
3pgz2yrd83,2678,34
nmqayal5d3,8886,2
nqlpj7gx63,10533,3
3zzp7dad83,11765,2
nbk2dwg42n,871,3
e2gyj8w8d3,1593,11
3p7jp8yqb3,3898,4
rnq9yb4y63,1481,14
3w7myglkzn,728,8
2nyyxkm2ln,3382,1
nqzo9klpmn,5009,5
3w47xpwgzn,9574,2
nggl9q4orn,1403,1
nyyarxoggn,156,32
34ggrzz643,289,24
ekopy4r2dn,244,50
39zax5zoyn,2425,3
nqd2l5xxwe,4059,1
9ekx4pjl5n,1343,1
edkygxoj2n,534,21
3axza7pd7n,3334,5
9ekxpj9lrn,8489,1
4e5xkbl9gn,17072,4
nqlkvpb763,8363,1
362aw76g8n,2288,50
e5llp48dbn,13519,5
3wx4xw5lme,4015,14
nyd996ovdn,771,4
4ngbg7pqb3,548,3
3zpxx6l68n,8251,2
368kmyx79n,429,2
3pgy87bbb3,648,3
e25oq657ae,359,17
39rx6bkqd3,3852,1
ek48y5j243,705,4
nb7lr5y6ye,6023,1
ng9ddj6dve,1171,1
3jma67op93,5891,50
ngb6vbo7v3,1243,40
l342ozpbje,8304,10
36op4a8o93,3516,10
ny4gxz5xyn,5582,1
nvzk9yodp3,570,3
e2m6jbwak3,8169,2
ek2a44885e,350,2
ekyg5kgmd3,1084,1
ng6dmk44ae,3571,4
nvkvz6yzx3,6683,3
nmzmjl62j3,1353,5
er2klx9dj3,1513,8
37vx7xgwp3,1402,5
372l9qz8we,5467,3
3jma855m63,660,23
3lxpqapd73,521,2
3obqdo8qzn,25464,4
394qkzbmde,3924,4
nb4rw4zgae,10307,1
nvbd6w5qp3,2275,1
4ngkda9pa3,4138,2
nybxp6z6g3,3300,50
edqppvaodn,12012,2
nvbxp6mkj3,780,2
3jrowa9wwn,10199,3
3j2m7x65oe,5637,3
ekqlpdyw2e,4562,12
3oylq62lge,5886,2
3lr8b4l5o3,6059,8
3zw5gk5zj3,1983,5
3olbjxz4g3,918,34
3oraw67yg3,1046,15
39xpgwalg3,743,4
nqparbygoe,678,13
374jaxrdw3,2453,4
3lxma6mqb3,9441,10
34bbg7oxme,1163,1
3685rlj7xn,45927,4
3964rj48g3,9961,6
nqaxqpdzme,3081,44
365al524xn,5147,8
nyqqqzpol3,233,41
3zkz2gz273,703,1
3xx7p6v6k3,3185,3
3xxol28g43,4898,1
nbyaabxkme,45554,1
3a7aq9gy83,4077,6
nqq8ykrymn,3111,4
ng4lbo5abn,5434,2
37by9y2rxe,3281,1
nyqvj6w5g3,3616,3
nb4mmmy9me,46711,2
366dmqbp93,3749,10
3paqprr4z3,5406,1
34brlbp94e,660,50
nq8oobzvwn,4047,2
3zpgxw6p4n,3355,7
nvv474jgjn,3084,8
3xvzxz6gke,10935,1
erqxj4oa93,2295,50
39jzkbljpe,4155,10
39zkoqyxdn,3538,7
3l79w22dze,8342,1
372zx42vxe,356,16
3l8qp5wydn,1374,3
wnm4k8p7xn,747,13
3w4r9qpkxn,22976,1
ng9xwwyqbe,8212,11
e5mwk4zj43,9852,9
erqa455bl3,4616,5
ngb6g7dyp3,1321,7
e245xgpq63,1401,2
3pglqlv5g3,2652,13
e55v79bzbe,881,14
9ek5wyjbde,5685,2
34pjx7gdp3,3980,1
er7zovpzjn,1715,5
3a7okaprd3,7708,3
38xlzm2jde,5425,1
e5l47dgvbn,1170,6
365vxa89kn,8297,10
edkddbzkgn,20722,2
34qykorope,8937,1
nybgz4jwz3,4914,3
3zrlklrp7e,156,32
nbv8ak2vme,9011,7
nmr6d2z9ke,1080,4
nyaa478oln,4210,14
37r6dwy89n,1445,12
37boyv9ove,6655,2
3wvbzb9dxn,206,50
ny4qgdzwyn,5606,10
382q7ga6p3,10949,13
nyy59wg9ln,10433,8
3ozxjw47kn,4130,2
edxlw6d9w3,1600,1
nbv2j4k6me,2322,1
nm29l2kpx3,1370,50
3wlgojwrme,5249,14
3xo6gdrdd3,2678,5
38xgqvxqoe,702,2
3zl6gmdq7e,34358,1
73obpyrkzn,5015,4
ek8gjqmvge,1682,2
nboka8z9x3,220,3
3pajpkw6g3,421,10
nqagz89dme,1471,1
nmqbaw8593,1122,3
34p2py6xj3,2248,6
34g9qqd943,5437,1
3wojwjjdxe,4700,1
3ozyz5oxgn,1256,4
j3j6bzowpn,1715,5
38xmx5wgde,3859,4
ny7494zyyn,3815,5
e5vbwjr8g3,5724,3
nbmmqmo79e,1392,2
nq6zb4jjo3,2506,1
m39lrrrp73,1168,2
38296yl8o3,4217,5
39zldjp6yn,1500,2
3j66w6gxon,1029,5
er7z6oqq5n,37610,2
3677kyg48e,1360,2
nqygv886ke,2598,10
3zx8mr4b6e,930,2
39bj2a6bbn,4348,5
3ozxqx4pgn,2147,2
3p7bvqy283,4216,1
3lpy74pq7e,5604,1
nv9pxvxlje,11143,1
nboxdjmqm3,867,7
ek9bp4qm5n,2299,2
3ozl2wwa6n,1693,5
nbm2kppbme,1643,7
g38b7ygw43,5366,3
e24q8obl73,3539,17
3l8zzlaadn,14482,2
3z7lbd784n,5194,2
379zp465jn,4120,2
nbog29wd23,942,4
3jvk68w2p3,4553,2
nm2lka7ak3,404,16
39gxbq42de,34051,1
edd8pwr7ze,22090,1
3wkxy54mq3,1578,5
nmzxr68dx3,3437,1
3xvbb4kode,711,18
nv4ydgz62n,7183,11
368az772xn,4698,6
3684kmlykn,2482,2
e5zmj2gabe,23673,5
e2b92yb7ke,1045,1
3lm4vpr4be,868,1
eko24rkx2n,8372,50
e2alqq8ka3,1536,7
nvzo85mgb3,171,6
3o4vqvg8ze,393,10
3j2vz9rl6e,5446,32
3xoal65yx3,503,5
e5956x524n,612,8
34j99od643,219,4
qnvgml6oxn,858,14
nvqdq658p3,3827,5
e2o4olx4an,2866,1
z37m4449w3,6764,1
3682jxrwjn,15442,5
o3pz5krrze,2659,3
3pa8x2q493,1654,1
3jlp7oraxn,3849,10
345p5ygjme,862,3
83wkjpb2z3,7326,2
ekozw4y92n,3958,2
38k428or53,4111,1
39gxr4p6de,1527,4
3pxzddk49n,2168,6
3pgpmyw4b3,1078,5
3lpxyqro7e,4167,2
34qjr5apye,8773,29
349gg7wwmn,881,14
nvo8vmboqe,2759,11
nm9gvrd9de,1383,1
3olpvdxlk3,1127,4
3wk4bxpjx3,2571,16
e2b66544ke,4203,3
36yqqgkk8e,13462,2
nv9kxzmrpe,7666,2
3j7ymk5763,2628,3
nyk72qv2y3,1684,50
edq26d9k2n,2451,2
e57dzoyo43,3368,3
ng97d6r4ve,1263,3
er6dowmd8e,2021,1
nqpl82xa6e,1715,4
3w7kwqpwmn,6469,2
nbo59z88y3,1699,1
3j6x2qbz6n,6079,14
nb7jd9jq9e,5102,1
x3albmd7dn,2120,1
nqdqqgxbze,4126,9
ng6zzwj6ve,3537,3
nbm88v96ae,13928,16
3664w6kbk3,902,2
ed7j75p6ge,2511,7
nglyv96mbe,3318,3
3xljwwjmp3,9265,5
3w4qvglqxn,7637,2
3l6vq9l7o3,14392,2
3xy2odvmke,1035,9
ekbwowjy2e,2798,22
2ny4ppd9ln,36567,5
3xax6yxzde,7283,4
nyyl4zdggn,5754,1
3xrj5bdm43,704,5
23lx78w8d3,6114,1
edxplpbbz3,1757,7
e2ovp5vxkn,11048,1
39ly2lb6y3,4879,1
3lpw6xbxde,1048,2
xerdbjvgln,43959,1
39go5pzwge,374,1
3o2oajy69n,2449,8
nv4aal6k2n,4507,4
ekbom5q5ge,5773,4
38vm4dawdn,7481,1
3696plbao3,4123,2
3oozmll9g3,3378,2
e5vpwqpz93,3375,1
e55kyrwg4e,384,1
3p7w57gbb3,905,7
379gdm9lwn,3712,1
nybgkmw293,768,50
364r64k9ke,10078,5
m3957xl5gn,3450,1
ng699xrgve,16071,6
nm4brj629n,1405,13
nqq96k6g6n,612,50
37m4j9qwx3,1245,12
nqpxb9prwe,6850,3
ek97ko9o2n,5161,8
3oyqgbzbze,293,2
ng6dpdvkve,9972,5
3z76mj2k4n,1313,3
9ekxmrbl4n,8837,1
3zg9jr6j6n,1348,3
364odvmlke,6455,1
38mm58rw5n,2283,10
3payryodz3,1939,4
37rokxj4wn,1507,6
9ekro5a22n,7001,5
edkm5brj4n,11953,7
eragwykz7n,2695,15
3orga55rk3,1429,1
ek45vrx523,314,7
346gd69jyn,2649,5
nqyyr6xzke,1601,17
nmolvr6zve,152,28
e25a9agjde,1115,4
nbylxb68ae,1308,3
xer5p4axj3,10199,7
396k2jdrd3,618,35
nglyqpaqae,301,16
2nya5kdrdn,2813,6
ek945mp5rn,5574,1
nm96x9kxke,2598,6
ekq95r2y2e,8601,6
nqy929rdme,4160,2
nbvlk9m6me,1731,2
ny7kpw5gln,8277,1
3zlzkwqy7e,20296,2
34gd22pvm3,627,6
nqlm89yo63,1765,4
3za67kvw6n,4928,1
3px5zkra9n,929,1
e5vlg7jm93,709,13
nb79yrw42e,1069,7
3xopkjgbk3,10760,5
ekbjqmkq2e,612,50
3lmy2x24ye,1575,14
3j6wmk8lwn,8004,4
nybl4wwjz3,7189,4
o3pl94oqzn,9222,5
3ay27myjm3,8035,5
3xqq8789xn,2306,1
3obx4oy59n,2549,4
ekbrjz6age,3348,12
nmqdxk5rv3,3938,2
3wvkgj5lzn,6217,3
364wp45gke,1681,6
3jrw5ko29n,3148,16
3j77l5d5x3,2299,1
3p9g4rqkzn,631,7
83zbjbag43,1704,1
nyxo86zade,1046,5
3828zmgod3,3238,15
3w75y4qjyn,1575,6
3wxmqzyxme,130,15
3jma2xmro3,25464,6
nbdvy5vpme,4773,2
nbmarpa2ae,19391,1
pedro8xkz3,561,2
nq6rawpmo3,1475,5
3pxjowrj8n,11823,5
37bw6ka9xe,338,4
m398r28ddn,2017,4
e2g9vv7pk3,953,2
34pb5mkgk3,217,3
3zxogxjw6e,1405,4
ng4mxoxazn,7315,45
e5z46y4v9e,572,3
e2vklxgwd3,29960,4
nqd4br8dze,8071,2
nql7vmwqz3,13842,2
xerwbydv53,10873,22
nygbxprgyn,4008,1
e2bwbyj7de,8696,3
g38zl9k5j3,303,46
3lx8pdpjy3,771,2
3pxkwvkzkn,2719,4
3jxrkgv9pn,883,10
nq2mrzaq6n,2213,50
4e5bybw7re,13359,3
3lmw45b6be,4102,1
3ooq26l763,657,30
e2azybyd73,2256,3
3ol6dyrry3,1970,7
3j66y6xz9n,2622,19
3jvbmrm8o3,1128,2
nvzdbv25p3,2512,4
4e5986bpon,11764,6
4e5payk793,2654,2
3pav9lzob3,5532,1
3xa52o554e,32376,1
er5zz5j5l3,1181,2
e5lojvrmgn,10390,3
ekzqvmw74e,5646,17
e2dq52jod3,243,14
3wxpb4zpye,2446,6
e2a8w9w873,140,50
3pxoao78zn,814,10
nb49w454ye,1264,22
nb7m478qye,6856,4
3pm9w46893,345,3
4e56aov4rn,10841,2
9ekjapo6g3,1263,3
ek95j9kr5n,1470,2
ekgymwgod3,1685,2
39r5pxd2b3,2106,9
39wlqykrpn,1062,1
3wo2v4zgye,2215,9
3xxzkq6wl3,3809,2
l34v78j4p3,1267,4
3ala7qwk7n,10783,2
3jq8vdky9e,3341,3
qnv5lkk9q3,2670,14
ekovkxqb4n,767,4
3zp6lvz44n,5678,3
e5z9q4j54e,442,4
3lovqj8qo3,30619,7
nmzw2476v3,6814,2
3wy6kvjqqn,1208,50
e2mzgl59j3,1692,10
37ag282rx3,3463,3
e2jojvjmk3,1055,7
nybdz6vpd3,2443,2
3a7v2vkmv3,1228,5
