shipment_id,sku,part_description,manufacturer,part_number,price,quantity
shp_efdca557996f4ae7b4089a03072e2a5c,nyrvg587de,Head Gasket Set,FEL-PRO,HIS9081PT,FALSE,1
shp_efe2d44bf27240f5ac0e506ce5457208,e2brqaqxae,Direct Fit Muffler,WALKER USA,18942,FALSE,1
shp_efe67251d2d2466ab4efb17a7e1200ac,372opv74pe,Air Filter,AUTO EXTRA,619-49890,FALSE,1
shp_efe67251d2d2466ab4efb17a7e1200ac,e5glv7kb43,Power Steering Pump Seal Kit,EDELMANN,8814,FALSE,1
shp_efe67251d2d2466ab4efb17a7e1200ac,er6w6okj7e,Belt Tensioner Assembly,DORMAN/TECHOICE,419-300,FALSE,1
shp_eff408f07f0c47f392e38b520ba188d9,3oyg6k886e,Muffler And Pipe Assembly,WALKER USA,54563,FALSE,1
shp_eff710652db4491891917ddd99e54da9,e2a8vrp9d3,Power Steering Pressure Hose,EDELMANN,92585,FALSE,1
shp_effaec5555174084b24a605b65da34ff,3xr9oy4dd3,Rear OESpectrum Shock,MONROE/EXPERT SERIES,37044,FALSE,2
shp_effaec5555174084b24a605b65da34ff,3xz2dqbbxn,Front OESpectrum Shock,MONROE/EXPERT SERIES,37130,FALSE,2
shp_effb09629c244537b923a074f00dc949,39rdybxzb3,Front Brake Hose,RAYBESTOS,BH382762,FALSE,1
shp_effb09629c244537b923a074f00dc949,3lx75zox73,Front Brake Hose,RAYBESTOS,BH382763,FALSE,1
shp_efff15cc4bb646c1a701b9dd67f8a3a8,e2bj664g6e,Front Right Rebuilt Caliper With Hardware,CARDONE INDUSTRIES,19-1240,FALSE,1
shp_efff15cc4bb646c1a701b9dd67f8a3a8,ek2xbxky2e,Front Left Rebuilt Caliper With Hardware,CARDONE INDUSTRIES,19-1241,FALSE,1
shp_efff15cc4bb646c1a701b9dd67f8a3a8,nvyl5odgxn,Outer Tie Rod End,MEVOTECH ORIGINAL GRADE,GES2376,FALSE,1
shp_f000b068b59e4a8a893848cfc462d60d,3j2oyraa6e,Fuel Filter,WIX,33960,FALSE,1
shp_f000b068b59e4a8a893848cfc462d60d,nbaxblzwxe,Oil Filter,WIX,57202,FALSE,1
shp_f0017b02e20d41588db89cbc6a45ebcc,3ooj65ooy3,Micro-Edge Blade,BOSCH,40713,FALSE,2
shp_f0017b02e20d41588db89cbc6a45ebcc,e527wyxlge,Front Semi Metallic Pads,MONROE,FX477,FALSE,1
shp_f0020cda8ebf40f69c1bc15fd5991bbc,3wxaboybye,Fuel Pump Module Assembly,SPECTRA PREMIUM INDUSTRIES,SP61374M,FALSE,1
shp_f002b5bb21c4407294429b791dc58fc6,3jqqaljkpe,Rear Premium Semi Metallic Pads,MONROE,DX592,FALSE,1
shp_f00610514f16426596becbdf69177434,er7krdp67n,Remanufactured Wiper Motor,CARDONE INDUSTRIES,43-4542,FALSE,1
shp_f01a4010026c451eb4de5642120967a7,nm8g8o2793,Front Brake Drum,RAYBESTOS,2940R,FALSE,2
shp_f01d459c79ff4a17afc280933b1b659e,j3jaolzxx3,Cabin Air Filter,ATP PROFESSIONAL AUTO PARTS,RA31,FALSE,2
shp_f01fb216a87d44eb840fb9458fed4b44,38kdw5rko3,Iridium Plug,DENSO,4711,FALSE,4
shp_f0206f43bdc3408e84ca4c1306348cd6,e2d5oyox63,Timing Belt Kit With Seals,DAYCO,95282K1S,FALSE,1
shp_f0206f43bdc3408e84ca4c1306348cd6,er6mwxgbje,New Water Pump,BECK/ARNLEY,131-2201,FALSE,1
