"sku","cost_price","Edmonton"
qnvaxkgpxn,4148,0
3pamroozk3,6259,4
34qr982z4e,9982,1
3lp7kmraoe,853,3
edopkgl223,1469,1
3p28djl7ke,569,6
38vgpy994n,2441,5
ek8ovlqpre,8757,7
3p7rz2zok3,9252,1
3727y8wyve,5991,2
nvpp7qwdbn,6189,2
nqamqwa76e,10943,1
er66xwxj8e,3588,2
nvrbzm6pbe,3243,2
3argkmg4mn,1374,1
ek2qv26j2e,7377,2
3xvy6b4yle,36900,1
e5v9xw9l43,3924,1
nvkrad2lx3,774,0
e5bpo5oa9e,12457,1
34k52xzpje,357,0
3payqdqq83,18389,0
e2aq9lqaj3,17789,0
3pyr2opwg3,8670,0
3j6pogrjpn,22667,0
edqg8pabgn,16878,0
3zgapojz4n,38768,3
edqpy6p4dn,1724,2
3j8gokzgwe,25426,1
3lx4jo2l73,3813,4
3pl5x2vd9n,3474,4
ek8jmmq5re,7114,0
ngvbqkvrrn,1564,3
3wxz5o6axe,1456,1
37rqwzx4vn,3920,28
3waw7l4ryn,880,3
364l99w2je,6468,0
nmooa9r7ve,1606,2
z37xx48jpn,4695,8
3wq6bjv4q3,15045,1
nmmjp6lyxn,3928,1
ek9p85ag4n,2911,1
3a8wravvme,1198,2
34b69v554e,6850,0
ng622ogybe,1214,1
3z79y4wyjn,5019,0
34kmkwy8je,11413,0
nbygxz8gme,2239,0
e59qwb544n,10322,0
ekg4bvr743,2840,10
nmz56j6dv3,230,9
3o48v879ke,258,8
3p29z6zwke,7933,1
x364bkgp9e,8635,8
367dkj6lxe,985,1
3wobjmzome,6174,3
ng9kx8pvre,19634,0
e5lm99aarn,11871,0
erymloba5n,2256,0
3jrg22266n,2083,1
3lpa95oyye,480,3
3xlmyloap3,1968,2
38dq7mo44n,10481,0
nbdm8xrkme,496,1
nqdl76q66e,1211,0
37ap8myow3,15105,1
nb6jdjrby3,1508,0
3xv72kgqle,1706,2
ek82mrbdre,5102,0
nbyqd74r9e,2316,0
3xzvadg6dn,6477,0
nmdkxqbdxn,1646,0
34k579poke,5388,0
erqm28zdl3,43344,1
e2akrp8d73,1950,0
nbvgkvjwae,8316,0
nyrrkoo7le,9954,0
3lb5zj4rbn,26594,3
ek2gw4yz4e,5001,1
e2jzjx55j3,1471,3
3arbqxbomn,600,1
3wxyjoo9ze,120,1
nmq9y52993,3192,1
3wv77pqgqn,5746,1
3obrxpdlgn,2125,2
edkrydk7wn,1443,2
3pkgv6yxge,10418,0
3zxmky7aje,7367,4
3a8my5ll7e,4482,0
nbv722m2xe,345,1
erq99b6593,4702,2
nm46yz8zvn,1630,0
37b2vk85ve,918,0
3azddp547e,17933,0
nvzl2o7zq3,6526,2
23lk652won,1801,0
e2mg4wdzj3,484,0
3oowpmwwk3,28395,2
ng8aakzjp3,9415,1
36v4zyxaoe,1660,0
edqg28o8dn,172,11
ngqk975qv3,890,2
3742a2ajx3,617,1
ekb6vjq6ge,17312,2
3zdjj54m6n,9601,0
ngqv2k5zv3,920,7
3jzp7gomxe,4127,2
nm9xqxloje,255,2
edg6p8rbde,1576,3
3lpprajoze,2330,11
34jo57qvm3,1317,0
34pkr6g7y3,5613,0
3j7b9jjap3,5865,1
34kmja7rpe,3574,0
36v845lm8e,2627,1
3696v28xx3,577,3
nmkgbljjk3,6367,1
nqlzwa9bw3,1163,0
3zgr9742jn,469,0
63xb5wkxkn,15375,0
3wkgl9qom3,1899,1
39zyzlb2yn,1904,6
3wyyo7jlxn,8574,0
3o4zwrvjye,6828,1
3o85da9kzn,5546,1
e2487wgw73,780,3
3jmlgmmz63,6748,3
nqz56lzd6n,4150,7
z3725j4qxe,7846,1
nb7dzgk62e,1888,7
3xybm84kxe,303,1
e252brqbde,661,2
3xv7j2mkpe,580,3
ek7bkpbgr3,812,2
qnv28rljb3,2600,1
3lbd7dpyzn,837,1
3x6q22yg43,17324,1
379xbvd5wn,5550,0
e559lyvjoe,1533,5
nvk4dw54x3,16932,6
er72ar8r5n,1244,0
9eko9d5jdn,361,0
369g79wj93,270,2
e5v2p65bg3,816,0
37rbvvr5xn,1825,0
369b62xw83,2623,12
e5mdzdqmb3,480,30
382rb87643,6463,0
nm267a7jj3,7510,0
nb4rwomxme,4806,2
3zz9yyw4j3,2714,2
4ngqzo7zr3,545,24
e2awj5bpk3,2363,1
3l8vg8dazn,12733,0
nbymkmzp2e,5120,1
nmqwgr2ad3,2242,3
3jr76yx7on,16803,1
ng9vyma4pe,11988,0
qnva8x8zqn,487,3
3o445rx69e,10981,0
erbwy69l53,4857,1
3wwy6dy7m3,15972,1
e5gq58vp43,2667,4
3px2jpmk9n,66557,1
3o25ag6qgn,7123,2
nv99zva82e,855,4
xerwm8rvl3,841,7
3jmz8xbzp3,4825,5
nyxlq77oye,6395,2
372alaw5pe,1239,1
nm2grozmd3,482,0
ngar85plbn,24678,1
nyrl29poge,3227,1
ergob2pxln,3222,2
e5pq9oolr3,5198,0
nvvzyppvpn,4476,0
37b8kykave,2046,3
395wwa857n,38964,1
ngqm6p27v3,3627,2
ek7r2545d3,4446,0
3o46x2r86e,12348,1
3lpr7jlqbe,2092,0
37voxvzgx3,1398,0
38jzoxdjdn,4509,0
23l68jgy73,1894,3
nmz2m85kd3,1178,1
23l8vyqoyn,8853,3
3xakp8gdxe,3226,0
3pyk5lpj93,610,0
erq6y7ql93,410,0
e2bwk4a7ke,9568,0
36p7gpa5oe,6958,2
nyavjdxpzn,13950,1
e5bqy6dz9e,1568,1
3a9gjm2qbn,1220,0
e5py9wpw93,2151,1
ng95q2j4ae,564,10
edxm5ajbg3,2908,1
3lrv946zo3,100,8
3l2xxodyyn,206,0
e2vlj67yk3,2816,5
ny4w556ldn,2532,26
3j2g95mb6e,2823,8
nybdog2ag3,376,0
3w4r69xgmn,2299,1
34x9wdaxjn,1656,1
nqlm6da8o3,7947,1
erdvv72v5n,3940,1
ny7qrbm2ln,4071,18
e2agvrqg73,643,3
39b2vx4wpn,768,6
ng8gb248z3,8797,1
3jvkljkd93,261,0
3o27k4aqkn,2286,2
34xkr8wxyn,10459,1
wnb9gqr9x3,1349,0
ny7paqrbdn,1469,0
3lm68g87ze,4857,2
3zk5xjapj3,116,9
nq6wkxd7k3,6375,2
nqdyy9rzoe,6669,0
3xyr28a54e,15401,1
3jz5kmk8xe,1086,3
nyg6r6wazn,4791,1
3647a7p2xe,9420,4
379pwaxgpn,1516,2
379zoqkkpn,2817,2
nvb74oqpb3,5297,6
3xl45yvr43,2392,2
63xqkvx5pn,2177,0
ny4g575rdn,4531,1
ek7yolw9g3,4725,0
nv9xwxdyxe,3418,2
ed8mxdabwn,1005,1
3679xvomke,4945,4
73oaq9q2ke,729,0
39lz9m6q73,11826,6
erbavkz953,11338,1
nm4bkgl9dn,4474,9
nvvo84dkpn,9232,0
3jx5qkxmpn,2377,2
wnbkk6yz9n,828,0
3jvp667qx3,4739,2
e5gbb7mmo3,21991,1
3woxkdpqbe,1374,0
9ekaal2bg3,20759,1
39w5kqokpn,1001,2
e579djpjo3,6930,2
nv4ajxpoxn,3568,1
erdq6j9q9n,1404,4
3l87o7vwdn,9577,0
3a9m5ko9dn,2492,1
nqdrvwmgze,907,2
e2vrz9q673,1230,3
37bp4qg29e,3983,1
39jjqkxoye,2489,2
3ay7gdzz73,31831,1
nm2l6jajx3,3032,0
3jlrl2pw9n,1660,7
83wpblodzn,1486,3
nvqdj956b3,17627,0
346lo2rjkn,4278,2
3jv9dza5p3,2178,1
e5mr4abbo3,1025,0
ng9qwrvmpe,333,28
3w456z8amn,1041,5
3lxrmg2zz3,5711,1
36844zwkon,254,1
3a5oo679be,7294,2
edz5z9bvwn,3660,0
3xa7grgrde,32395,1
nybmjaw593,13307,2
39bw6xabgn,3149,1
rnqvjd9rke,1281,0
nvkjz2lvx3,3211,1
ngbg9lpvz3,1857,1
3zw2b4bk43,5811,0
edd25zyl4e,11487,3
39ljg54qb3,469,0
nvo87l62be,6507,0
e524lp92oe,8293,8
3azk7lz6me,8078,1
3a8rz5oode,1099,0
34xvgkxgyn,12726,0
edgvprpdze,813,1
nvqdqd4xq3,33664,1
36yrxazgxe,753,0
ekz742voge,1009,0
e2bvm6mkje,6573,2
3jmg44k693,2127,0
3o4vv9km6e,1345,1
3xag79rwde,8083,2
nvzkwm2r23,10489,0
63xro8y543,4740,2
pedyymd92e,532,0
23l4x472de,4359,1
3or4o758k3,2995,0
3pq9klzdke,1031,0
er7qyy8djn,1372,20
394rwbqgde,744,1
3pkxkkrl8e,7570,1
nb7kvx7kye,1317,0
63xzzxglxn,359,104
34x4kpg4pn,3907,2
39jb52ddpe,658,5
34gv7xm4j3,909,10
3xlxvvm9d3,8631,0
l34oqaav4n,974,3
ekobg7yw4n,2040,6
e2vb54dda3,706,0
394qkzwpde,2384,2
eraxlkdv8n,1820,1
nyyrlmpvzn,895,0
3w7g888ozn,8409,1
3olp9ko9y3,2331,0
e24akgz6d3,4926,0
nya4jgd5ln,14658,1
3655x5p4kn,5838,1
23lqp44ozn,4985,0
39zv7o62bn,6696,0
edq4mvaagn,14772,0
ek88vbrl2e,18721,0
3l7rbljbde,2191,1
3l2z6v9qdn,856,35
j3ja76gxo3,726,1
ek269mdxde,5286,1
ek2pll9b2e,11875,0
38kwgpyoo3,841,9
ekzydkgrde,16822,6
3okymkjv9n,23433,0
73orz7l993,12840,8
3oz6wr9agn,7519,1
3w4zmy69mn,5669,0
3lpw6qdjde,912,2
nqzxmv6kmn,675,1
ek8bwkq25e,2916,2
e2j5d5l5a3,5227,16
2nywyyvbz3,2047,1
34p5lz96y3,4825,8
ek42bdol23,1381,1
384yj6j74n,8159,1
ng89mgbyz3,19113,0
3lmb4wp8de,1984,1
nv47ddd6jn,6518,0
3zd8xb28wn,5940,2
e2mvyz4x73,3224,0
3jmmb6b5p3,18809,0
73o7mmmlke,5016,2
37x74zwvjn,6585,0
3j7mwrkmo3,13968,1
38md8q2zdn,2961,19
3xrbakzqk3,1890,80
3zavrqza8n,11805,0
3wxqvm7rze,781,2
rnq9o44az3,1278,0
edk75wgy2n,9414,0
x36mqo5r9e,4995,0
nyqp679pz3,6066,1
3pqrbgjw8e,5613,0
z37xo6qbwn,846,1
edyklxqmwe,7847,1
ng6p8vp6re,3795,4
nv9r4g9wpe,3397,4
3zwg22z283,1223,7
nb6j8wla23,3284,0
nyxkyo7ale,5375,3
3pmpxm86g3,6123,0
365rzgk29n,2006,2
3ay2m8ojb3,4150,1
38www9amd3,1793,10
38z9jy9z53,7379,0
nvz8728wx3,3101,1
3wk5yr5xq3,3161,1
2nyvjvwgdn,5943,11
edx9dqw843,5736,1
349q9297mn,5095,2
34pm78z9p3,1179,0
xerrkpaale,804,8
ek8rjbyo5e,7926,2
3l8bl889yn,1429,1
39xlmwr7b3,6749,0
ngl4aap2pe,3754,2
3obyrjag6n,25988,2
3zgdbyqy8n,552,2
nyrd8w6ode,768,8
3pqr4wgq8e,403,0
edzg64x9dn,7505,2
3zg8ozyg8n,1630,13
3zgma28w6n,7259,0
3zzxqj6883,15521,1
edkbyp55wn,342,0
3obrp64kzn,7073,0
3jxm442zxn,1445,0
3w74bywrbn,1602,0
3ay49v88b3,4564,1
3jmqjgrp93,5039,1
3lxm78m6y3,1246,0
3j885yrbwe,3780,5
ekzz4wvkre,8704,9
nykk8r2xz3,380,0
ek22y4a24e,5377,3
x3a2akrqve,1447,1
erabl68y8n,1845,1
349zxwz5yn,1028,0
3694q876j3,1057,1
e55z97wbre,6421,1
nqldq6v4k3,36095,1
3z75zgz2jn,3056,3
nm87bzzmd3,1218,0
38xb8jpk5e,5997,7
nyx4yvx59e,6189,1
37bxly45we,11318,2
3o2lmo9z9n,15468,1
erb8aykzj3,3036,0
4e54wv9dg3,1101,2
3x6lw2xvk3,7476,2
3467pplwpn,1400,3
wnby7k5lme,11105,3
3pkqa624ze,40287,1
ekozxok9rn,5765,0
3wqk5kv6y3,4983,1
nvzz58am23,905,3
e5mdook5b3,1091,1
ekbz4yv94e,768,2
3xllmopqk3,1601,1
3zw4k9qxj3,20024,5
39ro5l9md3,45,34
3oy7p8289e,6779,24
nv9lq4bqje,1693,2
83wdywl9xn,642,2
nyy7pamddn,1457,4
nbv6rpqlxe,6790,1
e2apx6y4k3,691,2
379lwavrwn,4075,0
eko5gqp2rn,1441,2
nya98mvzdn,4526,0
3o4w46vyge,30886,0
3pmky78pk3,6343,2
3lrk444qy3,13616,0
e52jqvwkbe,6632,0
39wp6v5jgn,867,4
e25m4y797e,2103,0
edzkrokw2n,9814,0
39485p727e,503,1
ery5w9pw5n,2453,2
wnmgl6kbkn,11583,0
38kg7w6x53,2952,2
e5gb2o5lr3,1801,0
edz5p28r4n,674,2
3xz85rgk4n,370,0
369ovzxbx3,793,0
nmrap86oke,2944,0
e59mxja5bn,957,3
9ekl8472gn,12249,1
73opywbk6e,8743,0
3aqk6gyrde,21209,0
erd7oo9oln,172,16
364mmbjvxe,5417,1
nqpvlgkyoe,3837,1
pedvp78ade,1038,3
3objzq65kn,11837,2
3px2lvarzn,6444,0
3l22z6yvdn,519,0
3pl45l5ggn,9705,0
3l6zvr77z3,12356,1
34k482m8je,1890,2
3lxlm4gro3,17180,1
ery29gyp5n,44296,1
3lrp62vkd3,6562,1
nb48kaywxe,14664,0
39rdvkbyg3,724,320
er2zjdoql3,1032,0
e57kwra7o3,3561,0
3699a7gp83,1197,9
3jzmvb5d9e,4847,8
39gg6a2xbe,3616,0
er72plaxjn,782,4
ek92l7w7dn,1442,0
3pk7yvowze,10681,4
edxmvqgv43,1734,0
3lxqvr88y3,3402,1
36prxyjwke,8177,3
erybrrb85n,9934,0
9ekxlxxwrn,342,10
erabx2999n,5910,2
e59qoqg8on,11148,1
nv4p8powjn,5201,0
ek7zx4wlg3,2095,0
e5p5gwj493,4450,0
nybyx54my3,5826,1
rnqrvg9663,17544,1
3wvzxl5wzn,12478,1
e2gkmpkvj3,10383,0
3zrqkrqr7e,5410,1
38km84jrj3,5954,0
34kd458kke,8441,2
e2brlmxqke,596,1
g385kmjvd3,2746,0
o3pbyomwbe,202,3
nybwd79vl3,2092,6
3j78m8dq93,2549,1
3xyz6py8xe,1028,21
nyxd97wvze,4288,0
nm4gyzdxvn,1374,8
3ozbjkbx9n,6251,1
nqaz888rwe,2820,1
3wopx226qe,261,2
ng9pwrrqze,4504,1
3465bqjg4n,54018,1
34jyzpdak3,2387,0
e2v5gvm473,6816,3
e2ma4dlad3,4526,1
e2abaz47d3,982,3
er6zvzo5je,1162,3
nyqw9dydl3,3285,2
379brllojn,974,8
38xagg4vde,4127,13
e2mzrapzj3,1556,3
nmojyqrd9e,8200,1
e5mzzk5g93,1145,2
39xgmp7673,3131,2
e5lramda4n,437,20
375zo6xdje,2438,0
ekgrv8ao53,8449,1
3w7ayv4gzn,9676,2
3ozpa8ao6n,8524,0
j3j65a9pwn,18034,1
xer478g47n,2291,1
ekq64dzage,10491,0
nm29yj4vj3,2669,1
ek4y7a7k23,9603,1
3za98kkj8n,2008,0
3jr4awb6wn,346,0
ery4p66r7n,29592,0
34646xl4pn,2746,1
3jvxvrlzw3,2787,0
39bzq9qvbn,9209,0
era69lxo5n,8668,0
3jmgglp263,17326,0
3799z25lpn,3493,0
nvpx7bgxqn,4139,2
3oygrkzb9e,6115,1
4ngbagoxa3,3964,0
37mjpmvb93,5595,0
nm4r9ld9vn,1244,0
edo48v6b23,2438,2
3w4wjw4myn,1205,2
3lx2p4jao3,823,2
ped94bkaz3,2739,3
39r6ry5ky3,2467,0
39zqyra87n,5211,2
3wxvrmm6xe,1253,1
3axlr6rbbn,743,0
nqadxk59ze,3567,1
3jvaz82yp3,10149,0
3wyv9aowzn,399,4
ek9v245rgn,1696,0
3pqb68adbe,6096,5
36yw4lxp8e,18767,1
3log55gvz3,507,0
37x7qmmywn,4521,1
e2md5bo7j3,1810,0
3652l6l8kn,4058,0
3pyvo72bg3,25920,0
3lpp9bdgoe,4149,4
3lpjal4rde,6153,4
nqva76dy6e,9450,0
34xlwmxqyn,7556,0
37245mlvwe,3413,1
34plq87jm3,3171,0
nqqvrql9kn,1496,1
3l6ppv2by3,1231,0
e57q49vwb3,915,0
3op4wbro6e,6002,0
nmqbrmwo93,503,2
3jmvld47w3,1157,0
nyqjzxp893,1372,30
38dzlzgp4n,1560,2
384jbwvlon,1103,1
qnvdjolrqn,5192,0
372vp8kkpe,1061,3
3lxdgwlay3,2863,4
nyylvoxldn,1892,1
3xrpwkjyd3,8158,0
ekqxrk845e,1188,10
349b4orqyn,322,1
nmrkww2ave,2679,2
e2dmyw4aj3,1095,2
edyo792o4e,3177,1
3zaxy9b27n,14159,1
3wy5gdmgmn,2527,160
nyaxvom2zn,13454,0
3zwa69j5j3,3649,2
3xzqybg4dn,9591,0
36ovo5rak3,1132,1
x36y2ovvoe,3401,0
3a5ypw2jbe,343,2
3o88mv5b6n,2370,1
3arw424vmn,969,2
er58qg2593,3965,1
er6b44858e,4970,3
er5rxgrb93,30424,2
nyxr5yrxge,1440,1
nykxmmgr93,5149,0
3lr2a6jx73,476,4
nqz7kw59wn,1371,0
nqdxlwz6me,5752,0
nqdl6rq66e,1770,3
e22z9d8kde,1204,2
3wvw7m29qn,8402,3
39j8kl5lge,18791,0
xerxloa4le,9715,0
e5vxbda5g3,2860,0
365zbqyaxn,2997,4
e2mbbj8dj3,868,0
3pkwdwob9e,8008,2
nqapj5aaze,5730,8
nmzxr68dx3,3201,0
38dkbw4wjn,883,0
3ormjgjk93,8815,0
374o4zd5v3,2533,3
e57jyk5v93,489,1
ngqybkdgr3,3008,0
ek8z6x8k5e,16739,1
nbao2kq8ye,8312,0
ngva9y2wzn,13500,1
nbkb4ygmxn,10250,1
ed8bqqxw4n,3210,0
3xl25akwd3,397,25
366xaokj93,369,2
er7w65q49n,3050,0
nmmlz97kdn,17478,1
nqq5klrzwn,4012,2
ery5vm559n,5437,4
3o2w8y77kn,27200,0
nqdbodozke,5039,1
3l224vlzbn,2398,0
nyajbjobdn,5865,2
3l7ljadmye,345,0
39rx9a8ld3,6453,1
3xyxavvxle,31082,2
3okkpak9zn,869,1
wnmw4p28v3,728,0
3zx2bk4m8e,2309,4
37ry5rxavn,15720,1
nq66plw6w3,38295,1
3oyqq7ap9e,1914,0
37xagzqpvn,91,0
l34grdzwj3,4385,10
nb4kp2zdxe,1997,3
g385kyzv53,3613,1
e527bva5oe,9726,2
e22qlzxdje,6207,0
3wyowdxvzn,2634,0
ny7mq2akzn,4578,2
3zwa7by663,10025,2
er6vldql9e,1080,1
3j2p5zrvoe,357,3
nvb6rv98q3,19175,1
3wozp2kxye,9427,1
nykjr9rrg3,356,0
3a859aoqme,1643,0
34p85oo4k3,173,25
nq6mmvwpk3,1083,0
3pyryyz8z3,4103,4
83w962pbxe,5504,0
3obdr749gn,7402,2
3zzgyr7z83,6625,0
36vbbmgoke,1648,3
83zx522v7e,1458,40
3lb5zr7kbn,3561,0
ny7z886lgn,140,20
3799rym7pn,837,1
3xakxj5zxe,17623,1
er6br6x2le,16332,0
4e5b9d9vge,1035,1
39wyod4kgn,9275,1
3xl5jbkbx3,227,1
3wld8j52qe,4443,1
3wyyym6yqn,122,189
34pjqd88y3,33291,0
3xrlr66243,4612,0
3xo2x2k4l3,7719,0
3xroybl9l3,6602,3
ek7krboa53,7635,3
ny4bk2jlyn,936,0
3zk69v7vw3,2605,2
ed8vk2ardn,11195,11
nvrrgamdje,755,25
34bbd49z4e,3059,0
ngbgppa9r3,3121,1
nv9mzmlabe,990,4
3azg2wlmme,1182,2
ekz8kxmb4e,1240,1
nvkwajqyx3,3666,0
nmzml2a9k3,15009,0
3lx594qpy3,4868,0
3a7lprjz83,2064,0
3woymgjpze,2389,11
erdjdz4j7n,646,0
3lbp22a4bn,6066,8
3l6q76plo3,424,2
edz2j6ga2n,9057,1
erq9m2bv83,1556,0
36p5x2laoe,3992,0
e5zzo2jkge,1025,0
nyyjj8qmzn,9290,1
3zxqozxz8e,8203,3
3wa6qvl8bn,1501,1
ergwrq4d7n,926,1
nm4kdmdqxn,522,1
39gw9vy6de,337,8
3l8m8pamzn,1631,3
e22kddm6ke,2771,5
369zk5xl83,2640,2
37rpd86opn,26277,0
nvvgarjj2n,3494,1
wnbwoj8mxn,11199,1
3pxa5dglzn,1035,1
e52y6powoe,9897,1
ekolx92w4n,4625,15
37xgz82d9n,861,4
3zdoa4j46n,1581,0
3w47mb89xn,14577,0
37abbakbx3,40664,16
34qdgxq64e,1551,1
e2j2kj7a63,17528,1
nbaqbrkame,1373,0
342gr6wjpe,2885,1
nm2a7pdwx3,7623,0
x3adw5po73,1279,2
nbdo9vy72e,1609,3
3lb79d87yn,1706,0
3xaaz5lbde,866,0
3p2al476ke,3604,0
3pkqy7r49e,9627,2
nq2olakjon,583,1
nvoxavrbqe,10805,6
38mdal824n,995,2
382kzq5qo3,271,1
e2b2rwogje,4649,4
e5pr4d27o3,9509,0
38d5k2kopn,4845,0
ekolyyybdn,3640,2
erayb5m2jn,5282,6
3loaalyvb3,2002,1
edxp8m6jg3,2443,1
39l54orjg3,991,1
3obgbxbkyn,6053,0
3664wpgrj3,4771,1
3lbdpj8von,9089,1
3ol5gdzrg3,6408,2
34q5aagdje,2251,8
e2myrd4973,12732,4
e5pblqdxg3,14327,1
ek79299m23,1893,0
nm2qbgm7v3,4973,3
3j68oqpb9n,839,0
ny7kobr9ln,33624,1
3zga6jxg7n,4007,0
nydwaza6zn,5937,0
eko4w266rn,2509,1
xer7zjavln,30601,2
3pgzka2k83,7348,0
3xy9aqdo4e,9226,2
3l8jmaorzn,3047,0
e2avrdyyk3,3435,0
39x97wlo73,392,32
3o44jprkke,1572,0
ngo4d86qve,2263,0
ngqbz4qla3,14469,0
3l249xrjyn,21653,4
ekgwvw98g3,6993,0
39ggm5wpye,19060,2
l34jo2j9j3,2266,1
ng9d2v44re,432,50
3jv8y6o793,2850,9
4e572xywb3,1259,0
nmo9x5l6ke,8995,0
o3pvzdl7z3,23993,1
nqqv4mxlon,5438,1
3okvyxdl6n,9266,1
nql6zjkzz3,15947,0
3xr8pqoj43,6437,0
34xv8aq7yn,1797,0
3a8dq9kgbe,1004,30
3l6ypxrqo3,2687,6
3xzr86dbpn,5405,4
3l2x48yw7n,2602,1
3p74gwpgz3,11481,1
edz7wdxd4n,1075,13
nyxd4gpx9e,3514,1
l34vam48k3,4245,0
nbyw6bzq9e,6279,3
wnmj7yayxn,946,3
nvq8ov2p23,17628,2
375ryoaa9e,2603,0
e2glb9dpj3,1671,2
nqlvb5mzk3,1253,0
ek2ym9go5e,157,21
366ly7yax3,5117,0
3646x89v9e,14277,1
er6wzp2v9e,12541,1
erqqa7y7j3,973,0
nbkwp9mvyn,3370,1
nb6q758p93,2294,2
e5z56xdqoe,448,1
3wkbzqvjm3,4599,4
3j8jbq6moe,7482,0
38v62wja4n,429,4
3o4j9wwkke,2040,0
nqqy4k28mn,20520,0
3zgj9pl7wn,5078,2
nvqgxkvzb3,5438,6
nvrpqzo62e,7055,1
38dx5mpadn,1134,2
m39qydlwbn,10628,0
3wkbad5gz3,799,16
ek9b9a7vrn,40005,1
nq6mvxvlw3,5196,7
eryvw6p6ln,9637,1
3arvgjdymn,3251,20
nq8z9zv8zn,3755,1
36vzddgwke,1231,0
er2pzlo2l3,10318,0
ngllx9m4re,13515,0
nb6or8d9a3,389,4
edy7dayrge,3161,0
ergvzqym7n,240,1
3xqo2zopkn,12203,1
e5zyrj2j4e,95,23
362p529wjn,32637,2
3a529rgw7e,12195,2
3paqbzwmg3,1065,0
3a5g2kjm7e,49,10
3o8pml8l6n,2201,2
37rklrd7xn,5168,1
38jbwbka4n,1822,0
nyqq8qjv93,1425,1
er5lbjp993,1165,1
36ykx2x69e,2016,1
wnb47g6yme,822,1
3a9pmk6v7n,28159,1
39xj6jvkd3,11164,1
e2dk424jj3,20185,0
l3478lzdj3,356,0
375kv8x69e,14490,1
e2455mvod3,1241,12
e2b22lyaae,5473,1
e2jz4pd7d3,1497,2
er5po22v93,18620,1
ek9p79lxrn,36087,1
3lmwy549oe,4321,0
3zrbm9gpwe,1080,10
er42q2lj7n,809,4
e22yl5p4ke,1864,20
3ay8vb9xm3,2784,2
3xap5qxkde,1634,2
3pam7q8kk3,9854,1
l34mjj6dp3,1075,0
nqd77z5d6e,1292,22
346g54bwkn,10017,3
3xlmr6pbk3,591,3
nqag5zrpze,19004,0
ek48badld3,4849,0
3wopo79dqe,5888,1
3xxk99b4x3,2353,0
3zrvx2gq7e,7949,0
3jv5v7gp93,3645,1
39l4dk56p3,7246,2
3a8okaxvde,3785,4
nbv5qg5p2e,2858,4
z37z4zmqwe,947,0
e2jggzg5a3,3129,1
xerq5qwgj3,896,1
nm4dw4mavn,6463,0
ng9kpg57pe,303,0
edqxr7mxdn,1490,0
3wov9695be,3257,2
nvqjo5gxp3,7824,4
e5pj7p25g3,4939,0
e2mk6xxl73,34967,1
63xvx7qjle,2566,3
nvoz2owwje,17672,0
ery9am957n,6488,1
3l2vrgppon,24289,1
ngvarlqran,2514,0
3465zpprkn,6191,1
er2q5lza73,7576,3
3lxkdq5d73,2136,1
nv9lljozje,4078,0
3l8rmlg2on,4995,0
3wl64bo7xe,336,1
364qwjbwxe,14497,1
3pl2d7wykn,10400,1
nm8xwjavd3,27768,1
3wv9yro9bn,1728,2
3xv4kv7rle,2174,0
3wvqb4avxn,1675,3
nvpw2ggdjn,1650,0
edkqwjy8gn,1037,3
e2brzgk2de,1022,0
3882gorm53,3899,4
3axwpxpgvn,3284,2
ng8b6mwap3,980,1
3x6mb5pkd3,18419,1
e5vkj8brg3,865,2
ergbqj4w8n,2870,1
3az2v5o4ve,1866,1
er6z5ymx9e,3766,3
nm4qvaydjn,2725,3
3lmblgmaze,68842,0
er55zd4dl3,17041,2
362kbj4p8n,34876,0
3j2bl2mj6e,2280,2
83wr6288ye,55811,1
3arj2ly7dn,34345,9
nmzlxqjmx3,856,1
ng9waa7vve,15109,1
rnql7gkd63,13637,0
374558rrx3,4504,0
e245kbvj63,980,0
e57vz5plb3,1476,2
e5zaam67oe,1597,1
3jl6gawo9n,1899,2
39b5k7xdgn,2069,0
3wl8vzaxxe,2866,0
34585rxwye,336,2
3jxyow7pwn,846,5
365v7qpj8n,673,0
3j299podxe,10560,0
34574vl6ye,567,0
er6dj6y95e,13868,2
39ry2v5pb3,3570,1
345wga5zpe,11650,0
3wod2o7aqe,8008,2
nq27l9kgwn,7125,0
83w28xrbb3,7863,1
e25xkv626e,3806,2
39wv5z7ydn,1772,13
ed7vob6wwe,7372,0
34qk6r5kke,2068,2
374m5lmdp3,2798,0
nmkklo65x3,3414,0
375boqovje,9433,0
nbkkwr49mn,8933,0
3pkapd8a8e,151,0
39wk2ov4bn,1184,8
x36kyxlwjn,7576,0
3oy7yzrpke,1112,2
g3826xa4j3,2208,0
3lp7kb2p7e,1771,20
nga4rq7mvn,6772,1
ny48l644ln,1376,2
e2bd998qje,571,2
3za2zdx9wn,12964,0
er7669xo8n,957,0
e242526q73,12663,4
ekz2amlp2e,1404,2
39lkjxp8d3,6331,3
3zdk7xq68n,8853,0
ek8mrjrj2e,3764,1
38d4gjvzdn,1887,0
e55g8x5p4e,13153,1
e5ppgp84o3,16894,12
nmk9lyv6x3,1626,22
nvqj488qp3,4326,0
nvkwj7ykp3,3990,1
3aqo5g68ve,3764,0
nboxx74py3,2088,1
3l85kqbm7n,1215,2
e5pkbjbj93,4782,1
3l6mmm9az3,1042,0
3xx7jvmpk3,6307,1
3azlbl4jme,1522,0
37x2l59gxn,2229,1
ed7m7b5a4e,22181,2
nb6ga9aw93,2907,0
83z2xwdjj3,11065,1
36294zdlxn,4147,1
368jokyyxn,1462,9
