"sku","cost_price","Montreal"
e59b6bd8bn,931,0
3755wo7bje,458,18
3jx2v962xn,18298,1
e5z25w9qoe,1159,1
34bv2kz2pe,24021,0
34xo6z6w4n,1124,0
3aqzrzlmve,527,0
nyaror9k9n,25689,0
3lpjropvze,217,94
nbvmp6a99e,492,0
nya84xazdn,1658,0
nvrvyw7qbe,2043,1
368qa5jk8n,400,4
ek999gaxrn,16995,2
edxaoxkqw3,5005,0
nb742qjdxe,1925,4
37omamgzxn,946,0
3p7qm5zqk3,15022,2
3w7lrbw2qn,5215,0
rnql9v9463,888,0
3lodpxv4y3,2678,10
nvo75m5mbe,4335,0
nvpor2ww2n,16311,0
3aqrgkd4me,1456,1
38xbljgy4e,15124,0
ergq6zz67n,11699,0
3jxzllpg6n,4973,0
3lalk4mdbe,1106,3
3wkagqw9m3,3792,1
394wozwjde,4940,1
369vgzo7x3,2475,4
nb8mwx7z2n,30009,1
j3jma6l763,18680,0
3ax8zlmlbn,6098,1
372w5oq6ve,347,10
nbdyy5669e,14061,0
erbzgp5a73,2130,0
nqqv7y5bzn,122,121
nv95obb4xe,6328,1
nq6lwwx863,7542,0
3j7a4d4pw3,4309,2
nqd56486ze,23284,1
3zkjdzgxj3,6890,0
3zzk6ogz83,3322,0
38xyook5pe,4625,0
3zxazp4dwe,1504,1
23l7my22ze,37647,0
e2apw6qqk3,705,2
34bo6olzke,3656,1
er5lojvk73,49092,1
nbvlg4pw2e,2973,1
edogpa8p23,8193,0
3a7jwq2od3,2336,2
36vm2kbkxe,9938,0
e5zlk5ovge,9072,3
3ar5lxa5mn,646,1
3x62mppmx3,1051,2
73obbl6v6n,1895,1
nvqvlw8vq3,14968,2
er2r5qggj3,752,0
ng86kd86v3,1204,0
eddlw6xage,8008,1
nmoozpbp9e,2298,0
379652rgwn,10689,0
34q69o7zme,4479,5
3lop2qvkd3,20367,1
3w44q8rjxn,65083,0
nmrd9mvyke,10553,1
3j75xg82x3,1670,0
39jbz9lp7e,818,0
83wvl8wjqn,3028,1
nvyljb7oxn,7401,0
3a7rpxpzb3,4135,4
3647b2kd9e,1056,30
362avl5g9n,1927,1
346yolgkmn,1328,0
3498rb5v4n,6475,1
37rk2xx69n,5979,0
edqmlw2ozn,11328,0
38wr7vlz43,8302,1
nvoo6rgzpe,3358,2
3xvzxr4z4e,2176,8
3xdorqkw4e,1584,0
er275pdqj3,246,0
nmm8y885kn,2029,0
38j28oym4n,7149,0
3l7drmrj7e,1031,9
erqzwr8p73,626,40
nb7vzl9rye,6098,0
3p2xv77xge,2628,8
3xormqrax3,6153,1
edxmdjyz23,1944,8
36vra5rrje,584,1
o3pxbm56gn,6571,0
e2mdbw5973,4520,0
3ayqgkak73,1409,1
nm4y6mvkdn,514,5
3wxwz9l9ze,4150,0
394gp2q9ge,370,0
e2aq7b9pk3,6534,1
3ary66vv7n,69585,1
3w7qlwwobn,335,0
nm9jo7p79e,3404,1
3j7dp8bbx3,6993,1
nq2k9z826n,827,14
ek2w8q5z5e,7125,10
2nyz5225z3,3320,0
3j89km7o6e,37235,1
3ax7zo4v8n,2123,4
nb4qk25bxe,19856,0
3l6wlxmzb3,4744,0
3wyrzb6dqn,21583,1
3j7km7b5o3,5347,0
ek4og672r3,6180,0
e2vdb9k4a3,5736,1
e2bz9b8qde,338,2
36p6q8vm8e,1179,1
39woy28rdn,12955,0
364dpko6xe,1209,0
z376z2y6vn,8722,3
39wxm9vqpn,13361,0
nba752o9ae,1075,2
nqakqgadke,545,8
nydoybdwln,2310,0
3azy6v7yde,2388,1
3lpw48y5de,10475,2
nbmadzvrme,3617,0
nqavqzdgme,7035,0
3lxoxj2ay3,21428,0
34qzpbkjye,10248,1
382bzqdjj3,4552,1
365kbv5gon,1572,2
ngq9pddxv3,16509,0
nmm5o8l8jn,5101,0
l34ypzb6y3,5775,1
nv4obkl8pn,6318,2
er5rlkaa73,12348,0
3oyo58zwze,4795,3
3pav896bz3,1786,2
er428amd9n,1116,0
ed8og2ragn,18034,1
3x6l8y5g43,2791,0
39x7dlb273,990,0
nq2jrq2qon,1585,4
63x4kv574e,1996,0
3jzgvg2moe,1468,0
ng68rbobre,1254,2
3pgkp59vz3,971,3
e2ax2pax63,3128,0
73oyx6a4ye,2484,1
eryrg8zl9n,3589,0
37r85r82wn,2998,0
63xy2g4m4e,299,10
ng8yaxkxv3,2486,2
3lmzbxa7ye,15827,0
ekb447rk5e,2811,2
nyd2vorvzn,2632,0
nvkqzjxo23,3487,2
3a9x7659mn,44777,3
3lml666abe,1629,0
3452gl52je,14135,1
3lblzwdobn,6980,1
3o8qbw88yn,15773,0
3xr5w62rp3,1223,0
3l22wjqlzn,34361,1
3jq2a7qrpe,9174,1
3l6o9ppvo3,3506,1
ek8xjw8dde,6183,0
er65q8b75e,10517,2
ekq2advrge,2714,0
3xqmygqv4n,4397,0
34gy654qp3,1395,6
4e5bk2j64e,1242,0
3wyz6x55zn,334,1
ng9zgkd8re,2541,9
3wwp96vxq3,2760,3
ek2r9k4mre,1886,8
nvv6wd25pn,5399,0
edobaowp23,7244,1
ngljpd5qae,5345,0
3pxy7796bn,2517,0
er7pg2j65n,2667,0
3lbj6wa4on,7311,2
m398jdj4bn,5004,4
ekgv645923,586,1
3zp6wlvrjn,2428,6
ek44jg7253,6377,4
3lo8r6gjd3,3190,0
nyro2q6xze,31027,0
3lba4gz4yn,3566,2
3lmvagdwze,2890,1
34b4lrolme,9926,0
e2bzr2m5ke,10369,3
38k7lg62j3,2462,1
nmomdzp4je,2679,1
3p27x7azbe,4798,8
ek49744w23,1172,1
e52qj8pabe,3212,0
3o4rjvv66e,2212,5
3ozp5zoa6n,4036,3
38w2xra5o3,627,67
nqqm6rylzn,9598,0
37vwrzbdj3,7371,13
nm47979q9n,1535,281
9ekm4rr843,12205,0
38kg84obo3,1485,2
er6d4mbzje,732,1
nm8b25yo93,1044,4
366ppmxk83,11413,0
3lb8w49byn,731,22
372wb4o7je,1642,4
e22ydk4a6e,1806,10
nv4y9pplbn,23323,1
38maz8x6dn,8686,0
qe2a8pwgd3,8627,0
ek74m5bpg3,3992,24
nbmkmzb4me,564,1
ekbrdz9d2e,1226,1
34j2wo7wp3,1338,0
3pxrvmjmbn,13263,1
edo2przod3,990,13
nmz5wkrjk3,710,0
36vm592oxe,1161,0
nykz22rr93,4455,1
ery2qzqd9n,4041,0
3wv27962yn,23982,1
3o2wp7mkzn,527,11
3py2y886k3,1399,2
ergw7jx65n,1608,1
nyqrzl5y93,1009,18
nm9gll7p9e,1526,2
3lpgqx8mye,3020,2
4ngqpajvb3,1401,2
erdaxxr9jn,1719,1
ek427kgyg3,659,8
3p7g4odg93,1308,0
edxldgwqw3,1404,1
ng8lbja7p3,18155,0
ngvyjdwyan,2152,0
3wxlp9gqze,3964,3
nql7wjm2k3,2690,0
nqavgqkxke,2249,1
4e5ojkzqgn,1535,1
3a574dzwbe,7520,0
nb6adwz7y3,3928,1
3lxmdpdgb3,2398,10
3xdx52qxle,8468,1
nmqo25x5d3,912,0
3ax546p4dn,6717,1
3zwmlbzx43,1760,0
3zz27z6643,3197,6
3l7vqy4rde,6219,1
erav76mqln,4199,1
ngl54pm2pe,2190,6
nmrgboqrve,2949,2
3jm75a2r93,34150,2
edxll8gvw3,45209,1
ekqgplg7de,1769,1
e5voxll9g3,2036,1
pedrl969z3,382,1
ekz8vpy82e,1725,1
erbjkyoaj3,2771,4
3xyy7dqpde,321,1
3zr465pr8e,1528,4
nqzqkazmzn,9597,1
nqy85g9w6e,8734,0
36p4yl4poe,13103,2
nmq2bramx3,1272,3
ek8v5qd22e,762,1
39lz4r4673,133,2
edyxo5glde,2489,49
edgzw9x92e,1441,2
nv96vbb5pe,4088,0
3xykmxraxe,5613,1
ek7d784jd3,6542,0
nvo2gvvpje,89,4
nmdq8azdjn,16609,0
3pkvqqy9ge,8696,5
nm2pz86yv3,6186,0
3arr8rgp7n,2811,1
3o8247wbgn,1607,25
ek2v7r8b2e,1743,4
3zag7qq7wn,3173,1
e2gz6rbva3,3268,1
3zd8d6ql7n,4366,0
x3a4m2km73,2567,1
nbvpak48ye,1683,0
38k8rmbad3,10319,0
34pordw943,12754,0
ek7q85wp23,2130,0
3wwl2yvwx3,11971,16
e2bg8z6m7e,2150,2
3824m55zo3,269,0
nmdklvg6kn,804,2
3oyzg68z6e,8159,2
3j66gxpp6n,966,20
ekopb9o54n,634,21
nvrd595ybe,5385,2
37xqw8q7vn,11233,0
ekq2vygz4e,5251,4
e2vj4qm4d3,28685,0
3l6p2za2o3,2533,0
xerydq8l8n,1423,1
nbopb877x3,865,0
38k758w6j3,3942,1
er7gggywjn,7195,1
ed8zammogn,15459,0
34xlx79vyn,2127,1
3xxp82qdx3,1212,2
342dx74wje,1340,1
83w5bdbmb3,345,0
37mg27b293,3784,7
83w485j7qn,900,1
nv9g9ajr2e,15000,0
3xaa2x2xpe,1673,1
37rvyrpjvn,7880,0
38dywrqbdn,8203,0
3zzx6v4lj3,9433,0
nm2rxvppk3,163,22
3jvmoov9x3,559,4
nv9yo246qe,654,3
3wwkg25xm3,7678,0
ek7oa5q7r3,12331,1
38w2wk2g53,1810,0
3olmz8mr63,5343,38
x3ap27q4v3,4202,0
nbvvog58me,956,4
e5mz2awqb3,1350,0
er25zmgx83,2569,0
nq8xo9doon,30091,3
er6rmj6mle,1563,3
e22a9lkrde,1047,3
38mqm5mjjn,9474,1
edxxx9p743,2161,0
3lpg9ryz7e,21966,5
34gm6ylpm3,4389,0
nvyzzk5yjn,11308,0
37xk5ooqpn,2058,0
3wogbk4lze,2592,0
nbad2zp7xe,1847,60
3p2alq5vke,3077,0
nyaq7gk4dn,513,22
34bwr7q5me,3013,40
3zz9xjq973,9064,1
4e5mkrq5o3,1851,1
3xygr7xlle,6435,0
x36x2olxj3,4708,0
nmqz9xj9x3,2723,3
ek4xxmgor3,3875,0
nyd977awzn,1693,10
ek4dordor3,494,1
nvp688dkxn,5611,4
346pmj9vkn,162,0
3w7xqy72bn,7542,2
e57pokbyb3,931,10
e25ybjzmje,6872,3
3l6py9rgz3,3214,1
z37xjj52vn,3903,0
erqpqv2d53,1597,1
3jvzqo6k93,11247,0
3aypzm9ld3,15550,1
38xbj49loe,977,4
nmokmz4pve,6123,0
3aqag47qde,1553,0
erbqo86rj3,6153,1
ekomzpwarn,15407,0
3lx742w7z3,10342,1
x362gxo58n,17380,1
e52r7l2aoe,4387,3
39zkj5gabn,2884,17
345kywjdpe,95,8
39g5r7rxye,9220,0
ekyqm4jm43,1442,0
nv45k67wbn,6814,1
3zr4j9z57e,805,117
er64xgwz5e,23732,0
3x6a5oxop3,3451,4
3x6r6gkk43,594,1810
3a8r9wd4de,1082,1
36vlbgryje,1724,0
3xx9dvq6k3,1659,5
3ozljll4yn,17538,1
e5pj9vgwo3,356,3
nqylk765ze,933,1
3pxv9g9g9n,2876,0
ng6oy66lbe,103,55
3pqjxjaoze,2667,0
379owp5mpn,1916,3
38wvbwq9p3,13391,1
ekgwy8x2d3,1736,1
ngg6mo6gan,7905,3
nbv9a8q8xe,32226,1
nb4bqxqxae,5566,14
nyagxbazzn,4712,1
346qzyoa4n,45969,2
erqy6p8b93,2239,5
3papyvywz3,502,35
3j6gjjww6n,3916,1
3wk5abbzq3,8794,1
3a8apkjgve,11637,1
nbkq7gqkyn,13528,4
367r4xr9oe,5012,0
ny47b6qogn,1944,6
nm254b8893,1169,2
nggjk5mprn,631,1
wnm8pz29k3,4887,0
34xylv6b4n,2946,18
384xwk67on,1568,0
3a9abjodvn,12415,1
nb8qzwlgyn,499,40
3pqz87ayke,3921,133
e2g6522pa3,3234,2
rnqyjv5d6e,10327,1
345pl2mxye,1045,1
ngl56vgqae,6558,1
38zzzbo2o3,8034,1
367x8dkaxe,14640,1
ngqwrvm9p3,529,4
3okap296gn,24038,0
erdk8xr67n,10871,1
38vz7l5kon,15088,0
e5l57ajzbn,4582,1
39gm4xlb7e,1556,12
3jz2w5q6oe,711,1
er68qjlm5e,7079,0
edobqwa8w3,367,0
3w74rxpayn,1601,13
3axm2xwq7n,3170,15
3wky656qm3,847,1
3orvlppzy3,12166,2
3jqqpmoppe,10634,0
e57d8rjko3,1281,2
3woqpq6rqe,3752,0
39zz7gqj7n,10677,1
3xawj6xdxe,2381,2
3a8mjbp27e,168,0
nmzzxo5mj3,1866,4
nmqraz8bj3,1574,1
37x8obmqjn,1430,0
3loogk67b3,8153,0
3lxz2xrvo3,1308,0
e225w87zje,5923,1
3o4ykrjvge,7658,182
3zzvgo2g73,9531,3
3lmzowjjze,5146,1
3lxmxq2573,1300,3
37mav49693,1570,5
369yjxxwk3,18735,0
ngg2vqr5zn,10225,1
er2bmr6773,1842,2
83wbdwrby3,5559,0
ngqdxojob3,669,5
3zx6dj976e,5613,3
wnbbajolan,1429,1
nq24rrwdon,11733,0
ng69joorve,4749,0
nqybrj7wme,1955,2
e5mdkkz4b3,4653,0
nyxwlax7de,2540,1
3zkrpbdx63,14129,0
e22aozv9ke,3492,2
ed8j4gp22n,495,28
nqywybzwze,4012,0
e2jkrr6pa3,23127,0
ngvm4jwpzn,31661,1
ek9woakmrn,1158,1
e5mbqogd93,1346,1
39j7wwogbe,3205,2
erdw7oxaln,3999,2
nmry2xwyde,80910,0
3xoowmo6d3,706,5
ek4pgda8d3,15908,0
38voq5yzon,2551,0
nm4gqyrajn,9698,0
3xla8pzv43,13013,0
nb8gwkd8xn,10425,7
nmz7pxlkv3,7640,0
nga966a9pn,2269,0
nm8l7ykzk3,14558,17
ngvbp27aan,9981,1
er2g2j5853,5471,1
er7746ox8n,971,0
wnbrjrjbx3,3673,1
3aqz89888e,2003,12
nbmdwgorxe,1016,24
nyqkxkx4l3,2182,1
3xqdpwjvln,7374,0
3ww8q74vx3,751,0
34kk648yme,6020,0
37v4vord93,4071,2
nyygrpvqzn,2398,1
nbvwppaz2e,13810,2
3x6wp6k5l3,2573,0
x3akyz5wbe,43,9
edxjr4gz43,1250,86
pedkxvvmzn,3045,0
nbyj5gjwxe,12383,0
396wjgdyd3,1704,2
nyka2xyjg3,8503,5
e57l62gbb3,7115,2
qnv6yg4xpe,4118,2
38vz29655n,14311,0
ekb77zxmge,6734,2
nmrj5rq69e,2686,0
j3j6mqx46n,716,7
ng9yja75be,21128,1
edo8y8pxd3,619,8
er5l769o73,16851,1
83zlgbld6e,1941,2
3l67yr8vy3,3606,0
e5zzry5x9e,95,0
nyrkrjw4ze,8008,3
er22obm693,2939,2
3zlyzmyx8e,837,0
nv925bqxqe,10239,2
m39zlb4ryn,16453,0
38wpdl7wo3,2631,17
er46llyq8n,4725,1
38m84wz24n,15629,0
3l8r65oyyn,8792,0
3alw6jxkbn,3561,2
pedjyy2b4e,4851,0
nb8yrp8qmn,9692,1
4ngl9x6pbe,1494,2
er5rgvd473,21168,5
3wvb6v7zxn,783,0
er7d5b848n,1554,2
qnvpjmavpn,4127,0
nb724wvlxe,40143,0
3lrmx7q7b3,1507,0
23lv657pde,814,4
3jvkyl95w3,2615,4
3pgjmdl2g3,1355,0
edz6ajl5dn,927,1
e24o4dx4j3,72550,1
edql52lzzn,164,1
nmoyb2aq9e,5406,2
e5mgk7zwb3,7978,4
nq6j5l2az3,1228,1
rnqq8rjgkn,5493,2
ngggmkgjbn,4507,1
nyxrwy2y9e,11866,0
nvp8xl4xjn,8020,0
34p7kkxgm3,1472,2
ngbrzqgaa3,661,0
nvq5r2l7q3,1369,0
3azadawpme,17652,0
3jmkbv5lx3,2994,3
ny4wrll4yn,4123,0
ngo2grlape,5655,0
37rxwdga9n,7576,2
nvp99a7lqn,1101,16
3xqarvqpxn,6484,0
erdoykmo7n,4350,4
nm88jb2zd3,7156,0
3xld4q7lp3,2771,0
3o8l6o8bkn,1443,1
34xw67mrkn,177,3
3lxlzrqxz3,3543,1
3z7y25qv7n,5247,0
e22qk4v8de,6876,1
l3466qyojn,5254,2
63xdx7am4e,930,4
3a8ay5ym7e,5536,1
3xokdjd2p3,1197,1
3orzbrjrk3,15436,2
34kavab44e,1536,11
3jmmmqkz63,176,132
34kw5pympe,1743,1
3l7gaj9qye,10635,1
3pyrrw6og3,17448,0
366vk6v4o3,6423,1
345jw5d6ke,13676,1
3loj89b5y3,195,2
3zxdzrb8je,10555,0
xerp468o5n,1466,1
3j8yzavlxe,13518,0
3okj8v7pyn,16163,0
nm2lr2gyk3,10306,0
ek77jb5723,1021,0
83z88dpdj3,89,4
39b6ook2gn,1232,2
nq675q2pk3,2217,1
edxlw6d9w3,1591,2
er24274983,1552,1
83zmqk42wn,1641,0
3a7vb84dm3,6478,0
3jmyxmd8w3,1737,2
j3jwwbzv6e,6454,0
3wxzy8yrme,5576,16
ny45r28zzn,816,87
nyaolbzzln,7706,0
3lp67yyode,4558,0
e5gdqwaq93,19003,2
nybpdkgzg3,3971,0
3j725mo2o3,825,11
3lp8mm9mze,7021,6
3oyj4wykge,10504,1
nbvkra96ye,5324,82
34qyj6voye,7933,0
nyb6vg6xl3,10336,2
ekookglkrn,5408,1
ngqy4pm4b3,3662,1
34jaxbjbj3,432,290
3l2olyq9yn,4294,0
ek2jawzy4e,3715,2
nvb426a823,1666,3
3969g5jwd3,3670,0
nydgmrzk9n,4656,0
er5k8z2973,3088,0
nb7rwvxaye,18767,0
nvvw6qqoxn,3238,0
37556r8gpe,5634,0
eraxzm997n,2215,1
3w72a4byxn,1939,0
nvr7jxkzqe,11069,1
3p7ydkgz93,2700,0
3lomq4xpz3,10195,0
nmogzlbpve,1457,5
nmmm2ml9kn,17228,0
3jz6kk4m6e,5382,0
3zgm87yo8n,968,16
3p2kv9p98e,4027,0
nm88xgoq93,7571,3
39g7pbbwpe,1508,6
nb8pvyvjxn,1099,38
366drbg693,3313,2
4e5z6rz94e,5065,1
3622ldvz9n,842,0
nglx2ylkbe,34686,0
nyxrvo47de,3462,4
365d4o548n,12484,45
o3ppo8x8k3,636,0
e52azy7rbe,5551,0
nq2kdmvwon,427,0
3pg6y2ydz3,1867,1
edo8go88d3,1877,1
ngo9woplae,5111,0
wnbdrbrzxe,18651,1
ek27vplx2e,2862,10
3j8a92d7we,1413,5
3j25r2arxe,1340,2
3zdgz2wv6n,951,1
39lval2wb3,1227,0
eddy6o244e,3626,1
3jv9adjyw3,896,3
3orpxq7xg3,577,11
63xldzrgk3,10819,4
3olbgzmrk3,3559,0
ng6p7kymre,363,0
394pxlmmpe,698,0
nybxyg4bz3,3199,0
nyd5moj4ln,7576,0
34k7zaq7je,7274,0
3792dmwmpn,3108,22
e52wj9bk4e,8823,1
3zgqprgmwn,1404,0
e2o4gw8vkn,4500,0
edyx4p464e,20091,1
nyr2dlr7le,968,16
3l6gdzjvy3,29235,1
37vrgg6gx3,12098,0
wnbo2ad5a3,2489,0
ek9oxg782n,6153,4
nmdqddy49n,8636,1
34gl92g9k3,5894,1
38zjp8blj3,2831,0
37vvd529j3,1997,1
3xz4jvb6ln,1437,5
3pyj8aqmg3,4214,3
e22dx784de,8287,0
ek856m5yge,753,1
e2bwqr7j7e,4616,2
4e56gr2v4n,673,3
3p226kxvke,17536,2
nbk7jrvzxn,17099,1
e2gwdxglk3,7510,0
3opoqdapke,7307,0
3aym54kk73,7853,0
3xy6d4w9xe,9031,0
ngvj2mmban,10667,1
nykxdl55g3,678,2
nyylo6j8yn,1836,0
36y2ylr59e,1085,2
3a8qkzz57e,673,6
39zgrv9ggn,3835,1
ekb9b4q6de,1083,1
nqdb6r6mze,1363,3
nmobk74rje,6003,0
3xrvgj2ql3,1380,19
edzr45jggn,1542,1
nvzzzpwrp3,934,1
nvolw59lpe,902,0
9ek2byyx4e,265,22
e5glvpzqb3,3779,2
3lo2y9p9b3,1166,5
39wxj42wyn,13017,2
qe2ob4kgkn,7957,1
nykgwyqql3,1611,3
34bkmp6qke,1566,1
ngorpoqvae,7535,3
3aq9moayve,1409,5
edoj66vmg3,8393,5
37rov8qlvn,2104,1
nvolwrak2e,1354,3
3zz2d9bk73,32395,1
39jlwllgge,24828,0
e22xvjxkde,873,14
3wxvdy55qe,772,4
39x4vm9pb3,1077,0
3xzp4y2axn,7156,2
3jm4gy59x3,3635,0
38djmprdon,904,11
l34wqm9bme,2530,1
39zxovqmgn,6310,0
e2dmldl773,1579,1
ek89pzz6de,672,3
368odbp5xn,1216,0
nq62wam8k3,1000,0
3962pklbg3,9647,7
3z7bdxgywn,2387,0
e2v77opgj3,12179,3
nbmjagbm2e,758,41
3wk582qlb3,1109,1
36v7b2rroe,5993,3
39w2gv9qdn,10229,0
nyrajvjyde,1363,3
nq8rq27bon,3351,1
362po26jjn,1919,2
3l8l6v4zyn,7987,1
3jzvoxyw9e,2793,2
ek4v694dd3,4461,9
ek7ryqj423,1302,1
3wvz8wl9xn,968,16
eddvp989we,12556,1
ek7wpvld43,947,1
4ngkpwz2v3,13676,1
3zzxja7kw3,5490,6
nyy2zzzvyn,3567,0
2nylvlrkle,2020,1
73oq8gbvyn,8338,3
382x5pkxo3,10880,0
3okq5bw5zn,4706,0
erbz8y9vl3,4002,0
eddx6y28ge,4939,0
38kkpvwjj3,3838,8
ek8y266l2e,1485,7
3846pjq7dn,10366,1
3jmqg24rw3,2706,5
3aqr7a5p7e,2759,0
j3jwwzjppe,8326,4
39zg5wgxgn,2924,6
346a5y97yn,2206,25
3ob8x7dvgn,1182,8
2nywkgv5l3,2255,3
3657dvxd8n,4487,0
e2a76d9r73,4388,0
384go8xvon,4190,97
e5z6o9jdge,2250,1
ek8p47w2de,1372,20
3armz2qdmn,8043,2
nmmoyl8bjn,725,21
38xj4p4a5e,5167,0
nmogw686je,6012,0
nybl5wrpl3,15480,1
nmoov7kaxe,12852,1
era864mg9n,1507,0
ek7qgx22g3,221,2
nyrx5a42ge,3110,50
3lrxpjjdb3,1242,0
e5g7qwd7b3,28283,1
3ar2aap5vn,3632,2
edovwwomw3,10071,0
nqq44j9mon,5910,1
3zlowrg27e,3281,1
e5mvw7brb3,686,0
37o5pvmyxn,4297,2
3a7ybywzd3,3001,0
edqx48o54n,3556,1
34pqxzyym3,6020,1
nmzr9wg893,47411,0
3pql68pbke,325,4
3jmr2woaw3,6037,16
nbmarpa2ae,20930,1
eko6kqjadn,799,3
3xrd5kllp3,8008,1
nbmg95jwae,496,0
37b8rkmppe,16483,3
e55gm6p6ge,4777,1
3a5rbgjp7e,7145,1
m39dxjd2ge,4182,1
3pagplzk83,3066,2
ng62d6k7ae,3788,12
nmo6r62aje,2763,0
edkmyrlgdn,1264,1
39wzm8qbdn,12686,0
nqylxx2k6e,2932,0
3wloy72aze,1252,1
382mpmap43,1984,4
e2o44xqpkn,853,0
ek8v8zx2re,3324,0
3lo6oxyby3,1025,4
nyxbapw99e,26757,1
3zdkjz5y7n,2229,1
34klo2o5pe,5962,2
e24r7bbvk3,7599,1
x36axl99ke,2594,1
349k5798kn,730,2
3xqlk6rzpn,797,0
36p62goq8e,7933,2
e2amylpld3,4581,0
3wk69pdjm3,6220,1
37r2886bvn,568,105
ngqxm8orr3,1497,0
3pkxod2j9e,4081,1
ny7zgbwrdn,1339,4
3j6q74aw9n,1795,1
nbk6k2g49n,5138,4
e24zr8qy73,1766,2
nq8d2jwvon,957,1
nvqagmmqp3,4744,0
ed8jlqzqdn,454,1
nmmrmp7lxn,4426,1
nmqwqj8493,4981,2
3pywxq5pb3,1338,1
e5v2b4yor3,8826,0
nqyyqr7o6e,744,2
wnm6qoj6de,1526,4
73o76pz49e,3637,0
eddkox2rge,56717,1
edzym2qwwn,6106,0
qe2dmbyqk3,29913,1
3wqdp2moq3,505,1
9ek9rgjm4n,3093,0
3a5b4r88de,3069,15
g38qa9lap3,1161,0
e579lblqr3,4506,1
3zzyr8vd73,7843,8
38z2gg7ld3,5850,1
l34xj8p2pn,14971,1
73og52ok9e,37087,1
e2goqmdwj3,814,1
nvoxmldabe,7866,0
nqd4m28ywe,3369,2
nv45voxd2n,4708,11
3xqv6d4bln,5560,0
edkzj4yd4n,966,5
3oyq67xqge,3108,0
nyryxyyvle,2881,1
nyqo448bl3,1188,0
34gpyzvv43,1848,1
3xrqgdgm43,2163,1
e5vvj4gk93,3196,17
ngv6ky5jbn,2999,11
ekygoypb43,1509,7
34kxx296je,8640,0
346k5zl7jn,3534,9
34k865qk4e,16676,1
nboqdm62x3,966,6
39jk4rodpe,15876,0
e59pzqv79n,6848,0
37ajz44gj3,15887,3
e557rylw9e,667,1
e2vz2ap5j3,29976,0
3j7lqg29w3,1959,2
nmrmwyzjve,1077,1
3pm9dbj6b3,7122,1
379oa8589n,8413,2
er78aovl9n,1238,9
nbovmllxm3,5857,1
3xz8ajbokn,27031,1
3x6qy7b6l3,2055,0
39jqvd9pge,6436,1
3pqr8jzjze,161,12
3z798o9g8n,4073,4
3zam6m8g6n,1275,14
39z4qr9ypn,3288,0
3wozqpx5xe,1174,3
nv4kagvoqn,1709,0
365jmdm8on,566,6
3l8g22jjzn,8489,1
ngawv5jzrn,5613,1
3j8wp48dxe,4809,1
369abxk9x3,833,7
edqgqvbjgn,261,1
2nylym4yze,971,1
ngox4g7vve,31960,1
x36pjpojoe,2091,0
3zwwozzd43,814,0
nmkjyr64v3,14001,0
3ozjxz7wzn,719,0
nvqr42wy23,1696,2
nvo55vbwje,193,32
23lvlj5aye,5444,0
nv4b8dw5qn,577,1
ngg2d6x2pn,880,1
x3a58qdgme,13823,7
39wgxlpmbn,808,0
3xrm6k82x3,4293,1
375bq4aw9e,3433,0
nm9x88v8ve,24247,1
37b9wmarje,2538,4
g3897ov9je,4550,1
394klyrr7e,1904,0
39zvajdqpn,7576,0
o3pdap5p93,1738,0
m3959a8vyn,1609,10
nya55gx2ln,5645,1
nmzgwqpyk3,5999,3
34xl7ywwjn,3327,1
37a7jqx5j3,3348,2
wnb8q94jmn,1582,0
edkbxd6agn,6776,1
nmobxzj9xe,3712,0
379yz8ybjn,21127,1
3oo4avagg3,14745,2
e5gvxwdw43,2447,5
nbob6pjxa3,1416,1
ed8jjk4w2n,1445,2
3p2aqbr2ge,11128,1
3ww2g9bkb3,3582,1
erq84qgy53,423,0
ekbl79w4de,1020,2
nvv9ym2mbn,2362,0
e59o9gy7on,9427,3
nyddg7rx9n,5776,6
39bj4rx5yn,607,155
3axkz7ob7n,296,8
3jm96ja9x3,9081,0
3olvbygd63,3573,1
ngldxbq8be,4481,3
g38wkr4p53,8820,4
38jrwor4on,7973,1
nbam72wmye,1867,1
4e5dlo8qb3,2541,1
ekz4xqdp2e,663,0
e22gyabl6e,14683,0
nydvw944ln,8097,0
nyyqydwj9n,2819,3
3xq4l8ryln,5328,1
nyx4jpzale,13483,2
36vvzldl8e,11427,3
3z7qxw46jn,624,0
3zr5kqobwe,3417,4
nqp8rka7we,1148,2
nqd7rg4rze,1144,0
ed7w744awe,328,6
nq2ajvpgon,3392,0
36849rqljn,1711,4
3py2oovy83,3947,0
ngazl9drzn,339,0
3jzdv7xdxe,25343,0
ng65mrrxve,8062,0
nydpmwkwzn,10716,4
nb47zgjvme,4962,1
ngqdp6gga3,376,7
nyy2m825zn,573,1
nb62kv2g23,8214,0
nm44rwxyxn,3217,0
erd6lqkvjn,913,0
ngoabwj6ve,11593,0
3x6b67gq43,2748,9
34p7vyyzk3,19503,1
346axd5dpn,1899,0
nyk4ggrpy3,10378,0
37xmlx8zjn,7140,0
3olwvovk63,1614,2
qe2bo72dke,3940,1
3xlz5abvx3,175,59
3ok4dxm76n,3371,0
qe2blr4p7e,233,4
e2d4xxvrd3,2929,0
erazmq8p7n,13531,0
o3pwlr7bze,26571,0
3okjqybrgn,532,1
edko2l944n,13081,2
394lay5qpe,9845,0
qe245jlld3,51377,1
nvpxp9jabn,2538,3
g382qdj2o3,14610,1
37mdjoqov3,799,1
