"sku","cost","Montreal"
nvzyza7qp3,563,2
3p7p68g293,3779,6
nyd2a88vdn,13247,2
3a789llq73,22402,0
38k98a4xp3,12208,2
ed8ymyq2zn,23242,2
83wylaklyn,15162,5
nvqybopv23,2459,34
nq2jyzk8zn,6049,6
nmq8j86bx3,123359,1
3or9oybkk3,1289,4
3wwzlyo6y3,4071,1
3a5grmqwme,2753,1
ngamzzrgbn,2099,2
34g7bobl43,6041,1
ekb6yr26ge,2897,2
3axrrv78vn,40761,1
3o4x87zzke,3232,2
ngb69adyb3,86260,1
349jmlx5pn,1977,3
er6874z8je,8504,24
374lb7yz93,1792,23
3wx9zdo9qe,6780,2
2nyao2lwdn,11466,7
nmqbxjmox3,11276,0
63x54ya2ln,1225,1
3xoa4xp6l3,55294,1
384d4mrpon,67200,1
3wk86977y3,37494,4
366apal693,25084,1
ekq48yo65e,45445,0
nb4gzavame,158,0
nq2dm2yq6n,1725,3
e2v9rybb73,221,50
374mjwbdw3,37127,1
x3aaz8r6m3,2168,9
er65mdozle,124,1
3pm9pwp6z3,3598,3
39r2yyzjb3,15042,1
3lrgaamxz3,933,1
nyxkjmmbze,6682,5
nyblmvlgl3,24047,2
l34o7akj4n,32085,1
34xmb64dpn,25579,3
374pk8box3,44057,1
3lrgb2boo3,414,5
e2a5j7ova3,758,5
34xl5m7xmn,3207,2
3zg96ljd7n,38,7
e5z66rbyge,3703,1
34xlxg98yn,2400,4
ngv8485wan,60806,1
ny48l644ln,1929,17
ekg246rd43,1225,1
37bx9g56pe,38720,0
3l729766ye,36092,0
nm9kmm4jve,10160,1
erg7gda2ln,1957,2
nv4j92jv2n,10348,7
365qb2dj8n,720,5
396l4vqbb3,7626,33
4ng2xz2dz3,5250,9
nqakakvzoe,5776,4
38w79lvbo3,7905,1
e2arg72973,21056,0
3wa7ol9kyn,84495,1
e5p6z4bxg3,2633,11
4e54xp8gb3,1911,3
3l22vb5dyn,8944,14
3za6m69k7n,6737,0
edgjjmymwe,906,5
qnvmx45lpn,8663,50
g38d5klk4n,8944,11
nyymp6x8yn,12495,1
2ny78avogn,1265,44
e572xqwkg3,3142,9
34bl92vdpe,4770,26
nqpoqmxgme,5215,1
3p2gba8lbe,2923,1
39bmbgrgyn,34995,1
3zlko9rq6e,6818,7
83wy87q6yn,13017,0
3wwrm8kjx3,2052,4
37vvgr7oj3,11180,0
3j2kxd64pe,8619,2
39b8vrrydn,1060,4
edq7ggkgwn,6282,2
erawb7yoln,5887,13
nv45592w2n,50251,1
396rqg72p3,759,20
ny7g7vgxgn,30709,32
36op62a6j3,5393,8
eraorl65jn,2192,4
m39g68lppe,9891,7
nmoxorazje,406,50
3xq4pka2xn,26997,6
3wxl4vogqe,7474,0
nyqwyg74l3,5817,3
396d5l88d3,7637,6
3laly8gqde,7230,0
372jvrlzxe,1201,50
nmkd2ayyk3,913,22
3o2j9q8dyn,12606,1
nqqjqzj46n,104,50
edydm4zp2e,6898,7
e2gz62qla3,50236,0
nbmz8l4xae,6104,3
edq6m4zr2n,10573,1
nyxly7k9le,104,49
37bbkvmb9e,19574,3
nqadoz9qke,8099,0
e2dgg2ma63,2099,2
nb486v5qme,6955,1
3zz8wrak83,52465,1
34j84owjp3,5202,19
63xvw4b6le,5411,0
3xqbxz2kkn,3012,13
pedx84pp43,2341,0
3a9r6bjw7n,21088,0
3xlyr92jl3,46419,1
xer7lrvp7n,6294,1
3zldp46ywe,3478,1
nyxxzjvjye,11141,1
e25o8wkwae,56798,2
nqqbo4a26n,5428,1
eddjkpljwe,676,0
nq2ppoxy6n,6408,4
erd8g8lkln,73857,1
34bz2qjbje,28164,0
3wv9az4vzn,19718,2
3jrv89kyxn,28207,2
3ozbm65dzn,4943,1
3lozbqb8b3,13783,3
3pydby8m83,4293,4
3ax976ba8n,2423,4
ngbg2gk9z3,31560,3
3o4yaoazke,4959,3
3xoal65yx3,503,5
ekbdlbj24e,16506,1
ng62b2dbve,5037,3
382kalq5p3,19376,4
nmrql6wbve,12272,2
er7pkwxa5n,64,50
349dr67q4n,1749,1
3alg5lrq8n,7043,1
nbm7p6wkye,663,1
nykmx7d5z3,1197,0
e2voyb4xa3,2873,1
3arzvqxabn,8642,0
qnvyzr84qn,9794,1
36266bj7jn,621,5
ekovy72w5n,4160,0
nmrpr9rxke,5824,6
366grrybk3,4926,2
3oym2p6d6e,3827,0
364kro7pje,5349,2
372jmkljpe,41201,1
34p7gl9om3,6231,3
edkm6q7j2n,3799,3
e522wlvxoe,6277,9
ngalk8l8pn,192,4
ngb7woxaz3,57082,7
3p2arok49e,1969,1
3wx5oxl7xe,7150,28
nvpvyp9jxn,1205,20
3jqyrlkb9e,4093,7
3wyz7pdlmn,13922,1
e5lqmkgvgn,5733,1
39w796yypn,127,50
3a8o69z7de,4937,2
ngaljxpgrn,281,10
nb67p7bzy3,3532,3
z37rdrqpnl,178,18
3woxp52mze,4948,1
9ek64jpp2n,505,10
63x5mk8odn,758,1
3aqb6gxj7e,47968,11
37bo8drppe,8758,2
34kywv68pe,1859,0
nvb2j4aq23,13799,1
ng4q49r2zn,22600,1
nq64my7ro3,7561,1
38wvxk8vd3,2864,2
3aykl77am3,7100,22
ekq24bqg2e,2031,3
3o8r4oqgkn,2889,1
3oy4kdj9ge,14566,1
e25ddmvmae,9164,1
nq6yxy7bw3,5519,3
e2m926yqj3,21090,1
edx4bbox43,492,10
37rpbrrgjn,3297,2
38myjd8don,7343,3
3jm9b29yp3,5433,0
3xq6dzq5ln,2709,2
e2ml87vkk3,7371,1
edg7omzzde,9442,4
nbv9mggl2e,36748,2
nvqb7qwgq3,11089,0
37rx824qjn,12156,3
3wvyr8j4zn,77,50
ny7p76okdn,3002,4
3objbgx7kn,8872,0
m39px8bdde,4671,9
ny7bpoqdln,158,20
ngbb76k9v3,1388,3
eddpv9y2ge,24549,0
3pyqxa2xg3,10282,1
3xodygag43,3234,0
nqldbmmrz3,2974,4
erajgzdojn,5458,2
3pg5zz8bb3,623,0
4e5l5y66bn,5528,3
3pmk6bdzk3,7140,1
379r2ykmwn,14222,7
nbv8xm6aae,1390,5
3pl96qwgkn,920,39
ek4ko7bj53,117814,1
nb4kg77xxe,5953,6
34qzmyzr4e,12980,3
nbmmrkyg2e,11643,0
nvk8dqaqb3,877,46
e59q8bz59n,2336,1
3xzxopdvpn,396,6
nyb9g6xqy3,14425,6
39zrkkg6bn,2725,50
3j7rpjmk63,34863,2
er548z9jl3,7049,1
ngazoq9zvn,5519,8
38vz4qp7pn,7362,1
37vbgzv4v3,1589,2
nbyyyygpae,3605,26
37av428mw3,14745,1
34b84q7ppe,4729,2
3orml74yg3,1585,4
39rgd4z973,125,15
e5vp5vxd93,4951,4
nyd9rl4x9n,4753,0
34qz8j24je,36,50
nyxx2o98ge,40838,3
3jzk5w7v9e,8944,1
3wyp7b4gmn,1571,2
372p6p489e,10196,5
e2dm8x7kk3,820074,1
34q5rkdgpe,10405,8
3x69x8g7p3,4860,1
nyg6ddy7gn,2074,0
3w4klw9pmn,1254,10
e5vykvyxr3,6319,2
36y4xbddje,1829,4
ed7xx77wze,11146,0
era226j48n,1349,1
3ok4ao57gn,1362,1
er5dmwvj93,5470,1
3z7k8yrl7n,7985,1
e2bvm6mkje,7839,27
34kvqgkake,3105,3
3wqvyo2qz3,54034,4
x36w88z8jn,2065,1
3l2laaqddn,7376,7
nbog4rlqm3,34863,1
e2ajxm6a73,3475,1
37rdzrklpn,6508,2
ngaaq5j2rn,14837,8
nggxkyjxrn,4263,4
83wm5klybn,7532,0
3xzmy69mpn,1201,3
er6amb2v5e,421,1
3zxqlamv6e,2061,4
384lboqb5n,4637,1
ek2qw7wa4e,3559,3
3jrg7bjlxn,5923,1
e577qy7x43,719,1
nyb7zmlxd3,3170,0
eddo8zlmwe,10573,0
erbapym253,13014,5
nqy24x8goe,904,6
3p96yr8r8n,2923,3
nm97ydvwke,3252,14
nbv546ajxe,63099,1
3l244p7myn,59040,0
nmod8jxqke,36421,1
37bwby9ywe,72655,1
nv49xx2lpn,54070,1
34j8kl8gj3,27169,9
nm44zkomjn,5674,41
3xxb26g5l3,44605,1
nglaqjgzre,2600,4
39r89my6p3,935,9
ngvzpy6pvn,48004,1
e52d66294e,2789,19
er2lm2vxj3,41508,6
erbw6j8893,7533,1
36vz6l9w9e,945,50
nqzrzax66n,2480,5
3zl8w7zk8e,4699,2
3zlap7do8e,4661,3
nbmgvqdw9e,3643,4
367wjd55je,8365,1
3o4r9ap8ze,1854,2
3plvporzzn,3012,2
3o2po6gqyn,51624,5
364ok9qxke,32776,1
34jzqd8j43,6022,0
38jx6r6g5n,7599,4
37v6pbqq93,2062,5
3a55xaw9me,213,2
nvbz5l9v23,4393,2
nglr8pmwpe,9529,2
3a7647r9b3,7779,6
3p7vk79bk3,6140,2
nbmroyzyxe,1737,5
erypwldy5n,5368,3
wnm2z86zj3,5505,4
ek4m4gk7g3,2269,2
4e5pryk643,33313,2
3aqgo59l7e,7376,5
nbagqdd22e,868,1
38mkp7kqpn,9315,6
e2v2awjmj3,1332,1
ekg8v47qg3,7251,0
nq675amjz3,10134,1
er2gozab83,13333,6
3lblgmgwbn,12338,6
39676abbd3,7726,5
37bx5oalve,65226,1
nqqmodap6n,18570,1
364l8a848e,8517,7
nbvk5b2zae,1191,1
34py27m5y3,3328,0
ngol78pqbe,9493,1
3jvdq65jw3,10905,13
364l8prgoe,26543,2
3ozgradp6n,184,12
nvpb95r8bn,360,50
edoz5z22w3,7779,50
366bopwl83,1970,6
23l7rg64ye,4333,20
nb4aa6wx9e,1960,7
3z76mj2k4n,1313,3
ekzvzbj24e,143,50
nyx5w66dge,2295,50
nqq66jzpkn,10842,10
eryrak99jn,27323,4
3xaojarpxe,3254,1
3pkao7p99e,4070,1
er29y2pp83,1706,1
ny49rzjbgn,23466,1
nm8xl9gd93,10379,1
63x6bw5vx3,6973,20
3pyqpy4db3,7987,0
362qodpkon,28096,8
nm85wjjvx3,4191,0
3j8qm479xe,10160,2
er6zqpvy8e,44605,0
edyz4xyrde,6972,20
nm9p5b2aje,9146,1
ngbmm74vv3,3048,8
nvvx8xa52n,21981,9
3xrwmkagp3,5656,13
38xg57qz4e,4237,4
nqpjq8pjoe,1160,7
365v2q679n,23966,1
369pdkv7j3,968,3
3jrl5p879n,1205,3
erbqrgwdj3,411,39
3xy8gz7z4e,1512,1
39l6a89ab3,4434,10
nb4jzl6zae,4683,1
o3pzx6rm9e,2337,3
3wvqdoa2xn,9487,2
38k8d6ayj3,3374,1
ng8x94qpz3,8778,3
37bkggq9we,40848,1
nm4ggk4bkn,9225,1
ny4976woyn,14289,2
3axka2zldn,5873,1
wnmoozomve,76611,0
3p7m9kajz3,7683,1
nmka79d8d3,29994,1
nql7jamzw3,8928,2
3jz858lx6e,69353,1
ekgm2p8qd3,233,38
nmm88zr9dn,7430,4
39l6wpamp3,1489,2
e2bj584dke,2990,2
3wlvbx8dqe,123,50
er2w482v73,1167,5
3wka68qgb3,853,1
ek2bmo9r5e,12609,2
3jzyygm49e,47968,0
nm98p7aaje,19497,5
nbv577axye,1175,12
ek2z97g84e,9072,1
3o2q5jb26n,36748,4
er2plqd793,29356,0
3jv5v7gp93,3600,1
3a5doqzvde,7894,1
3axlw7r2vn,8481,12
36vxzrzw9e,3898,1
3wvxw96lzn,25579,0
ek7pmwlp53,1417,1
e2dll6lg73,1226,3
3oz868q5kn,4438,4
37rmvl8lpn,12220,3
3l6ooqm673,1451,1
ed8o695jzn,24582,1
3pkpkymoze,14555,1
e22lq6567e,26668,0
3zz5o75973,6245,0
eddyg58rge,24047,1
3wvrdvzzbn,344,29
2nyyb9apgn,8094,2
3654gzyxon,8605,50
nvqa868wq3,141,50
3wqm5w6kb3,7710,7
3pgg822wg3,17229,5
3ozvvdvlgn,16253,0
erqkl2yg53,64,50
366xpp4ro3,2638,10
9ekrjdd92n,288,50
erdbvj4yln,4671,17
3xr4gxr8k3,964,5
nb4q868gme,8944,16
nyyoyxwqzn,36709,0
erq6v6y883,2456,1
3zkobkkg83,12272,3
3loqyalmy3,2967,2
e5bggx9jre,5938,4
3lxxvwwlb3,27116,1
nbk8zvz4mn,1987,17
nbaarrqdme,6956,7
ek2v7qaw5e,85,50
edqbdvwvdn,5415,1
nvv7kp8aqn,587,2
erad7xkgln,33799,1
3o2oqbrk9n,784,50
3w7d78ggbn,5333,3
nqdxq9956e,4822,4
nyaq6yd7yn,6682,3
nmojyr6wxe,6780,1
3a9d85dlvn,2512,1
3azma97z8e,737,0
3a7mgyqmv3,585,7
3arx9b88bn,943,21
m39avvm6ge,6878,9
ekbrgo66re,158,37
er2pr6g293,13950,3
ngap2b4mpn,662,10
ekojqar8rn,3937,5
3849qmjaon,6277,1
34ql8apv4e,1840,0
ekorg68odn,24986,5
nb49ay5jye,18730,0
ek2dxzoa5e,935,9
3zrg8rlb6e,4635,7
34x7k4x44n,5817,3
38wloxvzj3,4157,2
3zlwq95p4e,8139,1
3ayjww64v3,318,0
nbv88brlxe,158,37
xer6jdvlep,5100,10
era5mkg29n,4786,3
nvyboy7kpn,3214,27
364z9p8bje,51624,0
388z8756o3,3922,2
34qbxb86ke,872,17
g38zj49pp3,16666,3
3wxmmy8mme,35798,0
x36vkz6g8e,20007,1
3lrrbam273,1205,5
3lolyygzy3,11842,0
ek7omvql43,16556,1
3zxa2pp88e,9383,3
edg9kpqj4e,6277,9
37xj6opr9n,18540,0
3woadyjpqe,13471,2
e2vzrrgr73,1222,1
ngqppd56b3,18641,7
369z9mjzk3,203,39
3j7b269vp3,9680,1
nqa5v8j2oe,9642,4
e2mzwp94k3,644,1
xermx7pzln,69,50
37vap6dmp3,3946,0
39x8ppygy3,5043,1
nmra9jgvke,14350,1
erb77dl4j3,4504,8
3wykkgdlbn,2391,1
37vg8dgbp3,1857,3
34by5j4vme,963,2
3obpx9496n,9302,2
388mkal4p3,180,7
38jj2ryojn,1715,1
4ngavwy8bn,104,50
3zzwvo8y63,1228,1
er6gyjz8le,4890,1
e57yyjwy93,8430,4
38xkg9oyje,2171,3
3py4a7pjg3,8778,2
er5d6og483,1567,3
39zb79677n,3683,14
379b5or2vn,64137,0
nvvwzqdmpn,26596,0
34pdl2qzm3,10861,1
39gmww8xbe,1598,0
e2dg2od7j3,5817,1
3lopkq9jz3,38363,1
nyrvwprzye,24360,8
3a7xlgr473,2442,0
367omg5dje,7150,47
3a8alpomde,25375,1
x3a444mrm3,7474,4
3xomg2q9p3,31460,1
er5a6zozl3,746,1
ekzgkxgrge,136,50
3lp7pyzzde,4362,3
nyaj8wkjdn,37127,1
36yoa2ry9e,7226,3
3628g6q68n,82144,1
nvrp4q9kpe,2455,0
e5gd78dwb3,29760,6
37xw6ozw9n,1467,50
e5pwdgmq43,31300,2
e52x595k4e,5853,2
3xyar8vxpe,16142,1
e2bw6y8v6e,1459,29
38dadk2zjn,5162,3
nvky4mw823,743,3
e24gxdyr63,185,40
3a8zl677be,80626,1
nbm5g8ozae,7779,27
ngoy8z27re,6277,19
e557xmwjbe,3128,1
e22744vvje,116,20
nb6zpxd6m3,45638,0
nbkpkymwxn,5215,11
3lmwvjag7e,168407,1
nbkryp7vyn,8778,2
nmz76a4ad3,7376,5
3lb7rw5yzn,303,42
3628kro9kn,26982,0
ng8agxkyz3,6898,12
ergv7w5kjn,4227,1
3967wbq8b3,16211,3
nv99k2xlje,32279,4
nm4p8q7qkn,158,28
39gd8xk5ge,87,30
edyajj9yde,1845,1
edky4xlr2n,905,3
3z7b4gqq7n,127,50
3x67ozqr43,1677,28
39x65rad73,2753,6
er54pvvr73,322,3
2nyyzz8lyn,7660,1
rnq2vyr2wn,44605,4
3zak9wxwwn,66,50
3a7qrzrr73,772,2
e5z5zdvzoe,74143,3
3lbaa55bbn,1820,24
nyavm4okdn,26844,3
34gopxrj43,3859,50
qnvy2yqwjn,272,7
37vkzbmrw3,967,4
nbv9xk6k2e,28835,4
38447q6yjn,922,2
nbylov499e,9554,1
3paxbjwpg3,419,50
e5myvqlgo3,1320,1
nbor9dwya3,47968,1
73o7jqbv9e,33672,3
nyyj2ykbgn,16632,5
e5grdxbk43,24178,1
3xlyj64w43,127,50
nbol8xmva3,3968,6
e5v8w72843,46419,0
3l82vx6oyn,7043,1
nggwq464pn,6474,4
38wbzqr4j3,10819,4
3zx2jz8pje,864,2
nqvdlmxl6e,4293,2
3plvzm57bn,20030,0
nvo7ovz2qe,22882,2
3l644q6wz3,1745,1
nyxow4ydye,4452,1
nyq97dwjy3,8642,1
384drgk94n,4985,1
l34lgj6l4n,4913,3
3w48647byn,287,13
362jrax5on,12889,2
nqzawwokzn,2299,5
39wj7vrxgn,2224,3
nb7kwbwpxe,1173,2
3lrlp5dby3,8719,1
e59xxp7drn,21561,1
ngqbpojdr3,958,1
3pyla2ma83,7150,47
34gppdv2m3,22047,5
m39mrz9ade,18984,2
375la2mqje,8222,10
384zjxl2dn,6423,3
3wo5mr5mme,37871,1
ekz7y7rore,1031,46
3o4858jo6e,11180,1
9ekbvdxw4e,127,49
nq8584g8kn,7587,2
3pawb2j8b3,82524,1
nyqxajlxg3,127,50
ek7mkp6623,7130,4
nb88wmxbyn,84495,3
nb4l824pye,9954,31
nqpox7wmme,4589,4
nm2zogwg93,87043,1
3x66qqkvk3,28099,1
3wywlqooyn,5188,5
3wqjm82oy3,11680,1
ng8j5w9ka3,4129,2
3orjzkvdy3,4049,2
e55aqxgqre,25292,0
e5m6daxjr3,933,1
x36d2w5vke,6195,0
3xodvbokx3,964,10
erqaarzgj3,10291,5
erd64jzz9n,2440,2
37rm2457wn,13442,2
nqqv994l6n,1292,7
er2bbp8q73,7762,3
nb66j7la23,2239,18
3pgrpbkmk3,4832,4
38kj9lzd53,25215,4
23lwbo62dn,6518,1
xeragvyz5n,4500,3
e572vv86g3,171,14
wnb2zdwgmn,16835,2
e5m6dqd9r3,11471,1
nbkmmd6a9n,394,0
3z7gbpw66n,11180,0
3jxopjg66n,2653,4
3a9aypylmn,2974,20
l3456orrme,30496,0
nqdxozylke,10291,3
er5b6ml783,3272,3
3ozjjjz89n,2207,4
nykxdggmd3,2549,4
edyqqoovge,23910,2
36vov4kwoe,265,5
36yz6a5rxe,1231,5
nm4mo65akn,4407,3
3j622v74on,41353,1
nql8b269w3,5683,2
nb6d924am3,3047,29
edq872xlgn,1153,1
38dkkvlwjn,3739,5
e25ldrzr6e,3850,0
366dk999x3,1729,1
73o4olkk6e,167,5
3a55vbmobe,1887,1
384vlr6gpn,10527,50
ng9omx6bve,568,15
3o2x7yolkn,207,50
3jzgx7rqwe,964,16
nqajlp75ze,228,6
37x2pddqjn,6655,0
4e5666qbon,1695,1
39jv9lm5de,68758,1
e2bg46g77e,17154,1
e57zwgdr93,5610,7
3pg64jlpg3,810,28
ed78dmdode,17430,14
3xq9p7mbln,52078,2
3ay2o2z6v3,88521,2
3754m6a29e,65015,0
3zwxmb5aj3,143,16
e5mpr66k43,1502,5
nyadkoorzn,2756,2
38zvlgw943,613,46
3lp46z4g7e,2554,5
36vdlrxyoe,6286,3
3j8awlv6xe,1002,3
ekzqzllkde,20793,0
37ajogo8w3,69389,1
erbz4kwz83,743,4
3xzx5gzjkn,2927,2
m39vjboope,2221,18
3ayk96jwd3,158,49
ekzz595lde,74435,2
3j7oj4qqp3,627,50
3or7kj7z63,58034,2
38dvgxk24n,652,49
o3pgdlgj83,688,5
e2joy2k473,1920,11
ek295zmqde,10745,4
x3a286pqbe,6529,1
nqdqr7b7ze,57082,12
3j77pkdp63,5411,0
3lm5977pye,14508,6
e226moyl7e,1322,1
nby8al842e,67402,16
nqdwxgmdwe,2842,6
39l92aaag3,7533,2
nbakvkkqxe,9632,1
3664o99b83,8222,4
nq2w5mp4zn,127,50
3a8yjj8a8e,368,3
3aqbabg57e,4211,0
nbd4lvldae,2292,3
39br6bajbn,3065,0
e59k2lgk4n,3268,3
nqp46gjdwe,3084,7
3o8m7k659n,45774,1
ekogd2kzrn,17109,1
nb8272vv9n,6341,1
3lowz7bbd3,5852,12
nbkb92rb9n,2648,16
nyx798gkge,15763,2
ekzbyg8q2e,11724,0
ngbwd9p5b3,3452,7
nqply2jrme,963,14
nyd2zdqx9n,6793,16
3829wzlg43,14425,0
er65d682le,30210,1
ped797bvze,454,6
3wlvvbzjme,11556,1
3j77lbrzo3,6279,2
nmzx8y68v3,48,50
e57pzowao3,11227,2
3z7pw2gpwn,1854,3
nvyzo5zp2n,7855,8
3j7bgrkox3,9798,1
nvp9yx75pn,2083,2
nqqq76bb6n,6516,0
erb9wkv793,14110,1
38d5x7z6pn,2594,50
3l7x4gxk7e,5678,2
36o8gv5lk3,473,12
edob287pd3,2769,1
365jd9a5jn,9874,0
3ayjywllv3,1513,9
3lobz5bvy3,884,46
34xvzvk9yn,19899,14
ek2zjwmo4e,10808,4
nb69agd293,11192,2
3647g6zj8e,3439,11
3plqjl84gn,657,20
345l2vkjke,14603,1
ny7px9gpyn,4493,2
nvrj7p8vje,3789,21
m395y9jjdn,7779,50
nv4ao77kpn,6074,2
3oydmyqdye,1491,34
3pg87bzkb3,221452,1
ny4xkg2wln,21054,2
39jvpj6ode,1597,22
3wxjmbxrqe,1055,3
er5559dr53,134,13
34xpjo6jjn,1118,21
3pgyxbvob3,11115,33
384m4pvz4n,36,50
3l8azm4x7n,465,50
345jjb7rje,587,2
36ydk888xe,14842,2
3xlgwm4gd3,3868,2
nmq6d5pkd3,1360,2
nybldjg2y3,12334,0
3pygym6g93,1381,2
37b6djkk9e,3922,0
e2myb5ypa3,48952,0
nyyqw9yoyn,5751,1
e2vq7lp973,3012,38
34q7woxxpe,34775,3
37a2q25mj3,720,1
3p7r82lzb3,3263,4
nyq8amyl93,127,50
ny4qvrm29n,964,5
nqpwq74m6e,5085,0
3pa625xzg3,6600,4
3pxbj6kgkn,2297,0
nyqpdvygg3,1035,24
3pg92yapb3,6192,22
er6j4kk45e,7542,3
nvrao7y62e,8605,1
nbvjwxb6ae,5406,4
er26r9ok93,6192,50
ekg7bb4kg3,5080,1
nv9bp9po2e,2746,7
ngbv2xqrb3,92295,2
3ay97bbqd3,593,11
e5va5mygr3,19280,1
erg9mwwqln,1544,2
e22wav87je,31225,3
e2v5az2663,12005,2
3azv7a2x8e,272,7
39bb8l76dn,620,6
3plx5ov7kn,1994,1
3ax9wo297n,3112,4
3pgx8wgz83,1734,3
3xvbpbz4xe,104,50
3j277xqvxe,1405,3
ek2axy9z4e,3382,9
nb6g9wo7y3,5759,9
nvk6lb2rj3,1265,3
ek4yd9r923,9152,8
367dkd828e,442,39
e5mr5jj443,8928,2
3l86277yon,463,1
ek2gz52w2e,806,2
39r9mzzrg3,10302,3
ekbjkpdjge,6542,2
nq8loklzkn,13632,2
3wwpkyqkx3,6523,5
er6xp7q79e,1581,4
3pmr9lmdg3,1233,5
37bgb8q2pe,4032,3
38x8w9jx5e,87257,1
nvk566oqp3,6325,2
e556kzd5re,11090,0
3azxpz2g8e,6989,7
34xdol88pn,1771,1
3xljjykap3,995,18
g38mz5mbdn,6444,5
erqy4aa893,24221,0
nmk6yld8v3,6418,2
nvpqo8yvbn,47968,4
nb76j9r7xe,11301,2
3ozyym94gn,6766,1
37xlqp5gwn,59831,0
374j4ax4v3,7008,20
396j2px773,8263,4
39wkywj6gn,9478,1
e5z4doxzge,11643,0
3zd55lll8n,14253,1
362dlmdg9n,9159,1
3wx6go5xze,396,29
38xo57gdpe,27188,0
e5mmdvblg3,1084,4
3jxxjzoapn,11679,4
ngb6d7p9z3,7419,14
3j29lprzwe,4691,0
m39xxqyab3,393,10
3pxrvzvzzn,35796,1
nyyx4w7dzn,4442,2
ekzx2y2d4e,11220,5
ed7525ojwe,8778,1
4e54l9lro3,158,0
nggydb4qan,26469,0
3j688vgw6n,1092,4
nyyq87qyyn,14475,1
ekqqdy6are,8908,1
36vm8a8gke,4201,1
379aqxq8jn,159,37
nm8568jmk3,13562,2
nvojj9qjpe,4568,2
nm4aj7arjn,13333,8
e2m86rkba3,52,50
3aqyxmpjve,2664,6
36p8wb7woe,5782,1
3oy7o2qvge,1555,1
3pkdozggze,8240,0
3o4qd8ky9e,216,3
3lmyj4yxde,2571,7
3l7v7rrgde,393,50
39gp24zope,16039,2
3azjbgja7e,10160,3
3p7489dp83,6955,3
3l7vma4qze,197,43
38jgzjkxdn,6622,9
ngg4yvadvn,291,32
3ww9zr5jy3,1290,4
ekojkvgr2n,14782,0
368opgx59n,6277,8
4ng8gkglr3,3550,2
3p2dox6l9e,31507,2
e25qxm697e,52646,1
nvpyzoawqn,5578,8
nyq262rdz3,1792,4
365gwpgqjn,44607,1
er75d8yg5n,5032,6
nvkz6y5kq3,7474,3
edydxrg5de,23361,11
l346bv69pn,1516,3
nvodl8zl2e,4298,3
nvq9lzm5b3,186,0
er772r22jn,1194,14
34k5kdx7ye,5511,19
nbo59z88y3,1699,1
3jrmo4zlpn,84,50
3l6wpzabz3,3012,46
ery9yzom9n,14674,1
nb64zok4a3,4981,4
ek7agl6gg3,4523,4
edxb6kq923,1127,9
365wlqv2on,16650,0
4e57gkx8b3,35782,32
3zdgbxa5jn,7779,16
39zrz8wapn,8944,2
3xyj9pyxle,10478,4
nyrd4ayjze,8589,2
qnvbq2q6p3,7474,1
nqa929w9me,43892,3
39ja78krde,3123,1
3j29gd429e,2340,2
38j4yl5xon,9604,9
ng8x49qbb3,38466,4
nv44x77bjn,2608,4
3675awrjoe,35550,2
3xrawzv6p3,44605,2
nvpj47pz2n,7726,1
3zawjzlo8n,1651,8
3l89j9kobn,5362,3
ed88kgb24n,2194,16
ng94mpdope,6898,5
3a5m6d4x8e,21963,2
3l6jxyb7o3,5257,6
3wy2la6qbn,1842,2
x3amm45bb3,22862,2
3zw844g8w3,4077,14
nm9lx95vje,2128,6
3xaoda754e,8944,3
ekykxm69g3,9870,0
nm9kk5qqve,34870,2
3a95ygrwdn,7894,1
3l2dqjowdn,2143,5
3o484zrzge,2628,28
edq9rllmdn,17022,3
x3629p5m9n,4394,27
34xb459zjn,34863,6
edga67v9we,2710,7
nmmpoybddn,4618,6
erddvmqyln,21007,1
edzpy9glzn,2592,1
3z7a55dl8n,7562,3
e5b5mr5loe,4049,1
nyxxv78rze,580,50
edzl87dwzn,13461,5
3aygz7ry73,1233,5
3aqrkjgpme,6898,21
3xrpolyzk3,1852,0
nbap7rd7me,880,13
3azr4q9pme,1269,3
3wqzm24ly3,6392,3
3a597grdve,7576,1
23loarxj73,19145,4
3or6oobd93,44553,0
345oow6oke,1074,1
3arkabo6bn,10179,14
3o27lw46gn,24107,4
nmmgoxwmjn,25375,3
3jmyrxbm63,10405,2
3j2go6k6pe,3620,0
364k7djk8e,1608,8
3zw8j2a783,14508,9
34xqprjomn,6898,18
37x6wkqjwn,7150,3
36vz4voooe,1173,2
nmk98go293,3631,9
ed89llyrdn,2289,2
nqdyy8j46e,9041,4
3j8442z9xe,11452,6
39wz9p9dyn,81533,2
erygd47b7n,5884,3
e5mvl9bbr3,1084,11
34x8aa6wmn,1205,3
3l76jyj6de,9604,0
34xx2g98kn,8331,0
nb7zgppy9e,2225,4
nmo5mkbjde,6994,0
37vwkpxqj3,13739,0
38zro5yjd3,7376,2
nqd8o8moze,787,1
eko62256rn,11115,2
wnmjvg4bxn,2867,0
3lmzd9gjoe,704,2
nmrl6rj7ve,43947,1
38w4rv7753,399,8
3lp7gboade,6192,11
3lo5zg5y73,2015,9
e5pabvga93,6681,1
3492j489yn,9630,1
36yogzdo8e,2649,2
3l6aml4yd3,41314,0
edgr725kge,85,50
3a8ojlrade,1884,1
3oo46vjrk3,1652,0
x367v4dvxe,409,0
erg4pldp9n,3684,11
34q54v5dje,5273,8
e2vo5o5q63,4994,1
