"sku","cost","Montreal"
3oy8gllvye,2044,1
nq678ovxm3,3196,7
39x9mbqq73,1958,1
nmrq8lar9e,2613,2
nq6b4ll5z3,2011,11
3azkzg4wbe,868,0
3j2x5zb7pe,2561,11
wnbb7joz9n,775,36
3l27yajm7n,3040,3
er78zgyw5n,11204,1
38mvr4774n,2095,1
3alza764bn,7296,2
34569dg2je,16160,2
nm8q2w27j3,281,9
3pmmgwvpk3,8418,1
edy9bvzpde,1302,5
wnbzl4dlyn,9562,2
ng9m78z4pe,2348,1
3pgz2yrd83,2678,34
nmqayal5d3,8886,2
nqlpj7gx63,10533,0
3zzp7dad83,11765,2
nbk2dwg42n,871,1
e2gyj8w8d3,1593,11
3p7jp8yqb3,3898,4
rnq9yb4y63,1481,12
3w7myglkzn,728,7
2nyyxkm2ln,3382,0
nqzo9klpmn,5009,2
3w47xpwgzn,9574,2
nggl9q4orn,1403,1
nyyarxoggn,156,27
34ggrzz643,289,24
ekopy4r2dn,244,50
39zax5zoyn,2425,3
nqd2l5xxwe,4059,1
9ekx4pjl5n,1343,0
edkygxoj2n,534,21
3axza7pd7n,3334,5
9ekxpj9lrn,8489,1
4e5xkbl9gn,17072,0
nqlkvpb763,8363,0
362aw76g8n,2288,50
e5llp48dbn,13519,5
3wx4xw5lme,4015,14
nyd996ovdn,771,4
4ngbg7pqb3,548,1
3zpxx6l68n,8251,2
368kmyx79n,429,2
3pgy87bbb3,648,3
e25oq657ae,359,17
39rx6bkqd3,3852,1
ek48y5j243,705,4
nb7lr5y6ye,6023,1
ng9ddj6dve,1171,1
3jma67op93,5891,50
ngb6vbo7v3,1243,25
l342ozpbje,8304,10
36op4a8o93,3516,10
ny4gxz5xyn,5582,1
nvzk9yodp3,570,3
e2m6jbwak3,8169,2
ek2a44885e,350,1
ekyg5kgmd3,1084,1
ng6dmk44ae,3571,2
nvkvz6yzx3,6683,3
nmzmjl62j3,1353,5
er2klx9dj3,1513,6
37vx7xgwp3,1402,2
372l9qz8we,5467,3
3jma855m63,660,23
3lxpqapd73,521,2
3obqdo8qzn,25464,0
394qkzbmde,3924,3
nb4rw4zgae,10307,0
nvbd6w5qp3,2275,1
4ngkda9pa3,4138,2
nybxp6z6g3,3300,50
edqppvaodn,12012,0
nvbxp6mkj3,780,0
3jrowa9wwn,10199,2
3j2m7x65oe,5637,1
ekqlpdyw2e,4562,12
3oylq62lge,5886,2
3lr8b4l5o3,6059,6
3zw5gk5zj3,1983,4
3olbjxz4g3,918,5
3oraw67yg3,1046,8
39xpgwalg3,743,4
nqparbygoe,678,13
374jaxrdw3,2453,4
3lxma6mqb3,9441,6
34bbg7oxme,1163,1
3685rlj7xn,45927,2
3964rj48g3,9961,6
nqaxqpdzme,3081,25
365al524xn,5147,1
nyqqqzpol3,233,35
3zkz2gz273,703,1
3xx7p6v6k3,3185,3
3xxol28g43,4898,1
nbyaabxkme,45554,0
3a7aq9gy83,4077,6
nqq8ykrymn,3111,4
ng4lbo5abn,5434,2
37by9y2rxe,3281,1
nyqvj6w5g3,3616,0
nb4mmmy9me,46711,1
366dmqbp93,3749,10
3paqprr4z3,5406,1
34brlbp94e,660,50
nq8oobzvwn,4047,0
3zpgxw6p4n,3355,3
nvv474jgjn,3084,4
3xvzxz6gke,10935,1
erqxj4oa93,2295,50
39jzkbljpe,4155,8
39zkoqyxdn,3538,4
3l79w22dze,8342,1
372zx42vxe,356,16
3l8qp5wydn,1374,3
wnm4k8p7xn,747,13
3w4r9qpkxn,22976,0
ng9xwwyqbe,8212,7
e5mwk4zj43,9852,4
erqa455bl3,4616,1
ngb6g7dyp3,1321,5
e245xgpq63,1401,1
3pglqlv5g3,2652,13
e55v79bzbe,881,10
9ek5wyjbde,5685,1
34pjx7gdp3,3980,1
er7zovpzjn,1715,5
3a7okaprd3,7708,3
38xlzm2jde,5425,1
e5l47dgvbn,1170,4
365vxa89kn,8297,6
edkddbzkgn,20722,2
34qykorope,8937,1
nybgz4jwz3,4914,0
3zrlklrp7e,156,27
nbv8ak2vme,9011,6
nmr6d2z9ke,1080,4
nyaa478oln,4210,13
37r6dwy89n,1445,12
37boyv9ove,6655,2
3wvbzb9dxn,206,50
ny4qgdzwyn,5606,5
382q7ga6p3,10949,13
nyy59wg9ln,10433,8
3ozxjw47kn,4130,0
edxlw6d9w3,1600,1
nbv2j4k6me,2322,1
nm29l2kpx3,1370,50
3wlgojwrme,5249,14
3xo6gdrdd3,2678,5
38xgqvxqoe,702,2
3zl6gmdq7e,34358,1
73obpyrkzn,5015,4
ek8gjqmvge,1682,2
nboka8z9x3,220,3
3pajpkw6g3,421,8
nqagz89dme,1471,1
nmqbaw8593,1122,1
34p2py6xj3,2248,4
34g9qqd943,5437,1
3wojwjjdxe,4700,1
3ozyz5oxgn,1256,4
j3j6bzowpn,1715,5
38xmx5wgde,3859,4
ny7494zyyn,3815,1
e5vbwjr8g3,5724,3
nbmmqmo79e,1392,2
nq6zb4jjo3,2506,1
m39lrrrp73,1168,2
38296yl8o3,4217,0
39zldjp6yn,1500,1
3j66w6gxon,1029,2
er7z6oqq5n,37610,2
3677kyg48e,1360,2
nqygv886ke,2598,10
3zx8mr4b6e,930,2
39bj2a6bbn,4348,5
3ozxqx4pgn,2147,1
3p7bvqy283,4216,1
3lpy74pq7e,5604,1
nv9pxvxlje,11143,1
nboxdjmqm3,867,7
ek9bp4qm5n,2299,2
3ozl2wwa6n,1693,1
nbm2kppbme,1643,5
g38b7ygw43,5366,3
e24q8obl73,3539,15
3l8zzlaadn,14482,2
3z7lbd784n,5194,2
379zp465jn,4120,2
nbog29wd23,942,4
3jvk68w2p3,4553,2
nm2lka7ak3,404,13
39gxbq42de,34051,1
edd8pwr7ze,22090,1
3wkxy54mq3,1578,4
nmzxr68dx3,3437,1
3xvbb4kode,711,18
nv4ydgz62n,7183,11
368az772xn,4698,6
3684kmlykn,2482,0
e5zmj2gabe,23673,4
e2b92yb7ke,1045,1
3lm4vpr4be,868,0
eko24rkx2n,8372,35
e2alqq8ka3,1536,7
nvzo85mgb3,171,6
3o4vqvg8ze,393,10
3j2vz9rl6e,5446,32
3xoal65yx3,503,5
e5956x524n,612,6
34j99od643,219,4
qnvgml6oxn,858,14
nvqdq658p3,3827,2
e2o4olx4an,2866,1
z37m4449w3,6764,1
3682jxrwjn,15442,1
o3pz5krrze,2659,1
3pa8x2q493,1654,1
3jlp7oraxn,3849,5
345p5ygjme,862,3
83wkjpb2z3,7326,0
ekozw4y92n,3958,0
38k428or53,4111,1
39gxr4p6de,1527,4
3pxzddk49n,2168,4
3pgpmyw4b3,1078,5
3lpxyqro7e,4167,0
34qjr5apye,8773,25
349gg7wwmn,881,10
nvo8vmboqe,2759,6
nm9gvrd9de,1383,1
3olpvdxlk3,1127,1
3wk4bxpjx3,2571,12
e2b66544ke,4203,1
36yqqgkk8e,13462,2
nv9kxzmrpe,7666,2
3j7ymk5763,2628,3
nyk72qv2y3,1684,50
edq26d9k2n,2451,2
e57dzoyo43,3368,0
ng97d6r4ve,1263,2
er6dowmd8e,2021,1
nqpl82xa6e,1715,0
3w7kwqpwmn,6469,0
nbo59z88y3,1699,1
3j6x2qbz6n,6079,4
nb7jd9jq9e,5102,1
x3albmd7dn,2120,1
nqdqqgxbze,4126,4
ng6zzwj6ve,3537,3
nbm88v96ae,13928,8
3664w6kbk3,902,2
ed7j75p6ge,2511,4
nglyv96mbe,3318,3
3xljwwjmp3,9265,5
3w4qvglqxn,7637,2
3l6vq9l7o3,14392,2
3xy2odvmke,1035,9
ekbwowjy2e,2798,19
2ny4ppd9ln,36567,1
3xax6yxzde,7283,4
nyyl4zdggn,5754,1
3xrj5bdm43,704,5
23lx78w8d3,6114,1
edxplpbbz3,1757,7
e2ovp5vxkn,11048,1
39ly2lb6y3,4879,1
3lpw6xbxde,1048,2
xerdbjvgln,43959,1
39go5pzwge,374,1
3o2oajy69n,2449,8
nv4aal6k2n,4507,3
ekbom5q5ge,5773,4
38vm4dawdn,7481,0
3696plbao3,4123,2
3oozmll9g3,3378,0
e5vpwqpz93,3375,1
e55kyrwg4e,384,1
3p7w57gbb3,905,3
379gdm9lwn,3712,1
nybgkmw293,768,50
364r64k9ke,10078,0
m3957xl5gn,3450,1
ng699xrgve,16071,1
nm4brj629n,1405,13
nqq96k6g6n,612,50
37m4j9qwx3,1245,12
nqpxb9prwe,6850,3
ek97ko9o2n,5161,3
3oyqgbzbze,293,2
ng6dpdvkve,9972,5
3z76mj2k4n,1313,3
9ekxmrbl4n,8837,1
3zg9jr6j6n,1348,2
364odvmlke,6455,0
38mm58rw5n,2283,10
3payryodz3,1939,4
37rokxj4wn,1507,6
9ekro5a22n,7001,1
edkm5brj4n,11953,7
eragwykz7n,2695,15
3orga55rk3,1429,1
ek45vrx523,314,3
346gd69jyn,2649,3
nqyyr6xzke,1601,14
nmolvr6zve,152,4
e25a9agjde,1115,1
nbylxb68ae,1308,3
xer5p4axj3,10199,5
396k2jdrd3,618,35
nglyqpaqae,301,16
2nya5kdrdn,2813,3
ek945mp5rn,5574,1
nm96x9kxke,2598,0
ekq95r2y2e,8601,3
nqy929rdme,4160,2
nbvlk9m6me,1731,2
ny7kpw5gln,8277,1
3zlzkwqy7e,20296,2
34gd22pvm3,627,6
nqlm89yo63,1765,4
3za67kvw6n,4928,1
3px5zkra9n,929,1
e5vlg7jm93,709,13
nb79yrw42e,1069,7
3xopkjgbk3,10760,4
ekbjqmkq2e,612,50
3lmy2x24ye,1575,5
3j6wmk8lwn,8004,4
nybl4wwjz3,7189,3
o3pl94oqzn,9222,5
3ay27myjm3,8035,4
3xqq8789xn,2306,1
3obx4oy59n,2549,4
ekbrjz6age,3348,5
nmqdxk5rv3,3938,2
3wvkgj5lzn,6217,1
364wp45gke,1681,4
3jrw5ko29n,3148,2
3j77l5d5x3,2299,1
3p9g4rqkzn,631,6
83zbjbag43,1704,1
nyxo86zade,1046,5
3828zmgod3,3238,2
3w75y4qjyn,1575,6
3wxmqzyxme,130,15
3jma2xmro3,25464,0
nbdvy5vpme,4773,0
nbmarpa2ae,19391,1
pedro8xkz3,561,2
nq6rawpmo3,1475,5
3pxjowrj8n,11823,0
37bw6ka9xe,338,4
m398r28ddn,2017,4
e2g9vv7pk3,953,0
34pb5mkgk3,217,3
3zxogxjw6e,1405,4
ng4mxoxazn,7315,42
e5z46y4v9e,572,3
e2vklxgwd3,29960,4
nqd4br8dze,8071,0
nql7vmwqz3,13842,2
xerwbydv53,10873,16
nygbxprgyn,4008,0
e2bwbyj7de,8696,0
g38zl9k5j3,303,35
3lx8pdpjy3,771,2
3pxkwvkzkn,2719,4
3jxrkgv9pn,883,10
nq2mrzaq6n,2213,46
4e5bybw7re,13359,0
3lmw45b6be,4102,1
3ooq26l763,657,20
e2azybyd73,2256,3
3ol6dyrry3,1970,7
3j66y6xz9n,2622,11
3jvbmrm8o3,1128,2
nvzdbv25p3,2512,4
4e5986bpon,11764,1
4e5payk793,2654,2
3pav9lzob3,5532,1
3xa52o554e,32376,1
er5zz5j5l3,1181,2
e5lojvrmgn,10390,3
ekzqvmw74e,5646,6
e2dq52jod3,243,10
3wxpb4zpye,2446,6
e2a8w9w873,140,50
3pxoao78zn,814,10
nb49w454ye,1264,21
nb7m478qye,6856,4
3pm9w46893,345,3
4e56aov4rn,10841,1
9ekjapo6g3,1263,2
ek95j9kr5n,1470,2
ekgymwgod3,1685,2
39r5pxd2b3,2106,5
39wlqykrpn,1062,1
3wo2v4zgye,2215,0
3xxzkq6wl3,3809,1
l34v78j4p3,1267,4
3ala7qwk7n,10783,2
3jq8vdky9e,3341,3
qnv5lkk9q3,2670,11
ekovkxqb4n,767,3
3zp6lvz44n,5678,3
e5z9q4j54e,442,3
3lovqj8qo3,30619,2
nmzw2476v3,6814,2
3wy6kvjqqn,1208,50
e2mzgl59j3,1692,9
37ag282rx3,3463,3
e2jojvjmk3,1055,6
nybdz6vpd3,2443,2
3a7v2vkmv3,1228,5
ek9yz7j24n,6401,0
3zkjoa7q83,4000,13
nb4qkdo82e,804,5
367x556goe,1108,50
nykwpwrmd3,9411,0
nv9or8xqbe,283,20
3xq62j44kn,2935,0
wnbx2aklm3,1263,2
nb4lw6r2me,1884,26
ed7krzgkge,1696,5
3ara4avrvn,2455,46
3l7wompkze,7733,4
3azxpok8be,18509,50
3w7qqwm7qn,2641,2
37mwkm9z93,4342,13
nyrrj2z9ze,4449,14
e5padmd843,2747,2
3lpvmoymye,4861,1
qe2rzpa7jn,3136,15
3xymvmp4le,2588,1
nmog775oxe,153,28
ngbjv5yrr3,7056,2
ekba2bkw4e,3880,2
qe2gkrlo73,2584,2
3o4782rpye,2012,1
3l2pq8aobn,130,16
nbkl6ydvxn,1618,6
37924dma9n,4166,2
3lpgj7wkye,8744,1
nyrryjpx9e,4027,1
3zdzpqbzjn,1213,0
ng4vv8yxvn,7580,0
e2v6m4j763,885,8
3l744r5zde,1208,50
38zk5q68d3,768,14
39446x9ode,7383,2
63xd27lale,2505,5
3wv86aadzn,1876,6
xerrvog8je,1643,4
x368r4g4on,4105,26
3oyz4xwwze,642,3
3ozyaxglyn,15188,1
374b6jwpp3,10805,0
3962vavmy3,4555,1
edxm8ddz23,660,50
e2b2gx2mke,1212,7
38mlv56zon,1080,32
63x4o4rmle,9727,2
3zwjy7mdj3,8545,0
edql46mlzn,8270,8
e5pwm2mao3,3775,0
3w76mro9zn,560,50
e52kkbm49e,9461,3
3a84ymvbbe,3713,2
3zg8krbljn,2552,26
382lokj4j3,7141,1
3padrzd4b3,6928,7
365ar7grjn,179,8
ek7zo8o8d3,5122,1
nyd4gwvvyn,3366,12
3obxxw7q9n,3608,0
nqpg8vj26e,5949,0
37x6rrgmpn,10118,1
nvrmy692qe,2795,1
qnvxwaywbe,2130,22
36869b9yxn,1817,3
e52wjo57ge,2912,1
wnbzjl2rxn,231,4
3azk4omyde,1127,1
3wk4xx4pq3,13807,12
ekbzamgzde,4068,3
3p2468w2ge,390,4
3w4mvzqdzn,4774,15
3jq9lw44pe,4169,0
nqz9x9pjon,5796,12
nqazoyymme,2975,1
3wwxm57yb3,2099,2
3zwzky9983,7935,6
l34lrr4lmn,5135,2
nvk8v2ayx3,9548,0
nyyp27odgn,5031,0
e248m64oa3,13746,3
nm4qjowb9n,2233,0
3or2m84pz3,2174,3
ngakgm6qbn,4652,0
er6wr55y5e,5746,1
nb8p4y8dmn,16185,0
369278ma93,835,1
e2vdo5laa3,2459,13
ek7klaapd3,1066,10
3lolwbx273,1544,2
nb86xq4xxn,768,24
e55jv6rk9e,2622,0
ngqrqkyrz3,8459,1
nm292rv8x3,6657,20
3orpqa25z3,901,3
nqy8jkblze,1743,3
erbldgx7l3,822,4
38mpgyl94n,1345,7
nvr4bpxz2e,2129,2
ekz488jg5e,8232,1
qnvp68yjxn,1445,1
3zlp5voy6e,17598,1
ed8bpzbx4n,232,2
nyxq6px9ge,12542,0
e5vyvkz4b3,3024,5
ngqgmbqdv3,2299,6
34265l2wme,5977,0
367jp4q2xe,1665,2
3pm84qxzz3,970,2
e55xljjvge,5736,1
37aq6pwxp3,2274,1
3wkwlj5ky3,1166,10
ngqpv4jpa3,899,0
39l2wy9vg3,957,3
ery4vkvz5n,989,2
ekzpk48k2e,17682,3
3pkky4qjke,4018,3
37xkmw66vn,8904,4
nm9vxgomke,3625,6
nb7zd4vvme,3005,5
3xor4a5ol3,1889,1
ngvpxv7lzn,1791,8
3lxvbow5d3,2857,2
nqqbrp6lkn,252,4
nq8d94mzmn,4666,0
3pyowk25z3,2609,2
3j6za9xk9n,195,4
nq8ywba7on,1320,14
nvvrmv96pn,2892,2
39gbrbpw7e,702,1
e2glx4kok3,48429,1
nybm4m7md3,902,4
3jvop6w993,498,3
nglr646mze,764,1
34jbgabb43,2332,3
edo8wgk223,1362,3
368k6lqd9n,5672,2
ekqvxmzwde,11933,0
34jm89mwj3,4857,1
38kv4agoj3,2648,5
368w84mqkn,20512,1
37xogya5wn,3148,1
3pq482ba8e,4166,2
39zpllvgyn,3623,2
379yvgmz9n,2746,1
3zawjzlo8n,1651,8
e5ma85gbg3,935,1
nqz6m96jkn,2617,2
3l8vv7b5yn,4950,5
38kv5p8ap3,3279,2
erq6bl8bl3,1945,32
3jvv2k6ow3,434,10
3l8xlwl8dn,3677,1
ngv9r8l6pn,8334,3
34k6oago4e,1313,3
wnmp4yo4kn,858,14
er5a9rg593,1417,1
e2gd65yo73,22911,22
3wljjrdxbe,1134,1
ng4qaqpyrn,12900,0
3al7bw778n,14105,3
e2vlkml5k3,7054,6
4e5pryk643,33313,2
e576mymrg3,4257,3
ek9d4lzo4n,2299,3
nyd89glryn,3003,1
3645l5jyje,20810,2
38dxjjplon,864,1
wnmozjjj9e,2060,5
wnmx9lwvke,160,38
nvzprbrqb3,255,11
nqq4bvybzn,4052,5
nydv8gmz9n,19227,1
3xxxbjm7x3,3913,1
nmo4dmvrve,8065,11
e2vxzm4oj3,1987,17
erbjpr58j3,10677,1
ekboaqv74e,1057,3
3ay4m4zxd3,1835,30
e5zwzqq9oe,1837,25
e2dyw9rk63,791,1
nbkqw4w22n,1249,2
nmo7o77yve,8541,2
nvzadwqxp3,1643,33
3zp64kd24n,3358,3
nqpovbz2me,3079,2
nm9zxvm6de,278,9
396ajrxo73,1183,4
ekyza8yd53,8836,0
37a4b8mwx3,722,2
3lb5mgkzbn,712,10
38dzlzgp4n,1819,7
nqpjvkrbwe,5559,1
37xab2dp9n,12912,1
er6xdmwvle,1055,28
3xqvrbw2xn,3691,1
3larz4vqoe,3147,4
3a74b2za83,594,8
nv9g5lllbe,1024,3
nqpa5852oe,942,4
63x8djdkpn,1383,12
83wjq4vwqn,697,3
3752bwky9e,1581,5
ped2gqolzn,5555,1
e5lgmdx4on,4382,1
3jqrwmy79e,189,14
nyyaoxlz9n,1021,6
nqq56aw9zn,4879,1
83z529vvj3,1326,1
4nggxzdlpn,2368,9
3o28zg9pkn,173,5
3wyaq7jrbn,917,0
39r2pp9dg3,3679,11
3wxkbxy7qe,1879,5
3lrlpoqxz3,400,25
nvzzv27523,1001,3
39lxbpmmp3,4880,0
nm2rbba593,2400,1
3wyp2dv8yn,1298,1
x365ayagxn,2395,50
nv4amokpjn,6037,1
3oryk49ok3,877,50
3obypkz8gn,925,3
3xr99axql3,7793,1
3xq4mqxy4n,2379,1
nb79v5a92e,3316,4
38v7yrr94n,23935,1
3zz8d77p63,153,5
3pg489k4k3,984,5
ek7wlr6gr3,4926,2
ek48ra6r23,8669,3
3a7pa4qq73,1354,1
3o469g556e,846,1
34kpgwmm4e,2537,1
wnm94r5ave,982,1
3w794482qn,94,36
365do4dv9n,8303,1
3zx75a72we,3203,2
nb7vg94yae,817,1
3425r2g8pe,3136,50
wnbd7w66xe,30760,1
nvrd5xjpje,3525,1
nykxa8r7y3,1233,1
3o8ybjj8gn,180,7
nvrp4q9kpe,2455,0
nbmk7rgo9e,195,10
ng6y7kp9ve,897,8
nb6m4lmg93,1330,2
3ooyv46j63,22842,1
e5lzd7jp4n,9214,12
3l76y94wze,1715,1
ngb644a9r3,6179,2
3ooq4g82z3,13627,0
nggmpvavvn,1693,2
38jzja8qdn,1470,2
3a7z7qv6d3,10390,6
34prmv4xy3,5533,3
34jkvk94p3,37575,1
3l2rzzvwon,3047,1
372wxdyj9e,43372,0
e5vqbwdj93,5085,28
e25jk5bb6e,2952,2
34xymk4gkn,8442,4
3oooj2lby3,2787,4
ngby7vkoa3,148,50
nydd5qlazn,1740,1
34bdp94qye,9303,1
3x6vvj2zk3,8054,1
nmo7doyrxe,1467,0
nybqrwaay3,1498,9
3xv9q96gke,5587,2
3azrym248e,1950,11
39gj4lzv7e,204,3
3loyq6oab3,296,13
e59d5r4qrn,768,2
nyrz8b92le,1196,9
38vljjj94n,8620,2
34k9drddke,1000,1
38x9yzyv5e,2044,6
38v2vr6jjn,6299,7
3jq9ll6jwe,148,50
37bo8drppe,8758,2
3pldoz4o9n,29285,1
nm8d4vppk3,2251,12
ek4ajqld53,660,16
379ql2gbjn,1178,4
3jx4rxarwn,768,50
23l4zrzwde,8310,1
ngo77xoore,8035,4
wnbr2mx8y3,6433,14
3l6o9jlwy3,4638,1
3lr5ydkkz3,9232,8
e59bv87yrn,1223,1
374kjaxa93,2412,10
3j2pm2oj6e,1434,2
364xozxkke,490,9
wnmqkozl93,2307,3
3z7lzwb6wn,4802,2
3loja6ay73,8811,1
pedwzqo9zn,9000,2
3694r2a2j3,10371,0
3wk228abm3,1309,16
3pkxd9vgbe,1104,1
37ml9za6v3,4593,1
edoao4v7z3,774,1
2nyg26pwln,5843,2
3o88l88g9n,5244,1
3xqrxopjln,1468,10
nggx9wzpan,9182,1
345m6vq4ke,4901,5
ekg6679g43,13739,4
3xxbzr5qx3,5236,0
3jv8ak9y93,3434,3
ery59jj77n,45354,1
34k6qmw2me,4514,3
nmkbkzdox3,270,1
nvbbq2z6b3,322,8
ek8mkdko5e,4052,6
ek2z97g84e,9072,1
nvzrxolgj3,19256,1
3pyrz44l93,33686,5
ek4v5467r3,6447,0
e578rg8643,1274,4
nb7725k5xe,226,12
ny4bk2jlyn,953,7
nvvo6pzq2n,868,0
ngljra96ae,2963,1
34jlzmrgm3,10626,0
o3p8l2b6ze,1571,7
ng9l9ojgve,2682,1
36v24xl4je,1393,2
edpo4jzxde,1966,6
3wxomwj9qe,341,20
3xx62dg4l3,12257,3
38zjrrozj3,419,35
edgdwpjm2e,442,3
ekzy74ga5e,14986,0
nm9k6q9v9e,3264,1
ny7kj449gn,4387,14
375bwg62ve,1868,4
36p76yyyje,17633,1
x3abq4rpde,22104,1
394jy6zlge,1395,3
nv4y4w9jqn,2599,3
e2b9jzrx6e,2433,5
nbk92j28yn,2901,22
ek2dgpy65e,1976,19
3pya2vgmz3,27146,2
nm4ayrx49n,660,2
3xa55xxdke,660,42
3lmgdq59ye,3207,2
3a9vdbxw7n,4080,2
nm4lgogovn,1175,2
nv4ljpljbn,11628,1
3jrlxdjg9n,1365,6
ekokxbokdn,5312,0
3ok998469n,10678,50
e2244xa8ae,7716,7
3wvryw6lmn,2214,3
ed8788ybgn,4727,3
nvvkdwqa2n,1014,1
3lmgwoxbbe,226,1
x36lpbgdk3,587,50
3okdkjkjgn,5776,4
34gabyqdm3,4700,38
ngg46bgwzn,1108,4
ngq2mwrxa3,1172,2
rnqwqr246n,481,1
nvv8r28xjn,1787,1
36yokp7lje,1491,50
nybxk4vzd3,2012,2
ngll7lmkze,877,0
nyrymgo2le,3032,0
nba9la8zye,8698,3
ngbzo7gar3,1212,9
3pyxz9v9k3,675,3
e2jqxywpa3,5028,1
nq6x7gkbz3,4752,2
xer6bb7zle,3904,19
3l6g7bdly3,34475,2
3o84omwjzn,14184,1
3o8r7mx56n,995,18
34pmd2b843,5874,1
36yjy7wjje,148,0
4ng6mp2pve,4676,1
3plkg6kz9n,1954,1
ngap2b4mpn,662,10
39lz9m6q73,13292,3
3wqzg2qbm3,12008,0
erqoo746j3,623,7
3wvl8a8vxn,4077,1
erqv2p2z53,143,29
3xx7rwb9x3,392,2
nmqpor2ok3,9530,1
ek7y7pbmg3,935,9
9ekyrjxrg3,3300,50
edq6jr6j2n,626,10
3pkrplw58e,7579,1
38jod5d2jn,3675,17
3oz5rpq5gn,2215,1
ekbzl92a2e,1915,4
x3667wr893,1215,6
nvkzg4xzj3,1099,6
ngvzbmrzrn,1712,1
38z2qbm5d3,17629,1
nvzk4zgp23,3672,0
xerz2qr5j3,2093,3
nm4m84rzdn,1732,0
nmrkww2ave,2726,4
o3pbw22kbe,18130,4
3pg85oojb3,2737,14
nmzr5arak3,3359,0
3aqq5pxbve,300,4
4e5695qxgn,4585,1
3jzvq98mpe,35629,0
3946782zge,1191,3
3xraa7qod3,12483,2
eddxdpok2e,5920,3
37r5d7poxn,10574,3
nqla7opm63,1849,1
3lrqdlp2d3,405,4
3zzp7dr743,169,23
ekbykb2gge,12760,2
j3jwp6qrpe,172,16
ekgaw9py43,6555,1
e2mmyxy473,120,1
nqd7zap26e,2299,1
3lbbkky9on,883,10
3wlx5z2dye,2644,4
e55kwqpx9e,2138,50
3zz42zvo63,2117,3
3zaqmady7n,5303,0
nvzlpkjp23,8420,1
39wwr2xkbn,951,4
39zbkgdvpn,982,2
3jq7rlojpe,679,3
edopook623,2256,1
36676g9vx3,3252,1
3wyzv2dbzn,165,50
3ooowzgz93,2539,0
ek9bzvmorn,11177,0
3ax8wxr27n,6491,2
e5lmya5z4n,22205,3
er64qvy65e,7053,2
34jm8mrvk3,10683,1
nqqpdwpl6n,975,0
3xom6kvox3,387,1
erbjvkr283,382,1
3arpd4lvbn,4050,3
39lrorjvd3,2714,2
e57o8d8643,1115,5
3pxrzl979n,2452,4
3zx5p7lb6e,4478,12
nvp9b4k42n,970,2
nvvzl78x2n,2960,3
nglymb6kpe,879,2
367ramlqoe,5567,1
3zk5qldo73,795,2
37468yxjw3,1547,1
e22oporp6e,7266,0
e2dkxqmd63,2685,0
nqqq76bb6n,6516,0
ek95772pdn,21230,0
3o4amlp5ge,1432,9
nqzmakdy6n,1845,1
e24x5g6kd3,3737,1
nvqdlb98p3,1187,1
nvo5paoyje,48210,1
39xlw88yy3,1248,1
3lxkq2gwz3,1678,2
e2vw97y6a3,4206,2
edkl8o9bdn,3252,1
38mpoxwbdn,2546,2
3o8jgmz4yn,539,12
nyrrdj8jze,2283,2
nqyg4zvjwe,1045,1
nyaggwdg9n,9738,1
er7rl4gk8n,3734,8
3755qy2mve,160,38
3lxzapapy3,4009,10
edq7wb56zn,1250,8
nbvjk2ojye,3530,4
nvrpzkv4pe,1116,8
379p7gadvn,3449,1
e2dyj4x563,686,6
nm47ly2ajn,623,8
3jrd4q8pon,383,2
34xdol88pn,1771,1
365jba668n,854,3
3wyybpvpxn,1789,0
ekb7a4pxge,2452,4
3wwbm4kbb3,968,5
ekg2jz8j43,1471,1
nggk64dprn,2560,0
38kwbwppd3,950,14
37a769lov3,1360,6
3xror2w843,3824,2
nyx4rq49ge,1471,1
e2apvblxa3,37129,1
nbaj8agr9e,1203,2
nq2yrxzwzn,1837,13
ngbvyykov3,3502,3
3jr6md6ypn,1097,10
nmkq7x5jv3,3094,5
3pyvwbv693,4299,7
3lx44xxz73,2438,6
3ozl6bz5zn,7794,1
x36vky7zje,2815,0
nvyo5rm4jn,2299,1
3wqgwodaz3,3240,12
ek4rqzl823,3268,3
3jqg9vrb6e,1862,1
e5vqxb9jo3,21743,0
3a9wwmm6bn,1828,2
3lro8jp6d3,2587,3
ek7lg6ywr3,1849,2
3obxrp65kn,1013,1
3a959gbr8n,3252,0
37amkrrbx3,1315,2
nvrj69ww2e,5061,2
nmz4agw4v3,11886,2
er5v65rr53,2455,2
9ekggqokd3,2678,6
qnv78pm4qn,9382,3
3lbgxxv8bn,5936,4
edg857gdge,715,4
3j8lk6kzpe,1108,50
4nglqk6ope,2402,1
nvbbaxoob3,1140,4
e2vv5p4r73,1568,4
3l7gb8dbze,11372,0
ek2do95j5e,1369,1
4ng7rpzjpn,441,0
nggg7grxpn,6872,2
ek7ovo6br3,5771,1
3wyd8m74mn,1208,2
37arqjqj93,6590,1
3px9q59g9n,5176,1
3l28d67rdn,469,8
3pl45l5ggn,8772,0
z3747qq293,889,3
nby98zka2e,3074,4
3o2jd2r6gn,2299,2
erbjja7993,3158,8
3jryv7kd6n,7868,5
3jzzjb5lwe,1359,4
34jqrxbby3,822,1
m396mydo73,1226,4
3low6dz873,8247,0
3pmvq5z6k3,2225,6
364dvdmaoe,648,2
3z7dqqzo7n,2583,5
37bw7lwbxe,1846,2
l34l29zdmn,6924,4
nglqyxxjve,2974,1
e5p9bjpb43,9304,1
3xqj5vm2pn,5350,1
