"sku","cost_price","Vancouver"
e527bva5oe,9726,0
e22qlzxdje,6207,0
3wyowdxvzn,2634,0
ny7mq2akzn,4578,0
3zwa7by663,10025,0
er6vldql9e,1080,0
3j2p5zrvoe,357,0
nvb6rv98q3,19175,1
3wozp2kxye,9427,1
nykjr9rrg3,356,0
3a859aoqme,1643,1
34p85oo4k3,173,68
nq6mmvwpk3,1083,2
3pyryyz8z3,4103,0
83w962pbxe,5504,0
3obdr749gn,7402,4
3zzgyr7z83,6625,0
36vbbmgoke,1648,2
83zx522v7e,1458,200
3lb5zr7kbn,3561,0
ny7z886lgn,140,0
3799rym7pn,837,0
3xakxj5zxe,17623,0
er6br6x2le,16332,1
4e5b9d9vge,1035,1
39wyod4kgn,9275,1
3xl5jbkbx3,227,0
3wld8j52qe,4443,0
3wyyym6yqn,122,21
34pjqd88y3,33291,0
3xrlr66243,4612,1
3xo2x2k4l3,7719,0
3xroybl9l3,6602,0
ek7krboa53,7635,1
ny4bk2jlyn,936,1
3zk69v7vw3,2605,1
ed8vk2ardn,11195,5
nvrrgamdje,755,4
34bbd49z4e,3059,0
ngbgppa9r3,3121,1
nv9mzmlabe,990,0
3azg2wlmme,1182,0
ekz8kxmb4e,1240,2
nvkwajqyx3,3666,1
nmzml2a9k3,15009,0
3lx594qpy3,4868,0
3a7lprjz83,2064,1
3woymgjpze,2389,22
erdjdz4j7n,646,0
3lbp22a4bn,6066,0
3l6q76plo3,424,4
edz2j6ga2n,9057,0
erq9m2bv83,1556,1
36p5x2laoe,3992,0
e5zzo2jkge,1025,0
nyyjj8qmzn,9290,0
3zxqozxz8e,8203,1
3wa6qvl8bn,1501,1
ergwrq4d7n,926,1
nm4kdmdqxn,522,0
39gw9vy6de,337,4
3l8m8pamzn,1631,2
e22kddm6ke,2771,4
369zk5xl83,2640,1
37rpd86opn,26277,0
nvvgarjj2n,3494,1
wnbwoj8mxn,11199,2
3pxa5dglzn,1035,0
e52y6powoe,9897,0
ekolx92w4n,4625,3
37xgz82d9n,861,2
3zdoa4j46n,1581,0
3w47mb89xn,14577,0
37abbakbx3,40664,16
34qdgxq64e,1551,1
e2j2kj7a63,17528,1
nbaqbrkame,1373,0
342gr6wjpe,2885,0
nm2a7pdwx3,7623,1
x3adw5po73,1279,1
nbdo9vy72e,1609,0
3lb79d87yn,1706,0
3xaaz5lbde,866,6
3p2al476ke,3604,2
3pkqy7r49e,9627,1
nq2olakjon,583,1
nvoxavrbqe,10805,3
38mdal824n,995,1
382kzq5qo3,271,2
e2b2rwogje,4649,3
e5pr4d27o3,9509,0
38d5k2kopn,4845,1
ekolyyybdn,3640,0
erayb5m2jn,5282,11
3loaalyvb3,2002,0
edxp8m6jg3,2443,2
39l54orjg3,991,0
3obgbxbkyn,6053,0
3664wpgrj3,4771,2
3lbdpj8von,9089,0
3ol5gdzrg3,6408,0
34q5aagdje,2251,4
e2myrd4973,12732,0
e5pblqdxg3,14327,2
ek79299m23,1893,0
nm2qbgm7v3,4973,0
3j68oqpb9n,839,2
ny7kobr9ln,33624,0
3zga6jxg7n,4007,1
nydwaza6zn,5937,0
eko4w266rn,2509,2
xer7zjavln,30601,0
3pgzka2k83,7348,1
3xy9aqdo4e,9226,1
3l8jmaorzn,3047,0
e2avrdyyk3,3435,1
39x97wlo73,392,10
3o44jprkke,1572,5
ngo4d86qve,2263,1
ngqbz4qla3,14469,0
3l249xrjyn,21653,0
ekgwvw98g3,6993,1
39ggm5wpye,19060,1
l34jo2j9j3,2266,6
ng9d2v44re,432,250
3jv8y6o793,2850,0
4e572xywb3,1259,0
nmo9x5l6ke,8995,0
o3pvzdl7z3,23993,1
nqqv4mxlon,5438,6
3okvyxdl6n,9266,1
nql6zjkzz3,15947,0
3xr8pqoj43,6437,2
34xv8aq7yn,1797,1
3a8dq9kgbe,1004,20
3l6ypxrqo3,2687,3
3xzr86dbpn,5405,4
3l2x48yw7n,2602,2
3p74gwpgz3,11481,0
edz7wdxd4n,1075,4
nyxd4gpx9e,3514,0
l34vam48k3,4245,2
nbyw6bzq9e,6279,0
wnmj7yayxn,946,3
nvq8ov2p23,17628,0
375ryoaa9e,2603,0
e2glb9dpj3,1671,2
nqlvb5mzk3,1253,0
ek2ym9go5e,157,33
366ly7yax3,5117,2
3646x89v9e,14277,2
er6wzp2v9e,12541,1
erqqa7y7j3,973,9
nbkwp9mvyn,3370,1
nb6q758p93,2294,2
e5z56xdqoe,448,5
3wkbzqvjm3,4599,0
3j8jbq6moe,7482,1
38v62wja4n,429,0
3o4j9wwkke,2040,1
nqqy4k28mn,20520,0
3zgj9pl7wn,5078,2
nvqgxkvzb3,5438,1
nvrpqzo62e,7055,3
38dx5mpadn,1134,4
m39qydlwbn,10628,0
3wkbad5gz3,799,12
ek9b9a7vrn,40005,0
nq6mvxvlw3,5196,2
eryvw6p6ln,9637,1
3arvgjdymn,3251,20
nq8z9zv8zn,3755,0
36vzddgwke,1231,0
er2pzlo2l3,10318,0
ngllx9m4re,13515,1
nb6or8d9a3,389,2
edy7dayrge,3161,0
ergvzqym7n,240,1
3xqo2zopkn,12203,4
e5zyrj2j4e,95,13
362p529wjn,32637,1
3a529rgw7e,12195,0
3paqbzwmg3,1065,0
3a5g2kjm7e,49,20
3o8pml8l6n,2201,0
37rklrd7xn,5168,8
38jbwbka4n,1822,0
nyqq8qjv93,1425,3
er5lbjp993,1165,0
36ykx2x69e,2016,0
wnb47g6yme,822,0
3a9pmk6v7n,28159,1
39xj6jvkd3,11164,2
e2dk424jj3,20185,1
l3478lzdj3,356,0
375kv8x69e,14490,2
e2455mvod3,1241,0
e2b22lyaae,5473,1
e2jz4pd7d3,1497,0
er5po22v93,18620,1
ek9p79lxrn,36087,3
3lmwy549oe,4321,1
3zrbm9gpwe,1080,0
er42q2lj7n,809,12
e22yl5p4ke,1864,14
3ay8vb9xm3,2784,0
3xap5qxkde,1634,2
3pam7q8kk3,9854,0
l34mjj6dp3,1075,2
nqd77z5d6e,1292,18
346g54bwkn,10017,0
3xlmr6pbk3,591,1
nqag5zrpze,19004,1
ek48badld3,4849,1
3wopo79dqe,5888,0
3xxk99b4x3,2353,0
3zrvx2gq7e,7949,0
3jv5v7gp93,3645,0
39l4dk56p3,7246,1
3a8okaxvde,3785,3
nbv5qg5p2e,2858,2
z37z4zmqwe,947,0
e2jggzg5a3,3129,0
xerq5qwgj3,896,0
nm4dw4mavn,6463,0
ng9kpg57pe,303,30
edqxr7mxdn,1490,2
3wov9695be,3257,1
nvqjo5gxp3,7824,14
e5pj7p25g3,4939,0
e2mk6xxl73,34967,0
63xvx7qjle,2566,0
nvoz2owwje,17672,0
ery9am957n,6488,0
3l2vrgppon,24289,1
ngvarlqran,2514,2
3465zpprkn,6191,3
er2q5lza73,7576,2
3lxkdq5d73,2136,1
nv9lljozje,4078,1
3l8rmlg2on,4995,2
3wl64bo7xe,336,5
364qwjbwxe,14497,0
3pl2d7wykn,10400,1
nm8xwjavd3,27768,0
3wv9yro9bn,1728,2
3xv4kv7rle,2174,0
3wvqb4avxn,1675,4
nvpw2ggdjn,1650,0
edkqwjy8gn,1037,2
e2brzgk2de,1022,3
3882gorm53,3899,3
3axwpxpgvn,3284,0
ng8b6mwap3,980,1
3x6mb5pkd3,18419,0
e5vkj8brg3,865,6
ergbqj4w8n,2870,1
3az2v5o4ve,1866,0
er6z5ymx9e,3766,1
nm4qvaydjn,2725,1
3lmblgmaze,68842,0
er55zd4dl3,17041,0
362kbj4p8n,34876,0
3j2bl2mj6e,2280,0
83wr6288ye,55811,1
3arj2ly7dn,34345,1
nmzlxqjmx3,856,0
ng9waa7vve,15109,0
rnql7gkd63,13637,0
374558rrx3,4504,1
e245kbvj63,980,0
e57vz5plb3,1476,0
e5zaam67oe,1597,0
3jl6gawo9n,1899,2
39b5k7xdgn,2069,0
3wl8vzaxxe,2866,0
34585rxwye,336,0
3jxyow7pwn,846,1
365v7qpj8n,673,0
3j299podxe,10560,0
34574vl6ye,567,0
er6dj6y95e,13868,1
39ry2v5pb3,3570,1
345wga5zpe,11650,0
3wod2o7aqe,8008,0
nq27l9kgwn,7125,0
83w28xrbb3,7863,0
e25xkv626e,3806,2
39wv5z7ydn,1772,6
ed7vob6wwe,7372,0
34qk6r5kke,2068,3
374m5lmdp3,2798,1
nmkklo65x3,3414,1
375boqovje,9433,2
nbkkwr49mn,8933,1
3pkapd8a8e,151,0
39wk2ov4bn,1184,6
x36kyxlwjn,7576,1
3oy7yzrpke,1112,6
g3826xa4j3,2208,0
3lp7kb2p7e,1771,10
nga4rq7mvn,6772,3
ny48l644ln,1376,2
e2bd998qje,571,0
3za2zdx9wn,12964,0
er7669xo8n,957,1
e242526q73,12663,2
ekz2amlp2e,1404,1
39lkjxp8d3,6331,1
3zdk7xq68n,8853,1
ek8mrjrj2e,3764,1
38d4gjvzdn,1887,2
e55g8x5p4e,13153,1
e5ppgp84o3,16894,1
nmk9lyv6x3,1626,9
nvqj488qp3,4326,0
nvkwj7ykp3,3990,1
3aqo5g68ve,3764,1
nboxx74py3,2088,17
3l85kqbm7n,1215,3
e5pkbjbj93,4782,6
3l6mmm9az3,1042,1
3xx7jvmpk3,6307,0
3azlbl4jme,1522,0
37x2l59gxn,2229,0
ed7m7b5a4e,22181,0
nb6ga9aw93,2907,0
83z2xwdjj3,11065,0
36294zdlxn,4147,2
368jokyyxn,1462,3
g38j5a7y5n,4265,2
nb64waak23,2757,2
3lbokjrgbn,2594,0
nq6ldwzyz3,1417,5
nyyl5vy5dn,2848,0
3zx29p4pwe,1328,20
36vwjl429e,34677,1
3pk94vqkke,1075,3
3l8m5mxd7n,346,150
qe2682oxjn,165,3
34g85bjgy3,1184,15
nvzrayk9q3,18127,2
4e55gjwjoe,6877,0
nyk2y4z8y3,13297,3
36pm7g7vke,4119,1
ng9g2lxdze,14400,3
e5vdpvqqg3,592,1
nqd69kx56e,15159,1
ekgjazx223,6508,2
er2xkoxpj3,103,0
3zwvjxlm83,7680,2
63xa9mkype,8430,5
e57w26ro43,770,0
3949wb2z7e,1590,0
ngqp5dvdb3,10921,0
3wx44ww7ze,3691,3
e2dzbqkja3,1949,5
34bv96g9me,3934,0
nq8dkxzlmn,8904,1
3a7q8krwd3,8000,0
nm4pgjrw9n,978,0
3l8wdl59yn,11697,0
38kjyw4853,653,1
3pgzzwrwk3,3263,2
nya6xwdqyn,1666,0
ng6p7q5qpe,2569,0
3a9q92pybn,1638,0
23lz5va8dn,5395,1
ekzaqv98ge,5857,1
nvbpb6amj3,8253,1
3jvajzpkx3,443,0
er2lydjwl3,2094,2
3946jw8z7e,660,1
nydvgj56zn,4077,3
nby4oxgmye,8318,0
34bgkbl2pe,908,1
3jvj4yvzx3,43010,0
3jmlz6mb63,1523,0
wnb5y4axng,10526,0
38x8ko4q4e,3289,0
nqyjdj54ze,2431,0
3l7wjrkgye,326,11
e2gzzd4bd3,1131,0
3l82apxybn,340,5
3zzr78v943,1436,1
3aqmyjx88e,1236,1
39zdbo22yn,19517,1
63xyr4ooxe,2583,0
36v4map4je,5486,0
ngoo57abze,35723,13
nv9ob47qxe,188,0
nybvoyz7l3,1077,3
nv4ydgz62n,5820,3
38z97kyoo3,8484,0
nyrzmg8gde,1267,2
ek8jlwqoge,7643,0
37vo4q5jp3,825,2
erqp4xob73,7886,1
3olk6j9493,6040,1
3p7y4787g3,3307,9
3lbb5odrdn,1281,1
e2a4b825d3,37637,1
edgylgxo4e,2400,0
l34px2o2j3,16954,1
3aly45ko8n,489,1
e55r46qxoe,2458,1
37ba6xo4xe,11363,11
36ym9gyl9e,1741,0
3j7gawjq63,1828,0
e597rorobn,12110,1
l34q96q5je,4149,0
nyd29mwzzn,2635,1
nb6lxkvpy3,1960,4
edyp2kxk2e,949,0
3a967gd8bn,416,0
3lap4p5g7e,5599,2
nb4qjlgm2e,3525,0
e2dljyk2j3,1173,0
nqv698d7ke,14231,1
pedl9qw2g3,24446,5
37o9vrom9n,198,1
e2bwjmjyke,8483,1
nyrrz26xze,1025,32
3xrpvdr9l3,7503,2
38jd5apjdn,1212,0
3lmmkgbooe,4180,0
3lr5zdxlo3,15030,2
nb42y2baxe,1785,2
345y42mvje,1119,37
edxlm9yxg3,4620,0
nvzmjl4pp3,8705,0
eryxx2j7jn,8299,2
wnm4qzprkn,3147,2
3wqy8y8by3,661,4
erbrmzyx53,1404,2
3xv5445xle,14293,0
37xqlaarjn,6301,0
nmz6y94jv3,653,20
3aykp67zb3,4791,1
3jz9xzqxpe,6152,1
3w7vpxlwqn,298,0
ergvykoajn,6112,8
3a82qgjlbe,1064,3
erdg6moj9n,10319,0
345o7zlkje,4601,0
3pa56bb9g3,1026,2
z37a7yorw3,284,2
3zx2p8ob8e,34132,2
ekb2p2l6de,1555,0
m39qyoq4dn,866,2
38422j9zpn,9350,0
e5gzd7z743,13997,0
e5l8alp2on,2276,0
34xx57ylpn,3282,0
3zr68vmmwe,4276,2
e5g2qkb4g3,27198,0
364vd999oe,5613,0
3ozva6ma9n,6259,1
e59loxl84n,7125,0
nyrq5y8rle,7329,0
3ok7kxmyzn,3140,0
372dz22rxe,1098,2
38wq7o7853,765,0
3796gqoq9n,3127,0
ngba6q8jv3,8901,0
3zdz8xmzwn,21359,0
3pxojx6jbn,3452,0
nvpoz5p6xn,9634,1
nv4v2m85xn,980,0
e257zygjje,27244,0
e2mbmq2pk3,5134,0
3lrbbmrqy3,11546,0
2nykwqo5d3,8632,1
e59964dx4n,2030,1
nbo2ajvly3,497,110
era54x9vln,1228,1
3jvkorgqo3,245,0
nbmak7299e,2262,5
3j2m5vgpxe,361,0
382ka2ar43,3334,6
3aroqpk5bn,752,0
34bmm6q7pe,2260,1
3lm2ap7oye,4046,1
e5v5bv6x93,2033,1
ekooz7oggn,3264,0
edkll9qjwn,589,1
e2v2brqjd3,26,3
3pkmopk2ge,1288,3
3p7jp8yqb3,3076,1
3ooq42aq93,42115,2
qe2mo8xoa3,1641,21
3olrv5kbz3,1615,2
38vobvzj5n,11328,1
edgk56v9de,1188,3
nqla5lbjm3,11699,1
er5b2wya83,6153,0
3lrlbxd673,1228,4
er742z7m7n,4658,0
er5k9ld883,3262,100
37vydgadp3,1793,40
38kv6wmw43,2710,1
nm4dqlz4jn,3834,1
2nyorzwble,1868,4
ek2mqvmvde,43002,4
3w424kj2mn,4027,1
nvpv9rg4xn,740,0
3wvzpl6ymn,3691,2
nmq5b5l7v3,4347,3
x362k4vz9n,6911,1
wnb2g28mng,1306,0
3lm5p2mpoe,3818,0
3xlrz794x3,12755,1
38vdrr2ydn,3745,11
nq28oxpx6n,1446,2
ngl8ok96be,6199,0
nbavzv9g9e,2994,2
3pl5bybmbn,4712,1
nqzymjblzn,379,5
3ar4z8lovn,8722,0
9ekr9pvbrn,173,13
38dmkvdlon,3618,4
erbb69pv83,11909,0
nvvmgkw2bn,543,4
nb4jolrl9e,6464,0
375p6pj2ve,1790,19
nyqkr9oo93,1242,11
3j8oxqo4pe,3738,0
edy4g2qkze,2029,1
ergpx7pvln,18389,1
39lalrwmg3,1779,0
e2am4bg5d3,2279,0
3pa5dpdd83,2525,0
xerdwak8jn,1967,1
3zdqgxqb8n,3776,11
3xo9wy64l3,5705,0
3oyd8v2gye,10160,0
36vz9b768e,2981,10
3ozryvadgn,1391,1
nydmolw99n,1733,6
3lalwaymoe,12957,0
nb87mmm5mn,1245,0
3obxrp65kn,1150,6
nykkkb86l3,9388,0
z37m6qbap3,541,1
374zbdr2x3,5966,0
ek2xj8rg5e,2820,1
ny7vz4ryzn,1701,2
3459q4j5me,2144,2
xerm2x755n,13982,1
ekygggd723,3048,0
3lp9ljm87e,23386,2
nyqmxw9kl3,3940,0
2ny2oxdad3,9714,1
erg764vdln,529,80
394m4opoye,1241,68
e526lyjqre,7802,0
ny487a8gdn,729,0
3l6laj6zz3,4521,1
3wxzx8omxe,3938,0
3xygpd2wle,1349,0
ek22brgp2e,10515,0
ngvrrq2vbn,4166,1
ek4gk5vj53,5777,37
3lmpl6d8oe,980,1
ed8mg4274n,2314,1
3l246y6xdn,5288,2
ng9ojwyyve,4206,4
nvr69jg8pe,502,1
nggdkvl5vn,5027,1
3wkqbq2aq3,6869,0
3pk4qbq88e,2361,3
34kp7gzape,1819,1
nb7dap66me,1015,7
3oobo9pd63,7450,0
er28bvqx73,6999,1
e2gr6v4ld3,602,2
3pkxlq9wbe,6430,0
e25b28lkke,1067,0
nmkow7k593,1053,3
ng87g4zva3,10251,0
nvpaqrklxn,7933,0
3jrbzryzxn,9445,2
39lb5d8473,5081,1
e5po5xjbr3,11007,1
3azomk4w7e,4071,2
3pg97rbdb3,12646,1
3wk45xo7m3,42099,3
e22k4jgade,16528,0
edzopk6l2n,399,3
3xvrr2ggxe,584,0
3za4boqv7n,8220,1
39jxbopppe,6700,0
nvk4krg7j3,12141,0
39zgkrw5gn,10215,1
369gr9z5k3,1416,11
erydmpdpjn,1234,1
37a5lmvyw3,16498,0
38d6gj6o5n,2965,2
3z7yd8kawn,1850,1
nvoabx5kpe,3360,0
e5mqobal43,1240,3
nqdka82pme,5077,2
3xl8pgmpx3,823,0
3zw7mqg473,1089,3
3wkwm9j6x3,1456,0
ekql7voore,1103,1
nbmg5qj69e,3639,0
e5zd4yoj4e,9640,2
nvvp96gmqn,2349,1
3xlbm7pap3,596,121
edg4mgdyde,4757,2
e2bwdjlzje,2658,7
erak8mp89n,12740,0
nmrgomloxe,1227,0
34g9mz8qp3,47090,1
3wxjmp6jze,3992,0
3ww92y9gb3,753,2
er5x2qwb93,10851,0
ek8vm6dyde,1799,1
nqaqba22ze,3727,0
nvzj895y23,1774,0
ngb58glzp3,1186,0
83zx4amj4e,21595,0
3zkz52lv73,6993,1
3wx5ygryye,1069,1
3pabyl2bb3,1005,0
39l9xrgo73,4868,1
3pggvz8wb3,2786,7
ng9rd8kkpe,2063,0
ekqkodrj2e,1439,2
eraorz96jn,1434,0
edxl8zydz3,215,0
3xda2rywke,4442,3
wnma5px6kn,12385,0
382kdb6rd3,1065,0
nqqzpmvqon,6583,0
3lb4aoa77n,2085,0
nvyoobzaxn,12343,0
rnqa998bwe,923,2
38wdmw5op3,16752,1
3o2rwqyvzn,151,2
nmo5xd2rke,35037,0
3a5oldmyve,1706,4
e5loo8wa4n,860,11
ekqz8kx22e,20001,0
ng8x8r28z3,16831,1
ngl8d6dpve,9948,0
3ozdk7wzzn,7680,1
nqz8rgzx6n,9583,0
83wmggg6zn,1274,30
er49mjo85n,2310,4
nykwllpal3,4390,0
erd9poml7n,69,4
3axwdjld8n,1890,50
9ek48j44g3,3493,2
3za9v2jq7n,2081,1
ngv69gjzpn,1800,5
3wvwgoo2qn,1353,0
edyzl5rz4e,795,2
nm2lkxozd3,1083,0
345zo4rame,14461,0
3o4adj2yze,3540,0
nbagm2552e,19273,0
e24owgodd3,24797,1
nm978884ve,11379,1
nmomjqbode,2290,0
nvvr69g22n,9823,0
e5lo5vm6on,3289,3
e5gyybv793,1718,1
4e55d66xge,10502,1
nmr7bzxp9e,1933,6
3zxaagly4e,1366,0
er6zpx2k5e,1736,0
qnvb8jx9q3,13802,0
346lg6opjn,9790,2
3l2zyv767n,937,4
3a7j5zkj83,2694,0
3xzjo7b7xn,1722,0
3xaoy4ypde,762,0
3xvjaxxl4e,1099,29
nqdvwx4ame,17169,0
3zwp42y783,349,4
3j6rm5bb9n,824,0
3jmppb4yp3,1834,6
er75rxvzjn,3366,0
3jlv9jxkwn,8295,1
63xxxkoox3,245,2
er54dgzrl3,500,2
nmqwvr6rx3,1836,3
38mr4dbp4n,4041,1
3xoj7px8d3,11348,0
3l6vw7jvz3,3169,0
nboxqa8g23,2268,0
ek4kq2ax43,12028,1
ek87gyvode,3450,0
x36r6dpx93,1391,0
ed86zp692n,373,10
37mowkjxv3,9682,0
wnbal5dp2e,14812,0
3x68r4agx3,4605,0
3arv8w5mdn,526,0
364mv7lpje,4053,0
39wxr7lodn,3700,1
3zz2yjvlw3,14886,0
368dz4jlkn,918,0
73obqyxp6n,13120,1
ng9l4x8yve,901,0
nyy4a9ym9n,1895,0
nmmgdm2akn,3264,1
37479o47v3,608,1
3l2m926jon,2052,3
3ar7b4zr8n,692,0
3pq5q6wpge,12028,3
3j2yodkk6e,5343,0
nvvkj9ro2n,6471,0
nqzxqd4zzn,31572,0
3lrqr4k673,485,0
nvzpy72jx3,6111,1
nm4qj7jd9n,485,5
nbavvm9jye,2350,4
nbvmar9mye,3232,0
3zk46daw73,2016,0
e52966xkre,4411,2
3j6pyjbr9n,788,1
3a9mydjv7n,9759,0
3p2gz57qbe,5207,0
e59b6bd8bn,931,0
3755wo7bje,458,5
3jx2v962xn,18298,0
e5z25w9qoe,1159,0
34bv2kz2pe,24021,1
34xo6z6w4n,1124,0
3aqzrzlmve,527,0
nyaror9k9n,25689,1
3lpjropvze,217,2
nbvmp6a99e,492,0
nya84xazdn,1658,2
nvrvyw7qbe,2043,1
368qa5jk8n,400,3
ek999gaxrn,16995,0
edxaoxkqw3,5005,0
nb742qjdxe,1925,4
37omamgzxn,946,1
3p7qm5zqk3,15022,2
3w7lrbw2qn,5215,0
rnql9v9463,888,0
3lodpxv4y3,2678,40
nvo75m5mbe,4335,1
nvpor2ww2n,16311,1
3aqrgkd4me,1456,0
38xbljgy4e,15124,0
ergq6zz67n,11699,0
3jxzllpg6n,4973,0
3lalk4mdbe,1106,0
3wkagqw9m3,3792,1
394wozwjde,4940,1
369vgzo7x3,2475,1
nb8mwx7z2n,30009,0
j3jma6l763,18680,1
3ax8zlmlbn,6098,1
372w5oq6ve,347,0
nbdyy5669e,14061,0
erbzgp5a73,2130,0
nqqv7y5bzn,122,21
nv95obb4xe,6328,2
nq6lwwx863,7542,1
3j7a4d4pw3,4309,5
nqd56486ze,23284,1
3zkjdzgxj3,6890,0
3zzk6ogz83,3322,1
38xyook5pe,4625,2
3zxazp4dwe,1504,0
23l7my22ze,37647,1
e2apw6qqk3,705,2
34bo6olzke,3656,0
er5lojvk73,49092,0
nbvlg4pw2e,2973,3
edogpa8p23,8193,1
3a7jwq2od3,2336,0
36vm2kbkxe,9938,0
e5zlk5ovge,9072,2
3ar5lxa5mn,646,13
3x62mppmx3,1051,1
73obbl6v6n,1895,6
nvqvlw8vq3,14968,0
er2r5qggj3,752,1
ng86kd86v3,1204,0
eddlw6xage,8008,1
nmoozpbp9e,2298,0
379652rgwn,10689,0
34q69o7zme,4479,1
3lop2qvkd3,20367,0
3w44q8rjxn,65083,0
nmrd9mvyke,10553,0
3j75xg82x3,1670,0
39jbz9lp7e,818,6
83wvl8wjqn,3028,0
nvyljb7oxn,7401,1
3a7rpxpzb3,4135,1
3647b2kd9e,1056,2
362avl5g9n,1927,1
346yolgkmn,1328,1
3498rb5v4n,6475,0
37rk2xx69n,5979,2
edqmlw2ozn,11328,1
38wr7vlz43,8302,0
nvoo6rgzpe,3358,0
3xvzxr4z4e,2176,0
3xdorqkw4e,1584,0
er275pdqj3,246,0
nmm8y885kn,2029,0
38j28oym4n,7149,1
3l7drmrj7e,1031,0
erqzwr8p73,626,40
nb7vzl9rye,6098,0
3p2xv77xge,2628,3
3xormqrax3,6153,0
edxmdjyz23,1944,3
36vra5rrje,584,4
o3pxbm56gn,6571,0
e2mdbw5973,4520,0
3ayqgkak73,1409,3
nm4y6mvkdn,514,0
3wxwz9l9ze,4150,3
394gp2q9ge,370,2
e2aq7b9pk3,6534,0
3ary66vv7n,69585,1
3w7qlwwobn,335,0
nm9jo7p79e,3404,0
3j7dp8bbx3,6993,0
nq2k9z826n,827,1
ek2w8q5z5e,7125,0
2nyz5225z3,3320,1
3j89km7o6e,37235,0
3ax7zo4v8n,2123,1
nb4qk25bxe,19856,0
3l6wlxmzb3,4744,0
3wyrzb6dqn,21583,0
3j7km7b5o3,5347,2
ek4og672r3,6180,0
e2vdb9k4a3,5736,2
e2bz9b8qde,338,10
36p6q8vm8e,1179,2
39woy28rdn,12955,0
364dpko6xe,1209,0
z376z2y6vn,8722,3
39wxm9vqpn,13361,1
nba752o9ae,1075,1
nqakqgadke,545,3
nydoybdwln,2310,2
3azy6v7yde,2388,1
3lpw48y5de,10475,0
nbmadzvrme,3617,1
nqavqzdgme,7035,0
3lxoxj2ay3,21428,0
34qzpbkjye,10248,1
382bzqdjj3,4552,0
365kbv5gon,1572,2
ngq9pddxv3,16509,4
nmm5o8l8jn,5101,0
l34ypzb6y3,5775,7
nv4obkl8pn,6318,0
er5rlkaa73,12348,1
3oyo58zwze,4795,4
3pav896bz3,1786,2
er428amd9n,1116,0
ed8og2ragn,18034,1
3x6l8y5g43,2791,0
39x7dlb273,990,0
nq2jrq2qon,1585,0
63x4kv574e,1996,0
3jzgvg2moe,1468,0
ng68rbobre,1254,10
3pgkp59vz3,971,0
e2ax2pax63,3128,0
73oyx6a4ye,2484,5
eryrg8zl9n,3589,0
37r85r82wn,2998,11
63xy2g4m4e,299,2
ng8yaxkxv3,2486,0
3lmzbxa7ye,15827,0
ekb447rk5e,2811,0
nyd2vorvzn,2632,0
nvkqzjxo23,3487,0
3a9x7659mn,44777,0
3lml666abe,1629,1
3452gl52je,14135,0
3lblzwdobn,6980,0
3o8qbw88yn,15773,3
3xr5w62rp3,1223,2
3l22wjqlzn,34361,1
3jq2a7qrpe,9174,1
3l6o9ppvo3,3506,1
ek8xjw8dde,6183,0
er65q8b75e,10517,0
ekq2advrge,2714,1
3xqmygqv4n,4397,2
34gy654qp3,1395,5
4e5bk2j64e,1242,5
3wyz6x55zn,334,2
ng9zgkd8re,2541,0
3wwp96vxq3,2760,2
ek2r9k4mre,1886,3
nvv6wd25pn,5399,1
edobaowp23,7244,1
ngljpd5qae,5345,0
3pxy7796bn,2517,0
er7pg2j65n,2667,1
3lbj6wa4on,7311,0
m398jdj4bn,5004,1
ekgv645923,586,2
3zp6wlvrjn,2428,0
ek44jg7253,6377,3
3lo8r6gjd3,3190,0
nyro2q6xze,31027,1
3lba4gz4yn,3566,0
3lmvagdwze,2890,1
34b4lrolme,9926,1
e2bzr2m5ke,10369,0
38k7lg62j3,2462,1
nmomdzp4je,2679,1
3p27x7azbe,4798,0
ek49744w23,1172,3
e52qj8pabe,3212,0
3o4rjvv66e,2212,3
3ozp5zoa6n,4036,0
38w2xra5o3,627,65
nqqm6rylzn,9598,0
37vwrzbdj3,7371,0
nm47979q9n,1535,119
9ekm4rr843,12205,0
38kg84obo3,1485,0
er6d4mbzje,732,1
nm8b25yo93,1044,3
366ppmxk83,11413,1
3lb8w49byn,731,4
372wb4o7je,1642,0
e22ydk4a6e,1806,4
nv4y9pplbn,23323,0
38maz8x6dn,8686,0
qe2a8pwgd3,8627,0
ek74m5bpg3,3992,0
nbmkmzb4me,564,3
ekbrdz9d2e,1226,1
34j2wo7wp3,1338,0
3pxrvmjmbn,13263,0
edo2przod3,990,13
nmz5wkrjk3,710,3
36vm592oxe,1161,2
nykz22rr93,4455,0
ery2qzqd9n,4041,1
3wv27962yn,23982,0
3o2wp7mkzn,527,3
3py2y886k3,1399,1
ergw7jx65n,1608,0
nyqrzl5y93,1009,2
nm9gll7p9e,1526,1
3lpgqx8mye,3020,0
4ngqpajvb3,1401,0
erdaxxr9jn,1719,2
ek427kgyg3,659,2
3p7g4odg93,1308,3
edxldgwqw3,1404,1
ng8lbja7p3,18155,1
ngvyjdwyan,2152,0
3wxlp9gqze,3964,0
nql7wjm2k3,2690,0
nqavgqkxke,2249,0
4e5ojkzqgn,1535,0
3a574dzwbe,7520,0
nb6adwz7y3,3928,0
3lxmdpdgb3,2398,20
3xdx52qxle,8468,0
nmqo25x5d3,912,2
3ax546p4dn,6717,0
3zwmlbzx43,1760,1
3zz27z6643,3197,3
3l7vqy4rde,6219,4
erav76mqln,4199,0
