"sku","cost_price","halifax"
3ozo5zqbkn,639,2
nvkdaz8lq3,988,0
e24lr9mbk3,1434,0
3xqdpwjvln,7374,0
3wv7ov8xqn,907,69
rnqgm56oea,18453,0
ekybqdga43,3882,0
3xxqaj27k3,1483,6
374wxgmbp3,1128,4
e52okw4doe,8740,3
ek7b6yyb43,14354,1
nm2gvxgax3,7104,1
nm265gr993,3952,1
3pkbx977ke,949,6
ny4p9xp6yn,1265,7
nqp5l9pqke,2440,2
e5v5a88jg3,9738,2
34q4g4pdye,1420,0
nb484gxz2e,3785,3
3zxkg9xzje,7252,0
nq2abomgon,930,0
3zdxxv7qjn,9616,1
nmkr25rgd3,2622,10
37vzqogww3,1966,3
edqv9o8pdn,2325,0
34jxykv843,3036,3
nmm5abalkn,1471,1
3x6looj6x3,6275,13
34k5l4aaje,6182,1
xervql7j7n,1036,1
36ybd47zke,8153,2
nbvj7kgrme,853,0
x3awm96xve,3504,0
edx4vbq6d3,14354,1
erqakox653,5922,2
3woo7wllze,1378,0
erg95j2vjn,1220,340
nykq98g693,1155,4
e22b46b77e,8856,3
3xl2ok5jk3,1000,0
3pxrdjyj8n,4890,16
ny4xgqgggn,3884,1
nb7w9ml5ye,7788,1
382kg85jd3,2550,1
3zlww26d4e,2953,2
3wklo8wby3,4073,2
3j2z2mzmwe,3128,0
3zrm87x6je,3759,11
3pqxxgbzze,131,4
3oz568d6kn,542,10
39br95957n,1338,2
e22zrjjyje,2473,10
34j27964j3,2519,13
nyal9y729n,4087,2
3lbz7jkydn,355,0
3xzlk7d44n,1317,0
erab76kv8n,3433,11
ek98xgg2rn,280,10
nb4brmvkme,716,1
365zk8q8jn,916,2
x366k2my93,3307,0
nbvr2zxo2e,1166,10
nv9jpgywxe,5538,0
3l8rdjqjbn,3452,1
3xrvv7or43,2336,4
nqlj9rp2o3,3496,1
3zgrwmbkjn,1237,3
39lo89qrd3,6916,2
3lbwo2vj7n,980,4
ngbjmbm4a3,624,0
364omgr4oe,1507,1
3o8q67qdyn,6251,1
nykpozkag3,4183,2
3p2golg2be,2667,0
ek9gpr6q4n,4500,4
3aqg5xvz7e,1026,40
36y6rk248e,1184,0
365lq974on,11673,2
qnvxzvjgbe,2725,5
3aqzbm4g8e,11739,1
379ja2yrwn,26736,2
394964gvge,432,2
rnqy6gqzme,4226,1
37awakz693,2802,0
83wb5p9gm3,3745,1
3lmlyv6pde,1042,7
ekz5akax2e,853,0
3wyvzmmzxn,1251,2
39gkoglope,5726,1
3a7qrzrr73,647,3
ed7z2lq5we,3347,1
ng84d5kqz3,1455,0
nba867mbye,265,0
erd26l8g7n,1039,0
ekbxxdgk5e,770,7
3x64apoj43,13023,2
34gkkydqm3,1966,3
39gp22ry7e,1507,0
e2arrl9j63,1859,1
nvovo79ype,3322,1
e2byba74ke,4395,1
nb45j8zq2e,966,2
ekokbjlj2n,121,0
nmz74g4rv3,11521,1
edxll8gvw3,45209,1
3zwx2xg873,2097,0
ekgm2lr4g3,649,16
3pxgoxgv9n,2042,3
m39r7w8vb3,1077,1
nqz4724z6n,1018,9
3xzpzx9lln,8951,1
nvzazaz2j3,2241,5
3zaoxj5ywn,1190,0
edkkrjwpzn,4905,1
edkqkogqwn,2871,1
3oz4d9qpzn,10872,1
nvzyza7qp3,580,26
qe2o7pzv6n,8553,2
ek4w96p9g3,3451,7
edk6xoj4zn,1984,2
3zga477l7n,7510,0
3j66jrmxpn,1069,1
36pzrky8ke,915,0
3xxaq7m6d3,3596,1
nvv9o49qqn,13589,7
edo9rkwlg3,1728,3
3obkbgdq9n,853,0
ngg7q54jvn,1351,3
ng9ak889ze,9846,20
ekqa86wv2e,179,0
nbazxkqxxe,4087,3
nm9jbjkl9e,7982,0
34pz294rp3,3695,1
38m84wzb5n,458,0
36y4xbddje,1804,0
3p722z75g3,3978,1
e244a8ovd3,376,5
3p246loy8e,2628,1
ny7z886lgn,140,0
edq4gv9a2n,2960,0
3zlzv6lq6e,1049,0
3pazdaowg3,608,0
3p77q2k593,299,51
9ekgby9vd3,3823,1
36p8mq4y8e,3984,1
364l5qa6je,3121,0
3jmg2qojo3,404,2
ed7vyvvl4e,1688,1
nqyoapk9ze,1528,1
edyxvvazwe,2388,0
j3jqagoaoe,800,0
edy7d9av2e,4011,0
nvpdaol4qn,1069,1
erbj5gxy53,6841,1
369r85go93,7873,0
3xqymxo7dn,4729,0
2nyjmlooln,2850,0
e2vxkbrld3,683,4
364by9dbje,7422,1
e25xpy6yae,11721,2
e59r29yjgn,186,128
nyqzllkkl3,3121,1
3o8m9dadgn,11348,0
3jxmqwbapn,5105,0
ekg2y8wj43,288,0
3lx6b4jab3,4369,0
nglllmw5ve,2658,0
nb4mzmmpye,3707,1
3p74mmpvg3,8203,3
34bvgqjbye,9610,0
wnbl6wdgm3,5792,5
ngvd5k2mvn,4257,18
3lb2xk6l7n,521,4
34gvd82bj3,1337,0
3lob8d85d3,5052,3
83wjo9dxyn,552,8
63xqklpxnr,2251,3
nglqlzzzze,10178,0
36pvok9r9e,173,13
3o22q448zn,6259,0
375x6bvwje,6528,1
379r7aqxxn,7104,3
3jrodyyrwn,9294,4
ek95lkxggn,5215,0
ekgmdj5943,404,4
wnmb2k7v34,3830,1
e2djardj63,865,7
nby6qoz22e,3776,4
39jw2zpobe,541,17
nmm5g9wpdn,1232,1
345wqz46ke,6605,5
3ayjmglj73,1274,8
nqlvorqwm3,708,2
3l8ld4y77n,1704,2
3zkylbmm63,2887,0
nmm2jdwxxn,7733,1
38da6v6y4n,845,0
z3759drmje,410,3
63xj9op9le,2840,3
nqzlv7d9wn,596,2
erg48oxxjn,2628,6
63xvb59kle,983,0
382kzq5qo3,271,2
3967ymvjb3,2982,0
e2jpl842k3,4728,0
3zwrjyoz83,2001,1
e2aj9xgjj3,2271,0
er6d9y5b7e,1435,0
3o4vaql6ge,1646,0
nglbrpdwve,9428,0
3xa6yvrqpe,2751,2
nq6yjpzzm3,800,3
3or64r6793,4593,0
3l68dkwad3,8777,0
3alp5dga7n,222,2
nba9z4rbae,2928,1
37x6rar5jn,1300,3
3oyo58zwze,4795,4
3pl7652zbn,1763,5
wnbaplzgme,1265,2
m39gmbwybe,13749,0
z37zkvyqve,4576,0
nbv57pbrme,4152,0
3j7ox4vzw3,1898,0
39jb24r2ge,526,2
edqqlj97dn,16024,0
39rgddjyb3,4242,3
er6o9jxz9e,13174,1
e57d8rjko3,1281,2
nbvrloj99e,3873,0
g38j2rwvpn,1855,20
3o2ov5qxkn,3832,52
3zry2lm7je,1503,2
x3a4o2ovm3,3985,6
3l24xxv4bn,140,0
e556p76p4e,2391,0
ed8oyrg44n,1589,10
nvp2a9rr2n,1078,0
3j6p2p8g9n,3250,2
qe27w8x663,1223,0
3a8jw5v97e,887,2
73ow9dvk6n,3865,0
nyb67gl6g3,5217,1
o3p5abqdbe,458,186
ekgll6mqd3,1787,4
nyx52kbkze,188,0
ek7gl5pz43,4280,1
x3ara6k4mn,1322,1
eraww4dg9n,1096,1
4ngp7qy4vn,2152,5
ed7vmjygge,5311,1
edzbj5p6wn,5821,0
edzwylx4gn,1734,3
3p96bxaybn,5021,0
nmr9lo9oke,1507,4
3xvaa6r7ke,1080,20
372g7kobxe,5340,1
nb89vpoman,3759,0
nyawx4qbgn,3956,5
x36kk89vxn,9557,1
nq289x486n,1080,9
37xk7xk8wn,10501,2
2nyqzj9rg3,1283,1
ny7wy9xdln,1059,0
ek7d8job53,629,1
3wlxoag5ye,984,1
3zkxalkkw3,1376,0
39gy9bg6ge,19254,0
nqpoqmxgme,4403,0
nya8dly8zn,2347,0
37v8zl4ax3,89,40
edq8qav82n,336,1
j3j2mar46e,568,0
364yyv48ke,3532,1
ek7axlwj23,4603,0
e5gpy9qgb3,162,0
39jr7dk9de,3050,1
edqr7w9v4n,1413,0
39xw6zbqp3,1283,5
3zx9rbjlje,841,1
3oz6wk94zn,4006,0
3zwjkyzd63,825,1
e2g9av2d63,300,49
37aly4dbj3,1507,3
3wvgmg2pqn,3140,1
3lbgxzrmon,5127,19
3p2gp64oke,1597,1
3xozx6opx3,3880,0
3wx6xk9kye,2743,0
3wydaxvvxn,136,2
3wxv6vv6ye,862,0
m39qyoq4dn,866,2
34bp4w9oje,10500,1
j3jj8z5k63,1522,1
3ayragx5v3,1537,21
379a4pr6pn,590,0
nv9kolw8qe,13529,0
e2v924p573,1739,0
396rkpr873,2442,1
nvb9xjz8q3,4811,10
37x7vxw6xn,576,13
ny7ddw9rdn,1877,3
x3ar26ykbn,1942,46
edg6ook8we,4868,0
3l2zm89rzn,1291,2
3lobr6r8d3,9498,2
3wok662mye,596,0
3l2zmr4abn,1071,7
nq8zxd776n,819,0
e2dp57qja3,7733,0
3pyq4roo93,1925,6
nvoorprqbe,792,0
36opg7qm83,2010,0
nq2jv6w56n,845,0
3454rd6bke,827,0
nqlag5y9o3,10258,20
e5m6ywyq43,2451,0
34xlxodojn,9040,0
qe2lkyzydn,517,237
3aaq5k4ad3,4405,3
3lrmxvwqd3,3026,0
396yk2aog3,10956,1
3xxjbwb8d3,8784,1
3xqz5wy7kn,2816,14
edkz87jjzn,669,44
34kzxxw8me,11016,1
ng8z9lgqb3,6324,0
nmqz8d2wv3,2829,0
3xxjo7qjd3,31535,0
e52kr9884e,2699,0
34964md4pn,11982,5
erd4jz9wjn,4532,0
3pa8mp2az3,3607,0
3woopaq8ze,322,4
3oyq8v57ze,2570,20
wnmv8w95jn,8456,0
e228586r7e,495,270
3lrka2kq73,594,1
3zddyvwkwn,2885,4
396lamoxg3,990,4
nvy42zbxpn,2897,11
nykyb29wg3,1621,4
3wyp7b4gmn,1718,2
qnval487pn,2171,0
3azk9xaybe,1341,6
e2569j8lke,5786,0
nvoyy2l82e,3271,3
nqlbzmqyw3,5931,0
ng9vvokkae,14723,3
3lppz7ylbe,1972,1
3a7rqow6b3,3790,4
3lb8xgpmdn,280,99
e2dgljpld3,702,360
nbav6ko5xe,7025,0
nmk62r94v3,22014,0
3a722q72m3,8867,1
nyxxbgvaze,26344,1
e2gdy59673,1848,2
nyx45ko9le,437,0
37xrdpadwn,3551,2
nyap8qqz9n,1012,0
e5mqgdlor3,740,7
3wq8gl7bq3,33640,1
e24z7q58k3,2557,6
nggqogb4an,1763,0
362zwpq2jn,1973,4
nykavbv493,426,1
38jyxa9jdn,410,0
3j2o8wopwe,1031,4
ed7bmj8lwe,7775,2
39lryo7pg3,6391,0
e57k6y7g43,332,1
3oy9bq9jge,1070,0
3zg9v7kj8n,2420,0
9ekxmzkvrn,1590,1
er7r9xdw7n,1541,0
3jxdojq26n,59,3
23l5v9pqdn,20652,0
3j2g95mb6e,2823,12
nvkkw8y2x3,3308,1
3jrokzdoon,328,25
3ol87vvzz3,4430,0
nvovdry5qe,407,0
ekgy7yb5r3,9811,1
34gk7ad6j3,37315,11
3947rx7bye,819,0
3l75pw457e,8918,1
edqkbj4l4n,3852,1
e5p8b5zrg3,4127,0
362qv8mo9n,1539,4
nb62mvq923,100,4
e5g97rxyg3,2542,2
pedl87m243,4727,1
3828pl4lj3,4127,0
83z7q24g8n,3793,18
3wqo7wamm3,5046,0
nyypd8bk9n,1701,300
3woo2az9ye,2008,0
nvvak7v5qn,9020,0
3a7br9j8m3,1256,2
3z7l8kwzwn,489,2
3jxrgvwdpn,852,5
3l7var6kze,4037,3
er7zagp2ln,16029,2
3jv4bdlv63,1542,0
nb7ql2kgme,1008,2
34bb44rk4e,6641,3
3oz9pvqggn,7201,1
o3pbdxgg9e,1051,0
3zd678w47n,3059,0
39x7wk6v73,2740,1
38xyor2qoe,7833,1
e242ga4zj3,3304,10
ngb6q8j9p3,823,0
nqlyxvxyo3,823,0
3lr86l56y3,3338,0
nmo55xzk9e,185,80
3zrxvjk44e,1055,9
e578k6ldg3,1376,3
3xykbzxxxe,728,6
nyd6jwbjgn,2310,1
3xlz8rzxk3,1223,0
nm4m8lmzvn,2365,17
34bo56vr4e,777,76
e558ozd5ge,140,0
3algbzyqvn,1623,0
3paomz5r83,1701,7
39lgm5woy3,2049,2
372p5g82pe,1930,1
3xzykl8ydn,4152,83
4nga2klvan,4609,15
34prykr6p3,3354,2
nybjy8yad3,1489,6
nyxxvpaqze,5112,0
3zkydrvm83,1202,0
39w7xgjqyn,18085,1
3pydby8m83,5457,0
l342k89rye,21099,1
ed8rj7r74n,860,0
3a9ox8or8n,18266,2
39b5zqda7n,3515,0
39z8z6gr7n,8245,2
j3jb9owq6e,4137,0
xeroz7al5e,2641,2
3jm9gxpj63,1777,4
3lxdma7b73,495,0
e2m88x4w73,2449,9
382vq76l43,2043,2
3zzp8jbbj3,38016,1
nq6wjjykw3,853,0
3l7rvm4p7e,20144,0
er4gpoavln,11835,2
39jkqdvqde,4893,1
3xo7bd7o43,772,1
3l6xmjlwo3,964,0
3p2k8rx5be,813,0
365w62qmxn,28153,0
3l7287abze,1412,28
362q4562kn,1023,0
3zrd9dxo6e,4239,5
39wvppjzbn,1314,6
nbo77jvaa3,179,0
3wq26z7px3,1398,5
37a6vdjjw3,3606,2
nb7joqa82e,13009,7
ek745yvdr3,2769,7
nqa8xxrd6e,6145,2
nm44bovlxn,1712,13
379444wp9n,1595,3
nvqp8gmk23,5376,0
3xr7dvrzx3,206,20
erg2x9pr5n,1021,0
3lxr4dz4d3,703,4
x36yg4woke,415,1
nvzdoplj23,920,0
83wawx7vmn,10758,2
er7d6y42ln,1313,0
e2jq2y9ld3,2689,50
3x6a584lk3,6397,1
ngqr25yqr3,186,0
nyk6apljl3,983,9
36ykkxdaoe,619,4
37x9lwjxjn,4328,2
39xvl8wky3,535,0
3lp4qrdqde,1099,8
e2ov4kj9jn,579,0
23lw8rr2yn,4422,1
ny42dp54gn,1309,2
nydk6zr9gn,3252,1
nbowxvrw23,1206,0
3wv2za59yn,3516,2
34jrwmy7k3,4050,0
3lbw2j2mzn,2131,2
3xzqw5jgkn,2251,3
3a95woo58n,19853,1
nm2wqmrd93,4127,0
3wk5qqj4m3,14348,1
37vyljaow3,2986,4
3w4kry7zmn,11668,0
39xm9bx273,3010,2
nglywj6pae,125,0
nb4xpbk8ae,1592,6
3ozj7j47zn,5323,0
38jvy8doon,3450,0
nm2p22p5v3,13516,1
3wvpx4qqqn,2327,0
372zpzbp9e,173,33
er5ylov893,5736,2
3zgajx4p4n,1507,2
39rgbpddy3,1449,1
x3a2p6vrve,10372,0
nga7lzjpvn,4127,0
3p2mja5mke,1244,0
e24k7mw973,7665,1
3o8l6lvagn,3700,1
ngqdbdzaz3,624,0
375qjym2pe,2634,2
38mmb4rq4n,6708,0
ek48or2q53,2217,4
39xk8jw773,1155,2
3zxwpro96e,443,1
3ax5p9k7dn,829,2
nm2amyrq93,4225,8
nyqw7ybrz3,3403,0
nyq4a6lml3,125,0
nbmv4kgyye,1475,1
nv9vl92w2e,365,3
23ly6wmrze,2957,2
nmmy9vp29n,2710,0
x36oowk883,3818,1
xero7jx8ep,5180,1
369mv45dx3,7873,2
39bmym4x7n,1331,5
3l2x45vldn,9337,1
2nymk64qzn,918,4
nb46rmr9ae,6371,0
e57rxjzmo3,966,0
2ny4a57ogn,1488,0
e52prggkre,987,3
nvrvob5qbe,1326,0
3o44gqxjze,440,1
3w48pa44zn,2688,1
3jz7vb7ppe,8321,0
3jmk849263,949,3
edxb6kq923,1051,0
ng6ljx5lre,1418,0
ekb2wwm8re,10273,1
3zrvmvog7e,750,3
3aqzkwyrbe,596,2
39xbqavjd3,2592,110
ek4ldal223,1619,0
e2jwklk8d3,6848,2
ed7m44w62e,2179,2
362dw474kn,2239,3
x3adjzbvv3,1237,35
3j8d42796e,464,0
x36zmpvqxn,2241,10
3army7o2bn,30424,1
39wqyzdybn,823,0
ek44a29p43,993,5
3695w4ljk3,21379,0
ny7aodo7dn,8806,1
3px5vyla8n,8121,3
23l4p5gkde,2627,0
nm8p79v7d3,14269,1
3a8oamb2ve,175,2
34xr5kqbpn,2055,0
nm8og9ymk3,4277,0
38xqvw4kpe,2636,0
e2bkb9rjje,9271,3
368wwpp68n,6748,2
3pg2v5d8b3,570,3
m39mlz77de,1184,3
3zk449yy43,2831,7
edyz5jg6ge,725,4
3zrarqx26e,3082,0
38k8xvojj3,861,1
37rmdqr5pn,5269,2
63x97wg6k3,7641,0
nq6pqr8bm3,541,17
3zxx9d886e,448,2
3ozzqrwm6n,4941,5
z37vvk6kp3,8482,1
34g5aoka43,295,13
367ly8xz8e,8047,0
nbv8xm6aae,870,0
nvpja5pxxn,2260,3
3o4qv9b8ye,126,1
e5z74r66be,1747,3
nq2dj6yz6n,5298,8
374q9mlrv3,3289,0
37v6lplyx3,638,2
ekz69x5vge,25690,0
3wly5wzabe,1507,3
ngogrvq9be,2823,2
396gkobq73,2885,0
3947ldadde,2466,5
nbd4558l9e,245,1
e5gyrybzg3,7025,1
nvbwb9qrx3,4457,12
nyd8qj4p9n,611,141
3xzqdykzkn,1436,0
nqqmpgwdon,802,0
3py7lxxo93,567,2
nbaxykbqme,1218,2
nv4pp9zvxn,1170,0
394o74z67e,6632,0
3okpkloq6n,1774,3
edxm8wb4g3,516,0
e2d9dvr573,2418,0
nvol2b7b2e,9102,4
nb6or8d9a3,389,2
3pxr75m4bn,208,15
3xr4lzwol3,98,2
e2gbkrmlj3,1651,2
3xxgryyjx3,5387,1
38zb2wzaj3,3928,1
38w54wgqo3,186,0
3wlaydkqze,7412,2
ny48b5zpdn,4413,1
e2d74ag8a3,1608,1
3olqazwzz3,3335,1
3j7jza7jo3,723,0
3pl8pgqazn,4763,6
e2bqzgvyde,1099,51
nvzwxrqx23,2803,0
e5gylxy7b3,1048,5
3azxxvq67e,470,3
3oyqrx88ke,9374,0
3okqoyjm9n,9246,0
ny7gowayyn,6921,0
365zxrw5kn,2555,4
nb6bb5bja3,3468,3
3lx8q5pzy3,3737,2
3a9l2p5wmn,8014,4
nvr7plqaje,1059,0
3zdwyj478n,1124,0
3zl9g7ypje,3428,5
nqaqb2ab6e,1014,3
ek7lka8243,156,2
3x6d25ajd3,3709,5
edkb5w28wn,4558,1
3zlxyagrje,567,35
38zkl6rm53,3767,2
36vvayj4xe,12046,1
3o4q8kzr9e,173,142
pedyyakx2e,11237,1
396w7dlay3,98,2
ek7omvql43,17101,0
ekz5d94pre,584,0
3p7k7jpwz3,7516,0
368d9aqmon,1712,1
3o4l6bgkge,1259,0
3ay2vvlk73,12528,0
3o2op5b29n,16109,3
3ok4dxm76n,3371,0
3oyk8268ke,4433,1
2ny7ragz9n,3698,14
3a8g9b5xde,1595,3
ekq7xk225e,908,0
375rl2kkxe,1182,0
38jkyr5k4n,3018,2
39jd2zlv7e,642,0
nqawyzj5we,1509,2
39z222br7n,20053,0
era2bompjn,1204,0
nm9bgd5qke,859,0
eddjk2yw2e,13326,1
3zlg7kz7we,2149,70
nbmxxqmwae,4110,0
nyb78qplg3,5681,0
83wvz2b2zn,514,0
3lmo27zwze,858,0
3o2joz956n,6823,0
3jx7ljz5xn,1663,5
3larpjyxoe,2560,2
wnmz7v29j3,935,16
3xo2o958l3,1059,14
e5pd28j743,1288,2
3p7wjo6y83,4073,2
nbyzpzzlxe,1562,0
3754q7x8we,172,0
nmo62xj7je,148,0
3w4jka2yyn,441,9
3pq2z8arze,1112,0
23lzggbyon,3834,9
34qmz2wv4e,3568,0
3zk845p963,7511,1
3p7jjzkmz3,4697,7
rnqmaklbwe,724,45
38mz5do74n,1285,15
37vbg8rjw3,913,3
nm2glb4dd3,972,0
nqz2g6p6on,1339,2
nmm728a4jn,2677,1
nvroorzpbe,25888,0
3xldgxvdx3,1157,0
ny4kkaj4ln,5793,2
e57qzxyw43,1606,1
3zzoq7l663,505,3
39wpa5vodn,12223,5
nmokmoplke,3802,12
3z7zx9jl6n,1609,20
3669zajao3,5742,2
e52br7p4ge,1797,3
39bvklx9bn,823,0
23lwr9qkon,1376,1
nmkgljal93,3793,4
3j6kwxqgxn,260,6
3j6ravz4xn,458,6
nm87zv99j3,13369,1
j3jvpoo563,819,0
nya2wzky9n,3785,1
er2gy296l3,529,62
349xvwym4n,1031,1
3xda87xdxe,1376,93
3zlj89ypwe,4299,4
nbkljdgr9n,1202,0
34k27ozlpe,1305,0
e2jk5aaqj3,1202,0
ek76924p23,603,0
eddb8adwwe,380,8
e57y92b5o3,535,89
nbkm2y9mmn,4320,240
ery8mza97n,157,0
39jmg5xobe,559,1
372qpkg5we,4131,3
3lm4vakvbe,1426,20
er6amzzg8e,8617,1
3wwl84o8x3,1042,5
nvyobdzdjn,5543,5
3jqamap4we,6187,0
3wx6qmryye,1528,0
3j2q9p92we,21184,3
3aavko6883,1464,1
3za5wwpr8n,4487,0
er2abl5dj3,9332,1
nydzmzaddn,800,0
er5mq6ab83,678,2
nyyzqy9byn,2387,3
m39zy6ya7n,799,18
3zk2268gj3,3520,3
e5lvxx6xbn,10502,3
nmozl2dqje,458,1
e2vp869ra3,3798,2
ng6j5gl7pe,3090,2
e5275grpoe,1419,4
3wygb58abn,3555,0
ed7a7w6yze,4819,6
nyk8gbovy3,8405,0
e5gxpr6x43,8159,1
wnmxd9dpve,296,0
3wqaobmgz3,6221,0
3lm2kx9pbe,13906,1
38k752ggd3,1199,10
3oyxbzzoze,8419,1
39xrxmg2b3,27630,0
3wxzjbllxe,10185,4
3zlkzjb46e,3212,0
erb4vza773,1067,0
38vzpr4k5n,1112,100
ng4vjvjqrn,538,4
nvq9l2y5p3,2681,5
edzd6dv4wn,551,13
349ko228kn,920,0
3jrbdo9x9n,4590,18
38w6ab4mj3,1229,0
erg2x9g75n,2055,6
3lml7k4mze,146,32
er5wm9ypj3,13373,2
3o4r7j9kye,131,7
3ozmpygokn,7174,7
3pkj4xgmbe,1507,3
nbdqm88j9e,5464,1
3j8ogoqaoe,1908,1
wnmpvqrgdn,2667,0
ek9rxjlwgn,2452,110
er6jy5b5je,14054,0
g38mzk4z4n,664,80
nmkbmxg5d3,2103,0
39w6oo56dn,2722,14
3j6zj67qon,12053,0
er7lqklzln,4366,0
e2ddoka6k3,2697,2
3aybmdqrm3,1395,4
3xzopdpvkn,14903,0
38dlxq6adn,3844,5
ek9d872q2n,3860,2
34qvmxrq4e,4261,4
3x6row8mk3,1231,54
ekgkoj4rd3,6985,3
e5mb5g9y93,3507,4
nglvmlbyze,1719,30
e5gb8zlxb3,10214,2
erbmj4vg83,189,110
3a88xqyo7e,4717,93
wnbzr2472n,2206,0
ek8qx6jrde,8871,0
e2mkjg6zk3,11354,0
xerj7wo4ln,1225,0
ng6q45rvae,4227,2
37m4lpmdj3,2108,2
e592o72abn,4278,1
3lpby6q6oe,7439,0
nya7akwvgn,10440,0
edd92km2ze,1284,0
nv9jpq8mbe,1607,0
39gyj2wxbe,4314,2
nykzq5dwl3,8203,1
ekq5ww975e,1078,3
38jyvrv4dn,6861,5
era9xjzy8n,2087,0
g38jgjvrdn,2877,1
er6wbw9ale,1928,0
37xgz9vm9n,1718,0
3wkvdd2gy3,3966,0
qnvmvl4lxn,2825,1
nba95y659e,1080,0
nmdq7jg49n,191,28
3746dmp893,6454,3
3pm4kojdg3,1703,1
37ajajqwx3,1536,0
3or2pmkmg3,5146,0
erd4va6a5n,1040,5
edq5dbba4n,7186,1
nql7x4k4z3,3575,0
3j7jox8l93,2643,2
nm88x99rv3,5437,4
3a85a46lve,2404,0
345jag9dme,1186,32
ekojk6gj5n,1677,0
39jqw5dbpe,16080,2
37x5yqo6jn,2906,2
o3pjy9okb3,4212,6
3ay2kb9od3,4194,3
edy5od5gze,676,2
349p84ydmn,2884,0
3jrk7oxbon,3313,0
nvb9zr5bb3,21541,2
nmzv8pmx93,2884,380
ngvz2g4rbn,8224,1
3pxow8alkn,2236,1
37a9zlwvw3,6221,2
3ooajb8q63,2289,4
nb7v6a489e,3241,2
3wokdl2zze,2818,2
3wv8jq8pzn,1700,0
nv9akl9rbe,1376,93
3o2o9yzkgn,5936,2
ed867yj4dn,244,0
3w7p9d78zn,3418,2
366pagao83,779,0
nvqvzx64b3,4080,1
3wx4y6lbme,7206,2
edxlr46pg3,4885,0
63xraygrp3,2502,6
nq87q2rmzn,2011,4
nqp57rjgwe,971,1
ny7p68a49n,40978,0
34x49gwjkn,5686,1
3964575ag3,5973,2
rnq2w8rmmn,10757,3
3xv8b4aoxe,2884,0
nba4gv6qye,1498,0
39br5bpqbn,3581,0
e245g5kbk3,976,2
x36arjgb9e,4828,100
3wybgmjpqn,5171,0
o3p7mook32,1068,0
ng8545jba3,6966,2
pedjp8g4ze,7443,0
ng9kbr46be,4434,1
3jvlby4dw3,3429,2
eddb5lwvge,1426,7
3a578wky8e,111,4
3j7ogozdo3,636,85
nb42q4ozye,6707,0
nbak9qkwae,823,0
nqpyaoyyke,4474,2
3zlk6qa77e,8275,0
3aq5z4bpde,7775,3
nqaxv5m2we,862,0
37bpqvzave,1015,0
3wy972z6qn,8488,1
nggkj5gxan,1282,10
368wk94qjn,359,0
3ww8gmkpz3,5956,0
3j2wjq5roe,1633,2
edqvyxxkwn,1170,0
g382b6wvo3,1304,5
3zzam72qw3,2250,2
3j2bl2mj6e,2280,0
364gqmbwxe,2211,26
er6pkqgd5e,3070,0
9ek7ymvrd3,1475,0
38w259kpd3,60700,1
3aljl7pr8n,887,0
nmz88obxv3,1194,0
73o42po2ye,8570,2
3pk57q228e,1558,2
342dbzvake,783,0
ng9gaxkabe,6904,0
3xdvqdqlxe,1602,0
3lp465m2be,9736,1
nq6r465lk3,1282,3
38zkkwaoo3,1766,2
3olb57jdg3,6382,1
4e569br2bn,1380,138
er56raw783,4576,3
37m878wk93,5573,2
38dxoy6rjn,1088,1
erbxwaox73,3349,0
37aqgbd2w3,6182,2
2nydxpdmdn,1616,2
3xzwjlpddn,1183,2
3oygjjjq9e,1868,16
3objww55yn,3646,5
37bd244pje,27396,0
3zkqvxxq73,792,0
3zrw2grp8e,1359,0
3xx8m54jk3,1704,5
3wqmrl68y3,921,0
nby94yw2ye,306,5
3pxv2l58kn,426,2
4e5rbxkmon,3576,9
3a9l769xmn,3994,0
ekzp8awdre,2413,0
nqqlzg5o6n,13395,1
eddk6ql8we,4568,20
3xywkj87le,3431,1
xerx9b2y7e,7292,1
edy2gvmr4e,4509,1
nq2k2ab9on,332,3
nbkx8kka2n,1088,1
erqagamrj3,9374,1
38vbm982dn,2935,1
3p25866p9e,5320,0
rnqjyxqqme,2997,1
3zkg5amg63,508,12
34bayrwkje,5215,0
edqm55a9zn,792,0
erb9j5xk53,1200,3
3alqk9vj7n,3765,6
pedz7gq8wn,2393,4
3plmod4obn,3202,5
ngq2rvd4r3,488,3
e2dkpqr2k3,996,0
36vaq8lbke,429,22
3wl6zd4gbe,4912,0
38mw6o2mon,2759,0
ekql4rbmde,1714,5
qe2qkdkxde,1455,1
369oz27ok3,2333,280
3jqyp2wb9e,423,2
39lrjzr6p3,4814,1
nvp6d4lxqn,4604,0
e2go5ylka3,994,0
ngorpoqvae,7535,0
nbv68r5kme,158,0
4ngdv8pazn,11181,3
e2dmjd4d63,646,0
3algag4zvn,1243,0
nbk85ao89n,1231,0
3xrdkzowd3,2735,1
83zqm7dyw3,1510,0
83wkbpmzx3,6030,0
xerwpqj553,21894,2
er77l4795n,4562,20
3or69j7v93,440,11
3aryvg98vn,12974,0
3zlzyl654e,4047,7
36465gyv8e,7064,4
ngvmjw9zzn,972,4
3zab8kkpjn,1581,0
er2dokqjl3,468,1
nq2kp97gmn,2352,1
e24kob54d3,7644,0
3olr7g5gz3,1170,0
38226b2y43,2419,30
ergpy9obln,15066,2
nygxzpw8ln,1696,10
e24bq6pb73,1772,5
37rk8wgjwn,2494,19
e52qvl4q4e,8964,1
nvvg8gv82n,2884,0
37mg4gwyp3,818,1
2nyorzwble,1868,4
