"sku","cost_price","halifax"
63xbk2wjln,2432,1
3zrxo86y6e,8409,0
3lbx4mmpzn,625,1
edkkxdd44n,9557,2
pedz477o2n,11892,0
erqqld24j3,5613,0
nvzgpykqx3,367,0
3oo6krvyz3,2112,1
3wwzgoq5y3,801,0
nvrlpg4wbe,2419,1
379b56jovn,770,0
nvzp8wxv23,3037,11
2ny9ol7vye,3616,0
xer4lkjxjn,3891,1
erd6p75yjn,10584,0
e5m2zvda43,4039,1
3jv8dzow93,13815,6
erazb2gyjn,4939,1
4e52dwll9e,1340,3
nydgm88kyn,5724,3
3xqravw24n,4007,1
3pm9agybk3,834,4
ngvdw46jrn,585,4
nbykz97mye,1825,6
ekoz64lkrn,1540,2
39zylxpvpn,1656,2
3xq57qa6pn,11953,1
ngvym2rmrn,514,30
nmzb68g6v3,3181,0
3xvrzpry4e,254,0
nmrkpjv8xe,273,33
nyqg78rkd3,2219,2
3aav6wd573,21319,0
nmr7pp22ke,1004,0
e5loy96p9n,19425,2
38xb9wv2oe,26200,1
ny7x7qq6ln,177,1
73opgkdo9e,6812,6
e2m9yb2273,1707,0
ng98vjx9ae,8618,0
ngql7zgvr3,11965,0
wnmwxwv893,6096,5
3o8j5a8bkn,7576,2
nmrlr7j7ve,3784,3
3zr6gg8x4e,1082,0
nvk8rboox3,1124,1
nyr4wbqlde,1404,50
37xpo29zvn,2684,0
erb5y72oj3,7718,0
j3jz75oppe,6564,1
ekga95yd23,2214,0
e2vp7777j3,2861,8
nqam8w4z6e,3840,12
nvo8xzqaje,7774,0
nby89lzkye,1934,0
er2pwbyp73,4040,0
3xzg482yxn,7015,1
3okx9xb6kn,1083,2
3lm75xpbde,609,0
e2b6rq2xke,28106,1
3ozq8j4wkn,30198,0
eddmmpm4ze,21873,2
396bpavrg3,13629,0
34p2k8wpj3,1291,73
3lbpgd6dzn,4190,2
37b8yaxxxe,6234,3
er6kra2m5e,2062,2
9ekvqolkg3,1671,0
nvopp5olje,2422,6
3lx8az7xb3,2051,4
3alryqlzvn,7933,1
3orwkpwdz3,2942,1
3zwdxp7z43,5167,0
3648zr5gxe,8681,2
394y2mpl7e,476,0
3j2qk9azoe,13122,0
ek9ao2x9gn,26348,0
ng66v4gjre,946,4
3pxloqzyzn,2165,2
e57k656g43,399,4
3jvwgd5aw3,5523,0
39gdm78dge,846,7
er6g9om5je,215,0
3jmz8owk63,5152,1
nydomzwzgn,7047,1
er6mao7r5e,5004,2
e5zab4vzbe,91,6
37xla2wyjn,2823,4
o3p4rbaq93,6066,12
3lxd4jmad3,1055,1
x36obyjd93,3055,4
34xgydmlkn,3237,0
edq2pqx4dn,553,6
365bdv2jkn,6086,1
wnmk9z5dd3,2983,4
nbmlq48j9e,2858,0
3lblklbron,2795,0
nvoz49qyxe,7753,11
3aq4abyqme,8103,0
e5gqdjb8o3,2631,3
x367j2g48e,4073,22
ngo588boae,6856,4
e2mw564qa3,43169,0
ng6xl5vxpe,1459,1
38dv77r44n,5084,0
38d8jppj5n,2656,0
wnmmjmmq9n,1911,2
nyyz4yr9zn,4764,3
nqao9yrwze,17992,1
e2gbgyj9k3,12086,1
ek44yxoxr3,6895,1
eko4g856gn,9323,0
38vx486kjn,38881,0
ed7wblygwe,839,1
36548l699n,2753,0
e249k99dd3,933,0
nm254gvdk3,585,0
eraamyjyjn,6583,0
nyrkvjy9de,7156,1
edd6y9kkze,1091,3
3l66rq5yy3,11065,0
nybjd7y493,848,2
3xa7gy9x4e,1646,2
e5p2zbmjo3,1225,0
3pkzq4vobe,2495,11
nyr7q4b6ze,6455,1
39bolkxpbn,613,12
j3jzwdbaxe,594,1060
eddy48rv2e,3442,0
er6y4g5p9e,1388,3
3pkz76k98e,11039,0
ngv64gabbn,9803,1
366q5v9vj3,2080,1
3zwqjlkg83,280,8
34q67pwvme,1220,3
3zr2y4lz4e,837,1
nvz9l4wqx3,4114,0
3p2alb8yge,1868,260
3zxq2z4o6e,4685,4
ngvm2a59rn,4870,2
3jx9q58xxn,698,5
3jzlpp27pe,2823,0
3py67aa4z3,1901,0
3wxlbgx2be,366,1
3j7dya2mp3,2874,1
e2vylk5zd3,2658,0
3o4gv45r6e,1701,2
x36dr629oe,2530,3
38kgb64o53,5965,0
er6ykb2g8e,4992,2
ed7y9d59ze,9427,2
38vgbvqvon,827,6
ek47zvja43,2937,0
39jvy724ge,346,150
3o2ax4lx9n,7263,1
nbvxxdrgye,5945,0
73oavkyjze,1043,0
3l8725d6zn,1170,7
3lr7wv2l73,1499,0
374rovmrx3,969,9
37aqwwgbv3,5696,1
83za296vjn,4282,1
qe24jyjad3,62824,0
e5ly9qvv4n,15274,0
edqq98awwn,1103,0
3l6q6y8yo3,3430,0
nbmdqbwdxe,3267,1
ny7dw8dzdn,3384,9
ny4z6b7rln,12610,2
3z7zjrg48n,7722,0
34xdz4mlyn,1338,0
er2jdjp453,4202,0
ek87ry28de,653,3
rnqvog2rze,42569,0
ek2zqwlw4e,9415,1
3o44a8vp6e,18161,0
3pa2z87yk3,19299,0
ekgo8bkyg3,14960,1
nvq89j4rb3,1401,0
366m4j4jx3,21713,1
39lwpdx9y3,5421,0
3l6qjxlkz3,9391,2
nq262wjb6n,3952,0
nvo7pj2dxe,2003,1
ek7q7q5l23,7913,2
ed75v8wzde,9938,2
3w475pv8yn,1743,1
ngvrly9jvn,12729,1
3w46vpo2xn,8908,0
3alrm7or8n,746,1
edxmavrww3,4248,2
3zkk68kb73,5678,1
nb4bwopyae,2160,0
er24a2q2l3,2921,0
36p9koj49e,2030,1
34ggzrwk43,1026,1
3p2o86qyze,24480,0
342d2p22ye,19170,0
3jqb2rma6e,3435,0
3xobbmdkx3,13450,1
e596k9blrn,11795,5
ekq4bb5pge,1025,0
ergmkqbxln,23426,1
nykjm482l3,313,5
36ydyj2k9e,7670,1
nglqabodre,23830,3
39za88z9bn,1862,0
nbvaobmwae,4127,0
3pqvowm78e,910,0
3o8rbyx6kn,5125,1
3pa29qp5k3,16320,1
nbmg96ppme,8546,1
3a8r92bq8e,2614,0
34jzvlpzy3,1899,0
nbk6wvbzmn,5880,2
ng82pqg5z3,3161,1
nm9q8lmwve,24020,0
er6odvrdje,4450,2
3jxrpmmx9n,1666,1
3lromggwo3,5637,0
23lvg94deo,3029,0
erqxzjmd83,211,5
nyazxzb9dn,1121,0
m39yxj7xge,2002,0
23l6zra273,10777,0
3a5dk2byde,44502,0
3o454vo49e,5829,0
nqdz2q5x6e,5828,1
nvp7a9ykqn,18427,1
wnbpdkx5me,10255,1
ngaypwk5vn,4895,2
3l6jwy6by3,814,3
e5z866j29e,64297,0
3lrvbxlwy3,1398,1
3647jrqx9e,5236,2
e2gbo6rkj3,3847,1
erq9qzo4l3,10819,1
nmrw89lo9e,2754,0
nq82wgydmn,832,2
3papp87pg3,498,8
3pa77kkk93,3779,2
nqlxlx2w63,19853,0
39xkog96y3,1594,0
e5z2ol4yoe,708,0
ngvzdraopn,1814,10
o3pbpgoage,2465,4
3jvmggjlw3,25419,1
3xv9xpv8xe,25915,0
3pg87bzkb3,228645,0
e52yqq52ge,1375,1
3p7a6o5793,4536,3
34gvbkjop3,3561,0
3lx4gk55b3,2148,5
39wl4vj2bn,5131,0
3alpj5mpdn,3226,0
3x6rg9jgk3,1129,1
3oz7glzmzn,2100,0
nydwdj6bzn,5894,2
e52ao46rbe,8380,0
o3pa8d6m83,809,3
nmqygvo5j3,2717,0
39wl4p65bn,6876,3
e59y2yb9gn,9715,0
e2db6m2p73,2468,0
e2gxjazkd3,1287,4
erbw4x2r83,2220,0
3jrp658w6n,1018,0
er25gkxx83,10281,5
nbvd5y922e,2939,4
365wxqwxon,1595,0
3xv46x48ke,179,46
nydxd9d6gn,10954,0
e2mplbadd3,5457,0
nv9222kzqe,535,1
37rvz5w5vn,975,3
er7ajaqzjn,2517,0
ekqr7qyyge,24271,16
er7d2zp69n,783,11
e5lj7x5rgn,8677,0
3lmzol8pbe,2019,2
3w477plrbn,836,1
edpdp2llze,1621,31
2nyrw5y79e,469,1
3zdplq886n,2044,0
nq24r48won,4341,0
nm289o7ad3,4157,8
ngadak5arn,2677,1
nv4a9yljxn,9984,0
3oyddrj2ke,1228,0
wnbxyw9px3,775,0
3p2mkpql9e,5589,2
nykrkv4xd3,1348,0
3jr8ymbxon,7590,0
3a72xborm3,5040,2
3p25zrywze,3067,2
3pxw59jp9n,7913,0
3zwqrqky73,6132,0
erqogrg673,1736,0
3l8z8b7rbn,1701,0
nvzm777wp3,1749,1
e2vzwdr2k3,14477,1
edgjvpjlge,7172,0
3jvd55vrx3,4447,0
erdwqw62jn,1515,1
73olwvgxz3,3311,0
nbkdjwyq9n,33815,0
3l6rdwa873,1267,1
36952wawo3,2373,0
34xpaz7vjn,2900,2
3ar2gp24dn,4979,2
3zd24z2l6n,795,4
wnmm6yxlxn,16906,0
382zzl9943,5335,3
ek44728a53,1307,1
3j796jb4w3,2046,1
3457od8zme,2692,0
367lmbxvxe,3131,0
3okqzkmv6n,9945,0
362jkr6p8n,5143,0
38zj9q6zj3,1628,2
nyaxrdp9gn,2997,0
3azr4q9pme,1274,20
ng9dd6v4re,7749,0
34qdjg9ake,10202,5
e2alzwljd3,283,7
3wokazbkze,2488,4
3pmbkl4983,572,0
3lmpl6pmbe,887,1
38j42gxvon,1380,3
ek9zdz7krn,180,0
38wyl6rqo3,1489,0
3o4qwrmxke,14051,2
3zkjz8wp73,3837,2
3xroggpvp3,9067,0
3lba5mq8zn,1042,0
34ja5dz8m3,2702,0
39xrv5y573,1279,1
38jrllrzjn,13968,3
38dzvb5zjn,25442,1
nb7jvrx4ye,10670,0
nqdrkrpyze,20553,1
3a5vvj42de,1417,0
nqaza7obze,3204,0
3p7voppk83,3209,1
3zldvzlxje,294,2
3l2mdprw7n,3214,0
ekz2xgmy2e,2283,0
3l68dkwad3,8777,0
ek885jpk4e,4682,2
34k2b774me,9868,1
e2dy898bd3,8209,1
39xrakqvd3,1847,6
ek889l2z4e,4031,9
nq88997vwn,4366,0
rnqd7p6zea,2701,0
erajgzdojn,5892,4
3wkvdd2gy3,3966,0
34qla4w4ke,123,3
38v2bbkxpn,11172,5
nq62j6j5k3,5516,0
346l8wmayn,2407,0
nbar8kqome,887,13
23lwoqq67n,10139,0
wnmw9v4x93,2426,0
ek2q7qq9re,1895,0
x36pply9xe,2622,1
3l6yjjvoz3,5536,0
e242a9r673,1458,0
e22wwaoade,2231,12
365dlw8mkn,21810,1
3zzar9ko43,5613,0
nb7m62bl9e,2754,2
nbo2gzyj23,893,1
eravw6amjn,13093,2
3wyqvag7zn,13499,0
3wvjv8j5xn,2823,1
ngoglxb9ze,17094,0
3w4mqgprxn,3285,1
34bl6w27ye,4265,0
39bbl5xmdn,3094,0
3xz7bx9dkn,9348,1
3x6xmrkxd3,4272,1
nm98lo7v9e,11282,0
e576zjako3,2686,4
nq2byoqlkn,5591,0
3a8wq2l57e,5536,0
73opokdvye,559,3
3xxoyzy6l3,3006,1
nqzyyb4vmn,9927,0
nv9brgv7pe,3439,2
edz2dbmp4n,2076,3
63xvbzjode,4946,2
nvbyvo5wb3,6184,0
3oov278yz3,791,2
3woljm6mye,12760,0
e22ydbpjde,1493,4
36vxkzkrke,7279,3
367p6w4zoe,346,150
3l26yor7zn,6475,1
x36259zv9n,6468,0
nbyqdw4wae,981,3
39wam2g5gn,4972,0
ek8j9yz5de,7064,4
3ooxrwo9y3,9684,1
38j4jxql5n,2281,0
e5g2ybmzo3,2751,0
34k7a6lppe,932,0
375ayrz69e,8780,0
34gq7oyjm3,782,0
395gvoxkyn,3339,0
ngolaqmrve,2269,1
39bdzg6jgn,678,0
3zdx5jq44n,2278,0
nqpby6glme,2406,0
3zrxp5mk8e,19471,0
nyq2awg9z3,1108,1
ekqyvqqa5e,1215,0
ergwmpow7n,6993,2
3xqk74rl4n,6458,0
3zwx77d663,1003,1
erdml2gq7n,5547,0
nmrl4omxve,4403,1
3axy7ojjmn,814,4
nv4wbgp42n,503,4
36488ypo9e,237,0
346jmw56jn,1108,0
3zkrgjb443,2125,0
ekovzqjm5n,31282,8
3pa6ag8ok3,17507,0
ekb9zpxjde,7909,0
3j7bdkav93,5669,0
ng9rx92wre,255,4
37ap68ovx3,9293,0
3zkvr2jd63,35194,1
3p7zrx5g83,2452,0
3jmazllww3,10710,1
e5pjwgmab3,1204,3
3pxkgag5zn,185,28
nm4xy5rrvn,8008,1
3jqbmbx86e,10373,0
o3pb6xl48e,2078,4
3p299azq8e,4035,0
nbklyybd9n,3522,1
ekb658l6re,9901,1
nqdbdwppke,691,2
nvo2wvdope,4795,1
3pgk4dx8z3,2793,11
e5zv454y4e,6096,1
nvybvyx2pn,2300,0
3x6qyjg243,1818,3
3pgrzm8gb3,3561,0
3xq9ox4ddn,1593,6
erbo6v5783,5018,1
38x6jpmp5e,1365,0
23lmr7jy7e,10951,5
m39jldqbpe,4851,0
nq2lv4bpkn,5601096,0
nvravor8pe,2754,0
nyxqg7b2ge,6873,0
nqd5847pke,5068,0
nqzmaygrzn,2399,1
er7pxay2ln,13207,1
34q7g7jjme,6777,1
nqqylalqmn,4518,0
pedadda8we,2847,0
nvzqyyybq3,6233,1
3zkjw86543,4182,0
34po5kjk43,984,4
nql69rb8o3,6367,0
rnq4527zea,7259,0
nyk4dx42y3,10758,1
ekygbyxwd3,4288,1
3zkx2gr8w3,514,0
3x6pmxrkp3,4761,0
39lzmo2zb3,29145,0
ngglw6avpn,3339,1
nyrx7yowle,50803,0
nvqjj5x2q3,9577,0
ekog5mmgrn,821,0
nv9x7bojpe,2112,0
3l66aabky3,4925,0
wnb9dvyq93,1520,4
394o47rgye,551,3
nqyx4jazoe,1890,0
3jrjo9ymwn,1278,11
ny795yk79n,446,0
3zdbmq598n,206,5
38d25zwg4n,373,14
3wkdo5ogx3,973,49
ed7vpjq2we,4021,8
nb8y6w4dyn,14630,1
e22rk6pzae,3428,1
3a8gyjr2be,3713,0
nq8obq8gkn,30212,0
e2jod696a3,17806,0
erbl42xq83,4129,2
3wvwz9a9xn,1946,0
3xo98g8yd3,11439,2
3wy59rdvbn,4983,1
3jz7pvvg9e,4881,1
ery9qy575n,7516,0
3jqgjo5qpe,11017,0
e2b2p9kl7e,11533,1
3oyv579j9e,3614,0
nm4wl8aljn,10214,1
3xxx6v84l3,2347,0
38477bxddn,713,290
ek9k5775rn,1511,0
ng8akq8la3,2667,4
3lal29pqye,1328,20
3wxygy87me,324,1
e57rv9l5g3,2271,1
nboz6lowa3,410,5
3zkyygabj3,3173,1
ed8mdqyo4n,8502,1
3jmxrmr263,4366,0
nybqok86z3,1499,1
3jzwk2gz6e,823,0
34grmggl43,1013,99
3zlblkkaje,9112,0
xero6o92je,19823,0
3o2zxlzgyn,674,0
nvpzo7obpn,2449,50
3lxqz29m73,1011,1
3zd42xxm7n,908,0
3oz98v92yn,9526,0
nyymp6x8yn,13658,1
3jqkp8xa9e,1097,2
375da2amve,23621,1
3zdb4j6gjn,1453,0
2nykgwpad3,677,1
3plkgm4bkn,11457,1
3olbzp6m63,4603,2
379laoxvwn,894,0
nygqrkb9gn,507,0
nggozmyorn,7552,1
nyyvw4z9zn,3578,10
e2jyrv7qk3,3317,0
3a98q46g7n,3194,0
3jqg55r66e,2930,48
37avqrrxw3,7392,3
e5p9lykob3,1865,2
nvz8ad6kb3,3216,0
3zxq76jm7e,4224,5
ed8d9xda2n,1107,5
nmopgbaake,885,0
38zbav57o3,2995,0
3zkzkg5843,1307,20
er5v9jy2j3,3865,0
3xrl4mpw43,8468,1
ek99k64d5n,1768,0
3p2kvkb5ge,667,5
34jajpjry3,897,0
3jrg9v2q9n,646,6
38j24rqgpn,8873,1
3j897l87xe,1630,50
e5zw7rdd9e,4855,1
3jrbq6a29n,1507,1
3a7bb6z883,362,2
nyx7jrxlle,786,3
379jz9z4jn,1672,4
3zxk4oqg7e,881,2
xerpavdr5n,4123,0
3lblv59bdn,2920,0
3457mzyvke,11888,0
3pkdd6qr9e,10875,0
e25m6vplde,596,0
3ooogy4xg3,2667,0
3l7zrkl4ye,4417,1
3olpxz9w93,1825,0
nyryjxjaye,4000,3
nq26oy8bmn,1415,10
3jv8qdzmw3,189,32
l34mbkw643,4366,0
wnmqpzdvk3,989,6
nmovozq29e,328,47
3p2arok49e,2285,0
38kv2zldj3,325,0
3p7mkdop83,2586,0
z37aozkgv3,916,1
nydj22l7ln,7082,1
38drrayzon,189,10
nyba6gd2d3,12438,1
edozwaga23,827,6
nvradlbwqe,5762,2
e5gvqx7vg3,7153,0
ngv87wl6bn,650,0
ekb4o6alge,4020,0
37rpz7yoxn,3777,1
3wwk55p5z3,2408,150
3w4kw6lmbn,813,3
e5z2z9bxoe,3009,2
e52qb7kgbe,25739,1
3w7rx4drmn,1757,3
ekbr88am5e,8603,11
3zxa5rxb7e,3037,1
er6v57x95e,15318,2
ngv2al8lpn,2263,0
nvvxrgg42n,718,12
3xq5r5z2pn,1776,3
3alrwmoydn,1979,5
34995l5p4n,2051,1
38z5azxxo3,35191,3
ekyq8b2y53,20676,0
3pl6k6y69n,1282,0
er5vy4d8l3,21313,0
3wqgjagqq3,3809,4
3pkqgaxpze,4032,12
34qmxgx54e,14243,1
nvr9ajl8qe,31118,0
36vjqbxzke,823,0
x36dr629oe,2530,3
3w4da8qyyn,807,3
ed89xj2pdn,1617,0
ekq47ldjde,2209,10
ed89r4mlzn,8623,2
erbla45973,6067,4
nbyg2rj9me,5457,0
er7pvr6w5n,5946,2
ekbrald2de,565,28
34j8r5jym3,9258,3
nybo5m2yz3,9851,0
ed829927zn,4042,2
39lj5z8vp3,3448,3
3xax56qqle,5863,2
m39d56opye,1124,0
nqda6j7goe,380,8
nq67galb63,2587,2
x3a2zbdj7e,1567,0
3pljkj52zn,3014,3
3oog5az7z3,107,4
xerjgw2rln,2202,3
382ya7v8j3,653,4
9ekoxylg5n,1231,0
3zrbpvor7e,7185,1
38dwx2o6on,1653,3
36pxqdy69e,185,12
4e5zzl97oe,3289,0
3pxo4vd79n,1186,0
3pqv8kvv9e,61251,1
3jzvb7qp6e,7470,11
edoormarg3,33006,2
34qmk7pd4e,832,2
nv48wym9qn,5472,0
375b5xq5ve,3096,5
34kx7k5wje,6012,4
37ry8lzjwn,792,0
379969zopn,912,7
36p7d8ym9e,941,3
nvpb95r8bn,394,233
23l2qkr5dn,4183,5
e5vmyag2o3,2311,10
nvzj4z6xj3,175,5
ekzldqa52e,353,0
e2gy695kj3,966,0
m39m6kvxye,607,0
3lpwd4yvye,1376,5
e2og7dxp6n,12057,0
nvpq45xkxn,9299,1
394zvbvqbe,14970,2
3pyy7dp4b3,173,258
ek2opo2m5e,14291,1
3l6owaomb3,512,3
nydvbw9dln,3007,0
edyogmyzwe,3600,1
374x2vjkv3,1847,0
3826q98253,3451,3
nb7m9r6l9e,5522,5
3l82rdgkzn,2643,6
nmrzq4j2de,1926,1
4ngaxmqrnv,807,0
nmraoakz9e,6526,2
4ngvro9jvn,1378,0
3ob44vzdyn,5929,0
382dq4xyd3,1413,2
83z57zw283,1868,2
nvbjv9wl23,1327,0
3lbadmy4dn,14702,1
37moqwb6j3,565,24
3jmbdzwjx3,3320,0
ek9qd9x8dn,2700,0
3jxqyg49xn,44657,0
37arorm8v3,5111,2
nm4675y7dn,10395,0
3obl9wz8zn,2443,2
3zx745yd6e,912,3
3obbz4276n,370,0
3pyjgqpmz3,2084,1
34xk8kowpn,1309,2
3pm9pwp6z3,2916,2
nmm6mk5qkn,3711,1
nm4j9qllvn,1805,3
379kxqbkpn,10247,0
3ozzz5wqyn,4940,19
nyr775vaze,12861,1
3a54bx44me,1069,1
3l6ovqyro3,4088,0
nmk6a4ryj3,1960,1
wnmvjl5bjn,3561,3
nyb4l7ypd3,815,0
nm9pb85jve,4468,2
erqb99gw83,424,0
ekgzx85qg3,3576,1
nvr9a85ybe,3992,1
3xzd2jb5kn,328,211
ek2wv8v25e,788,0
nb7zl9z52e,7599,2
nvozvm2qxe,2144,3
3xvkpb65de,11569,4
nqpvv699me,3216,5
ngv4a4vkzn,4073,0
34qkv5xg4e,352,5
345wb64gpe,1746,0
ekgxaaz7r3,13841,0
3ayjrb7a73,3478,5
3alqm7a77n,131,3
39ggpdmb7e,4980,1
nbyjqxpb2e,11473,1
3orzbrjrk3,15436,0
3w7y856ozn,828,0
edda5w8l2e,6566,0
3okqvrbjgn,1743,0
nvr5w6jbqe,6711,0
4e59p869on,669,0
3plk4vxagn,42794,2
38xp969gje,4926,116
37b8yaxxxe,6234,3
3xoaaaqgk3,404,0
38m6qjykon,1611,1
nv4oyzqqjn,1296,20
nyxm9pkpze,3958,4
3j2yml7yoe,5335,0
3724k762je,1684,31
3956lbbwpn,13168,1
34j292x843,441,5
ergx76vx9n,1119,14
ngggmkgjbn,4507,1
3azowpavde,1427,3
3zaq4wzk8n,1327,2
e5vb4kko93,2678,10
nqal46rqoe,109,0
3aq7a5l8ve,1609,0
3725x5goje,37224,1
3lmvqp8a7e,10139,1
ny77o2xvln,2149,0
edzwk59mgn,31371,3
ng89wkakr3,2889,8
ek7268xar3,3767,0
ekovwlka2n,4336,0
nvv8drrzbn,642,3
e5zgzy9z4e,285,3
ek4rz79xg3,7968,4
38wq79krj3,7006,1
erg9mr98ln,1996,1
nmkx4v48k3,5131,4
36pzq675je,1264,0
nvvp7qqp2n,2901,2
36ylo627ke,821,0
e5vg997wg3,12135,3
3a8akgom7e,576,1
3l2b57qddn,432,5
375bzykpje,2784,1
nyqzkgzvl3,2098,0
e55b448xge,4563,0
nygqx6gqgn,3313,2
nbv6rpqlxe,6790,1
3x6yxzzvd3,2333,40
er6mqx2o5e,825,2
3a7g8wyav3,2251,12
3obd678pgn,6499,1
nm96wrzwxe,1300,0
nvv6dvyvqn,4436,0
3xaomqxrpe,1862,7
3aybkzj973,1209,0
3xlw56yw43,1764,11
edozbgz8z3,144,1
nvkkyzzmx3,3442,0
4e5yak6mo3,596,4
nvkralr8p3,750,0
3688kxm9on,5508,10
3jrr9obl9n,2001,2
3oz69bk2yn,219,0
3844wgmldn,2304,0
nm44zkomjn,6246,24
er5pb9mk73,1034,2
e5bgqgdyre,1266,0
3642vg8q8e,3515,0
3jqb2jmxxe,7979,0
3ozv6bkm9n,819,0
3arzowopbn,4997,0
9eko98dz5n,9088,3
nmq89avkj3,256,3
3okyj7xogn,1209,0
3ok2gqrrkn,2819,5
3zdr7p58wn,467,0
3a9gjm2qbn,1220,1
edd47kaode,942,3
nqadoz9qke,6955,0
372z85zrwe,792,0
38v5mkvjon,2974,38
nb87jq672n,2041,19
34jrz6jrj3,11432,3
3j8x92l86e,4873,1
e2jb6xpl63,300,4
34g4gra5k3,161,4
3l298599zn,15070,1
ny7dp6oqln,1663,2
3ozm8dym6n,4392,1
e596orla9n,3759,6
pedod4gx43,11837,1
37m4jlmzw3,472,0
3zloy65l8e,2238,3
ngvljbpran,2304,3
3j7qyl9293,7483,14
3olj6dxdk3,2651,1
erbdwoz9l3,6498,3
nbkpdpawan,33142,1
j3jzd9mpeg,3492,0
3xvxzvd6le,809,0
ny7oykxkzn,5587,0
l34w9rvz4e,3173,4
j3jz268o6e,4654,0
83zagxobwn,31617,1
3xa89yd4xe,3581,2
3orgzjrd93,2258,0
3pmyxdxpk3,800,4
nmkx482k93,2958,0
qe2w4dj4je,3350,1
3l6x2l5xy3,1126,0
9ekjy69zd3,28739,1
3lm8rpmrze,13255,0
38mgpolopn,25221,1
3j67r7y6wn,1633,4
nv96llq2je,571,4
erqbaypvj3,13398,1
ek2bomok4e,4118,16
x364dkdvke,4699,1
394bjkj7be,680,9
3o44522pye,173,0
3orjbqkx63,743,26
3aq8899wde,6614,1
ny4m2wl4ln,2759,0
3lbyp6b2dn,17207,4
3l6l9k77z3,4089,0
3arqlk4qbn,5608,1
34pr4jmdm3,4404,2
3lbx6k77zn,2489,0
nvrrmlzqxe,4803,0
nql826lqm3,299,14
3j7kab4x63,1666,21
e55j2o6m9e,792,0
3xlkkp29d3,1653,6
3lbga5k2yn,465,0
38wkmblz53,11002,4
37vvxgbpj3,716,7
3x69x6m5x3,7873,2
x36lbljbk3,110,0
ekoxaxgrrn,2802,2
3zkjz8wp73,3837,2
ekbb7my8ge,956,0
nm4drolq9n,815,7
3678kkdzxe,1577,1
2ny2qrx7z3,2254,0
er6w254r7e,1445,3
e5vworjpg3,77,0
nyxxv78rze,653,5
qe2zy8o2ae,4231,1
nya9jbpxyn,3748,0
nb7ao8x62e,8909,1
erqyyyk8l3,10897,0
nmq8yjg9x3,8400,0
ekq4xdvore,1584,0
38d57w6gpn,48,5
nyq7rlomy3,18399,10
3wlqlm77xe,1511,0
nv4xxqdd2n,4588,0
nql28r27m3,2257,14
73oy4v4m9e,783,4
3l8qwkgvzn,6876,0
384owa7z4n,10900,0
3l2ojr8xon,494,7
e5vl7qox93,7074,0
3oopxw9ky3,4366,0
xermz8jpjn,8742,4
3aqdyrmrbe,9655,2
3l898mmmzn,7579,0
ekga95yd23,2214,0
3pmk9ld2b3,468,0
nq6qy6v8z3,4159,1
3zlvymg47e,146,52
ek4po8azg3,1121,1
3xzxopdvpn,349,5
3o2k7b8xkn,2672,3
er22m6opj3,2867,0
3oldq4bby3,843,1
e5p2w9o6r3,2786,1
edpmgvjwwe,1565,5
nqzvopagmn,4407,0
3l7lvyzv7e,3035,0
ny4aay9dgn,988,18
3a926ad6bn,2507,0
3aq26a88de,3246,0
ekggqovz53,2137,6
3ozg7l27gn,1348,11
eraza65x8n,19062,0
3655ygkojn,15240,0
nmmovo2l9n,3254,8
3l2vkldvdn,1348,0
e2vw2d8wa3,5922,1
ngl275lare,1237,0
3wwqrjwzz3,1495,2
3xov49z8x3,3252,1
ekzz8aar2e,1378,0
39lrpo4kd3,1847,10
2nymrm4lno,2345,0
nmzo8bokx3,2484,0
nv9q22azxe,5773,2
nydyqlmgln,10399,3
nqpovb5rwe,5089,1
e5z2wmzz9e,4925,1
e2dzvywwa3,4074,0
38wg5yawd3,2186,1
e2mv679663,2835,17
34bkxv6vke,1728,70
3zzkywb4j3,3720,1
nm47979q9n,1535,119
3zld985j4e,1477,5
39jdqz9rye,1931,0
ek9rjo6z2n,1264,1
34jqd6dkj3,5163,1
3xa8v5yvde,1002,0
3a9klmaa7n,3154,6
j3jrx4kyxn,12971,1
e5g4lkjzb3,1362,14
e229mw2zae,12558,0
nvrx4mv2xe,406,0
3zzyv6lww3,1210,2
3l2ao7257n,1865,0
nmq58ygdk3,12644,1
3plyp6258n,645,268
nvk5bvpoj3,714,0
4ngrxrdxae,783,1
3pga258o93,4131,2
63x5q5kgxn,2357,2
3wl2r85vze,2600,2
e52pbowoge,9464,2
e524pp8m4e,948,0
369ka6g2k3,3378,3
e5gbq7rv43,2710,0
ekzw5dkode,1521,0
nm9q9o9wde,767,0
edo84dzo43,3741,3
ng6vqj5kze,144,3
ek4dyjym23,11261,0
ek7wgb2od3,328,0
3pla58gbzn,823,0
nq69rak6o3,4158,23
3zajggdd8n,1834,0
38kjqqz6o3,3995,1
3wxzmvqrme,148,1
e245kbvj63,980,0
ekzvx4dr5e,928,3
e2455mvod3,1241,0
nvvw2apdbn,2667,0
3wk2kmzlb3,2635,1
3a7rjr7lm3,6471,1
3logpypay3,2135,1
nqyyw8zmme,1455,0
nb42r6xjye,14323,0
3okk8pdazn,2628,4
nyk7zoxjz3,2484,0
e2vrv57263,10512,5
nmqvdvr9v3,3617,0
368a9qgvkn,1344,1
367mj8oq8e,1296,1
nvq8mvv823,8048,1
3lraw4vg73,5658,3
e5z5ayx9ge,4091,9
3oo75oxl63,1310,1
3o44v9yaye,168,5
m39qpjlvgn,1051,0
3x66mgxm43,595,0
nmr6d5dl9e,109,0
