"sku","cost_price","montreal"
368vrokwjn,2910,0
nq2wmwpqon,1104,3
34x2aow6pn,3387,2
3zrmbk2b4e,1462,25
e5m57zzj93,328,307
34prad6ym3,3218,0
3lrjab2yy3,2665,1
366ppxpv93,826,0
345oxdx5ke,2912,0
3w4mjlmkyn,2076,1
37v6blz7p3,525,0
3o2mroy6gn,6218,9
3j24vo5k9e,8288,1
3627wvkvjn,6370,5
3w4xrp52zn,1023,0
38d5d2gp4n,2439,0
38m6zyqoon,6358,0
37a6gvx893,108,0
ny4k49g4yn,5990,1
3lojqy7po3,1234,1
9ekxb9qgn2,1537,0
3jzbammp6e,555,1
36ykadxqoe,3639,1
nyy6jpx29n,1480,0
3wkyjj9lb3,473,1
nvv75v7dbn,4127,0
362kbj4p8n,34876,0
3622r94ojn,280,27
3zkl4makj3,1117,42
e5mp9kw8o3,5277,2
nydq52x6ln,8977,0
4e54xp8gb3,2393,0
3zkq7k4b43,2251,3
38k8d6ayj3,3333,0
3pgl8j9pz3,476,4
3j7wb8axo3,227,1
e2jjl5x8j3,1507,0
erb28qol83,7981,2
ed8q94j24n,1112,0
38vax9z6dn,352,5
3aym8g4vm3,1922,2
39gmww8xbe,1523,0
pedp8o8dde,1544,4
3ok2wp4bzn,4987,1
ng85652vp3,1129,0
nqa82xmxme,1377,0
37vyp4qo93,2412,1
m39w6rbgyn,11817,13
rnqz8yla6n,2284,2
3lxqz8w5z3,403,0
nvk2yjomj3,4808,0
34bo6olzke,3656,0
ng9zzd9pbe,10924,0
3aq9m6p9be,280,2
ek9byoyvrn,4603,0
3a7gbqbg73,1453,2
nbm4454vme,2164,2
nyxdazo7ye,2794,0
3zl2m2xy7e,3279,2
34qrj54dpe,4659,1
e2va5y4d63,741,14
3zzovl6g63,1663,0
ng87rx75a3,7454,0
3xvwk2b6de,2324,2
3zdg6w5mjn,1230,4
nvrl4wkgpe,3385,3
nyyjr6gjzn,1101,0
xerg5q257n,4737,2
3olo4xopk3,2702,0
nvrrvqdvpe,725,4
3742ak7ow3,1416,0
3wqx4b2xb3,4046,2
e55k42rmbe,2066,3
4nglvz2ype,22365,1
nglm72a9ve,1692,1
ed8y5djadn,2119,0
3pldkvpogn,247,0
3pm97rjk83,883,2
374m9z7wv3,752,2
ng6l9vyyve,1504,2
3848vmzv4n,401,2
3axr7o5xdn,2717,3
ed8gak8zwn,1836,3
nyrza99kle,742,3
3wwy99zkq3,3434,3
372pa4kjje,3316,0
38xdkbbvje,1167,1
3zxgb59kje,7781,8
38mrxpqkon,1575,13
396oapvgp3,3403,0
83zbojo873,1361,1
nbvpvgjx9e,980,4
369y9pw983,2672,0
364vgao6xe,13481,0
39wowvpx7n,1563,2
395zmbgbpn,332,2
nyyv9kv69n,144,0
3lxggvygd3,3456,10
3l854wvkdn,80,1
e55jyxaj4e,1976,4
3jxg6y2won,1534,0
3al7l4w57n,1255,0
rnqxbkrlz3,1902,3
3oy8gllvye,2236,0
nq678ovxm3,3450,11
39x9mbqq73,2114,5
nmrq8lar9e,2667,0
nq6b4ll5z3,1590,7
3azkzg4wbe,837,1
3j2x5zb7pe,2892,2
wnbb7joz9n,765,0
3l27yajm7n,2596,3
er78zgyw5n,11463,3
38mvr4774n,2331,0
3alza764bn,6381,0
34569dg2je,16726,2
nm8q2w27j3,256,3
3pmmgwvpk3,8314,1
edy9bvzpde,903,0
wnbzl4dlyn,10455,2
ng9m78z4pe,2287,2
3pgz2yrd83,2583,1
nmqayal5d3,8229,1
nqlpj7gx63,11369,1
3zzp7dad83,10084,1
nbk2dwg42n,841,1
e2gyj8w8d3,1486,0
3p7jp8yqb3,3076,1
rnq9yb4y63,1569,0
3w7myglkzn,771,9
2nyyxkm2ln,3441,4
nqzo9klpmn,4939,2
3w47xpwgzn,8046,2
nggl9q4orn,1378,0
nyyarxoggn,157,3
34ggrzz643,299,1
ekopy4r2dn,245,1
39zax5zoyn,2754,1
nqd2l5xxwe,4658,0
9ekx4pjl5n,1528,4
edkygxoj2n,535,0
3axza7pd7n,3589,0
9ekxpj9lrn,8549,1
4e5xkbl9gn,18977,0
nqlkvpb763,8615,1
362aw76g8n,532,61
e5llp48dbn,10706,3
3wx4xw5lme,4236,0
nyd996ovdn,743,0
4ngbg7pqb3,500,0
3zpxx6l68n,7687,1
368kmyx79n,525,0
3pgy87bbb3,596,1
e25oq657ae,295,25
39rx6bkqd3,4982,8
ek48y5j243,739,5
nb7lr5y6ye,6046,1
ng9ddj6dve,1185,2
3jma67op93,4281,9
ngb6vbo7v3,598,159
l342ozpbje,7736,0
36op4a8o93,669,6
ny4gxz5xyn,5557,2
nvzk9yodp3,518,0
e2m6jbwak3,6816,2
ek2a44885e,409,1
ekyg5kgmd3,1057,0
ng6dmk44ae,3187,4
nvkvz6yzx3,7043,6
nmzmjl62j3,1282,0
er2klx9dj3,1490,290
37vx7xgwp3,2047,6
372l9qz8we,5760,1
3jma855m63,725,0
3lxpqapd73,478,1
3obqdo8qzn,26301,0
394qkzbmde,2993,5
nb4rw4zgae,10646,1
nvbd6w5qp3,2134,0
4ngkda9pa3,3209,4
nybxp6z6g3,786,4
edqppvaodn,12331,1
nvbxp6mkj3,754,3
3jrowa9wwn,10489,3
3j2m7x65oe,6411,1
ekqlpdyw2e,3863,5
3oylq62lge,5031,0
3lr8b4l5o3,5081,2
3zw5gk5zj3,1912,1
3olbjxz4g3,729,35
3oraw67yg3,910,6
39xpgwalg3,724,370
nqparbygoe,676,17
374jaxrdw3,3020,0
3lxma6mqb3,6519,1
34bbg7oxme,1070,4
3685rlj7xn,46673,0
3964rj48g3,7435,0
nqaxqpdzme,3323,30
365al524xn,5210,0
nyqqqzpol3,216,2
3zkz2gz273,680,0
3xx7p6v6k3,3714,1
3xxol28g43,4479,1
nbyaabxkme,52033,0
3a7aq9gy83,4127,0
nqq8ykrymn,4002,0
ng4lbo5abn,6458,1
37by9y2rxe,1925,4
nyqvj6w5g3,4017,0
nb4mmmy9me,50695,1
366dmqbp93,3672,0
3paqprr4z3,2877,4
34brlbp94e,146,42
nq8oobzvwn,3801,23
3zpgxw6p4n,2803,4
nvv474jgjn,4223,1
3xvzxz6gke,9372,4
erqxj4oa93,1395,2
39jzkbljpe,3711,0
39zkoqyxdn,3770,1
3l79w22dze,6780,0
372zx42vxe,299,17
3l8qp5wydn,1282,0
wnm4k8p7xn,738,0
3w4r9qpkxn,9446,4
ng9xwwyqbe,8882,0
e5mwk4zj43,10770,0
erqa455bl3,5273,1
ngb6g7dyp3,1304,1
e245xgpq63,1306,0
3pglqlv5g3,804,0
e55v79bzbe,823,0
9ek5wyjbde,6212,0
34pjx7gdp3,3337,0
er7zovpzjn,1728,80
3a7okaprd3,5570,2
38xlzm2jde,5851,0
e5l47dgvbn,1147,2
365vxa89kn,9070,2
edkddbzkgn,19763,1
34qykorope,10092,1
nybgz4jwz3,5076,0
3zrlklrp7e,157,3
nbv8ak2vme,7870,10
nmr6d2z9ke,1206,1
nyaa478oln,4231,3
37r6dwy89n,1314,1
37boyv9ove,6616,1
3wvbzb9dxn,214,153
ny4qgdzwyn,5837,5
382q7ga6p3,9384,1
nyy59wg9ln,8941,2
3ozxjw47kn,4268,1
edxlw6d9w3,1591,1
nbv2j4k6me,2652,2
nm29l2kpx3,910,0
3wlgojwrme,5303,7
3xo6gdrdd3,1922,1
38xgqvxqoe,724,1
3zl6gmdq7e,35231,1
73obpyrkzn,4469,0
ek8gjqmvge,1523,2
nboka8z9x3,232,0
3pajpkw6g3,407,22
nqagz89dme,1558,2
nmqbaw8593,1084,0
34p2py6xj3,2289,2
34g9qqd943,3497,0
3wojwjjdxe,4941,0
3ozyz5oxgn,1170,0
j3j6bzowpn,1728,80
38xmx5wgde,3534,4
ny7494zyyn,3940,0
e5vbwjr8g3,5911,8
nbmmqmo79e,1501,2
nq6zb4jjo3,2336,0
m39lrrrp73,1088,1
38296yl8o3,4845,1
39zldjp6yn,1414,1
3j66w6gxon,1239,2
er7z6oqq5n,38847,2
3677kyg48e,1268,0
nqygv886ke,2251,2
3zx8mr4b6e,1012,3
39bj2a6bbn,5579,0
3ozxqx4pgn,2299,0
3p7bvqy283,4288,0
3lpy74pq7e,6671,0
nv9pxvxlje,12117,0
nboxdjmqm3,943,2
ek9bp4qm5n,1507,4
3ozl2wwa6n,1976,2
nbm2kppbme,1408,3
g38b7ygw43,4103,2
e24q8obl73,4001,2
3l8zzlaadn,13492,0
3z7lbd784n,4801,3
379zp465jn,4254,1
nbog29wd23,908,0
3jvk68w2p3,4162,2
nm2lka7ak3,379,0
39gxbq42de,36738,0
edd8pwr7ze,23514,1
3wkxy54mq3,1254,0
nmzxr68dx3,3201,0
3xvbb4kode,482,457
nv4ydgz62n,5820,3
368az772xn,2249,0
3684kmlykn,2060,2
e5zmj2gabe,26828,3
e2b92yb7ke,1106,1
3lm4vpr4be,837,1
eko24rkx2n,9030,49
e2alqq8ka3,1778,15
nvzo85mgb3,157,0
3o4vqvg8ze,357,4
3j2vz9rl6e,4668,2
3xoal65yx3,492,3
e5956x524n,583,0
34j99od643,218,0
qnvgml6oxn,827,0
nvqdq658p3,4218,0
e2o4olx4an,3034,2
z37m4449w3,7200,2
3682jxrwjn,17166,0
o3pz5krrze,2624,140
3pa8x2q493,1601,2
3jlp7oraxn,3877,3
345p5ygjme,980,4
83wkjpb2z3,7758,1
ekozw4y92n,4089,2
38k428or53,5337,0
39gxr4p6de,963,0
3pxzddk49n,2098,1
3pgpmyw4b3,1004,0
3lpxyqro7e,4416,1
34qjr5apye,7356,2
349gg7wwmn,823,0
nvo8vmboqe,3076,5
nm9gvrd9de,1491,2
3olpvdxlk3,1183,1
3wk4bxpjx3,2047,31
e2b66544ke,4235,1
36yqqgkk8e,13905,3
nv9kxzmrpe,9583,0
3j7ymk5763,2667,0
nyk72qv2y3,324,65
edq26d9k2n,2645,7
e57dzoyo43,3631,9
ng97d6r4ve,1218,2
er6dowmd8e,2309,2
nqpl82xa6e,1875,0
3w7kwqpwmn,7095,0
nbo59z88y3,1701,2
3j6x2qbz6n,6405,1
nb7jd9jq9e,4267,0
x3albmd7dn,2243,1
nqdqqgxbze,4518,2
ng6zzwj6ve,3445,4
nbm88v96ae,10569,12
3664w6kbk3,846,1
ed7j75p6ge,2251,3
nglyv96mbe,4366,0
3xljwwjmp3,8631,0
3w4qvglqxn,7355,9
3l6vq9l7o3,13408,0
3xy2odvmke,998,0
nqddmmgwwe,410,1
ekbwowjy2e,3105,6
2ny4ppd9ln,40073,0
3xax6yxzde,6786,0
nyyl4zdggn,6344,0
3xrj5bdm43,467,0
23lx78w8d3,7425,1
edxplpbbz3,1388,3
e2ovp5vxkn,11240,1
39ly2lb6y3,5342,0
3lpw6xbxde,1083,4
xerdbjvgln,43913,0
39go5pzwge,387,1
3o2oajy69n,2089,4
nv4aal6k2n,4700,2
ekbom5q5ge,6655,0
38vm4dawdn,8176,5
3696plbao3,3974,5
3oozmll9g3,3448,0
e5vpwqpz93,4260,1
e55kyrwg4e,396,2
3p7w57gbb3,845,0
379gdm9lwn,4056,1
nybgkmw293,210,17
364r64k9ke,11015,1
m3957xl5gn,2257,0
ng699xrgve,17016,0
nm4brj629n,1310,0
nqq96k6g6n,146,57
37m4j9qwx3,1344,16
nqpxb9prwe,7221,0
ek97ko9o2n,5513,3
3oyqgbzbze,312,5
ng6dpdvkve,10524,1
3z76mj2k4n,1225,0
9ekxmrbl4n,9407,0
3zg9jr6j6n,1448,1
364odvmlke,5017,0
38mm58rw5n,2941,0
3payryodz3,2000,3
37rokxj4wn,859,0
9ekro5a22n,7653,0
edkm5brj4n,10245,4
eragwykz7n,2759,0
3orga55rk3,1378,0
ek45vrx523,308,1
346gd69jyn,2251,1
nqyyr6xzke,1860,0
nmolvr6zve,158,0
e25a9agjde,1179,0
nbylxb68ae,1145,0
xer5p4axj3,11030,2
396k2jdrd3,627,2
nglyqpaqae,273,4
2nya5kdrdn,3295,3
ek945mp5rn,6168,2
nm96x9kxke,2251,6
ekq95r2y2e,9618,3
nqy929rdme,3487,3
nbvlk9m6me,1598,1
ny7kpw5gln,7558,1
3zlzkwqy7e,9348,1
34gd22pvm3,623,3
nqlm89yo63,1904,3
3za67kvw6n,5090,0
3px5zkra9n,865,0
e5vlg7jm93,529,4
nb79yrw42e,1009,0
3xopkjgbk3,10353,4
ekbjqmkq2e,146,3
3lmy2x24ye,1734,3
3j6wmk8lwn,8635,1
nybl4wwjz3,6907,2
o3pl94oqzn,9486,2
3ay27myjm3,6918,4
3xqq8789xn,2271,0
3obx4oy59n,2344,4
ekbrjz6age,3636,4
nmqdxk5rv3,3402,9
3wvkgj5lzn,6301,0
364wp45gke,1921,2
3jrw5ko29n,608,4
3j77l5d5x3,1507,1
3p9g4rqkzn,1080,0
83zbjbag43,1145,0
nyxo86zade,974,0
3828zmgod3,3251,50
3w75y4qjyn,1286,5
3wxmqzyxme,133,0
3jma2xmro3,26301,1
nbdvy5vpme,5608,1
nbmarpa2ae,20930,4
pedro8xkz3,599,2
nq6rawpmo3,1376,0
3pxjowrj8n,10479,2
37bw6ka9xe,325,0
m398r28ddn,828,0
e2g9vv7pk3,1007,0
34pb5mkgk3,320,0
3zxogxjw6e,1765,4
ng4mxoxazn,5316,2
e5z46y4v9e,555,3
e2vklxgwd3,26567,4
nqd4br8dze,8170,0
nql7vmwqz3,15540,1
xerwbydv53,10129,8
nygbxprgyn,4000,1
e2bwbyj7de,6614,1
g38zl9k5j3,279,0
3lx8pdpjy3,984,0
3pxkwvkzkn,2850,0
3jxrkgv9pn,823,0
nq2mrzaq6n,2225,480
4e5bybw7re,14259,1
3lmw45b6be,4838,1
3ooq26l763,637,1
e2azybyd73,1381,0
3ol6dyrry3,167,56
3j66y6xz9n,2162,44
3jvbmrm8o3,784,0
nvzdbv25p3,2357,3
4e5986bpon,25243,0
4e5payk793,3123,2
3pav9lzob3,5443,0
3xa52o554e,29468,0
er5zz5j5l3,1257,0
e5lojvrmgn,8905,1
ekzqvmw74e,4076,0
e2dq52jod3,247,0
3wxpb4zpye,2636,2
e2a8w9w873,143,0
3pxoao78zn,741,8
nb49w454ye,1053,8
nb7m478qye,6348,0
3pm9w46893,295,19
4e56aov4rn,11197,3
9ekjapo6g3,1218,2
ek95j9kr5n,1378,0
ekgymwgod3,1685,10
39r5pxd2b3,1643,2
39wlqykrpn,971,9
3wo2v4zgye,2389,0
3xxzkq6wl3,2785,0
l34v78j4p3,1223,0
3ala7qwk7n,6927,1
3jq8vdky9e,4366,0
qnv5lkk9q3,2426,8
ekovkxqb4n,866,2
3zp6lvz44n,4750,1
e5z9q4j54e,415,2
3lovqj8qo3,31118,0
nmzw2476v3,6201,4
3wy6kvjqqn,328,289
e2mzgl59j3,1692,2
37ag282rx3,2794,4
e2jojvjmk3,1018,0
nybdz6vpd3,1431,0
3a7v2vkmv3,1027,0
ek9yz7j24n,6671,2
3zkjoa7q83,3872,1
nb4qkdo82e,737,2
367x556goe,280,147
nykwpwrmd3,9679,0
nv9or8xqbe,299,0
3xq62j44kn,3142,0
wnbx2aklm3,1218,2
nb4lw6r2me,451,24
ed7krzgkge,2098,3
3ara4avrvn,2683,5
3l7wompkze,8233,2
3azxpok8be,13710,2
346zl8qz4n,669,4
3w7qqwm7qn,2574,0
37mwkm9z93,5579,0
nyrrj2z9ze,4187,82
e5padmd843,2155,0
3lpvmoymye,4927,1
qe2rzpa7jn,3319,0
3xymvmp4le,2667,0
nmog775oxe,157,0
ngbjv5yrr3,7616,1
ekba2bkw4e,4608,0
qe2gkrlo73,2848,0
3o4782rpye,2080,4
3l2pq8aobn,133,0
nbkl6ydvxn,1827,1
37924dma9n,4493,1
3lpgj7wkye,9499,1
nyrryjpx9e,4109,1
3zdzpqbzjn,1304,0
ng4vv8yxvn,8069,8
e2v6m4j763,827,0
3l744r5zde,328,2664
38zk5q68d3,185,42
39446x9ode,7627,2
63xd27lale,2672,1
3wv86aadzn,1758,2
xerrvog8je,1679,0
x368r4g4on,3059,1
3oyz4xwwze,728,2
3ozyaxglyn,16383,2
374b6jwpp3,11812,1
3962vavmy3,4407,1
edxm8ddz23,146,13
e2b2gx2mke,856,2
38mlv56zon,1061,16
63x4o4rmle,10500,2
3zwjy7mdj3,6614,1
edql46mlzn,6934,0
e5pwm2mao3,4078,1
3w76mro9zn,135,56
e52kkbm49e,10015,1
3a84ymvbbe,4062,3
3zg8krbljn,2455,2
382lokj4j3,7191,1
3padrzd4b3,5643,61
365ar7grjn,163,0
ek7zo8o8d3,6089,0
nyd4gwvvyn,3376,0
3obxxw7q9n,3728,3
nqpg8vj26e,6046,0
37x6rrgmpn,8672,1
nvrmy692qe,2568,0
qnvxwaywbe,2055,0
36869b9yxn,1696,0
e52wjo57ge,3104,4
wnbzjl2rxn,249,0
3azk4omyde,1183,5
3wk4xx4pq3,11834,2
ekbzamgzde,4087,2
3p2468w2ge,382,5
3w4mvzqdzn,3286,11
3jq9lw44pe,3910,0
nqz9x9pjon,4808,12
nqazoyymme,3171,0
3wwxm57yb3,2390,0
3zwzky9983,6340,2
l34lrr4lmn,4615,0
3a9r5x6dmn,179,95
nvk8v2ayx3,9861,2
nyyp27odgn,5655,0
e248m64oa3,11797,4
nm4qjowb9n,2079,8
3or2m84pz3,2447,0
ngakgm6qbn,4806,2
er6wr55y5e,5938,0
nb8p4y8dmn,17230,1
369278ma93,780,0
e2vdo5laa3,2294,1
ek7klaapd3,854,0
3lolwbx273,1677,0
nb86xq4xxn,189,31
e55jv6rk9e,2782,2
ngqrqkyrz3,9098,1
nm292rv8x3,6839,2
3orpqa25z3,1265,1
nqy8jkblze,1682,0
erbldgx7l3,783,0
38mpgyl94n,1353,7
nvr4bpxz2e,2290,0
ekz488jg5e,7497,4
qnvp68yjxn,1692,1
3zlp5voy6e,17817,0
ed8bpzbx4n,238,1
nyxq6px9ge,14212,1
e5vyvkz4b3,4860,2
ngqgmbqdv3,1507,3
34265l2wme,7082,9
367jp4q2xe,1095,0
3pm84qxzz3,1027,0
e55xljjvge,5348,1
37aq6pwxp3,2292,0
3wkwlj5ky3,1124,0
ngqpv4jpa3,852,0
39l2wy9vg3,873,6
ery4vkvz5n,921,0
ekzpk48k2e,20793,1
3pkky4qjke,5094,0
37xkmw66vn,9604,1
nm9vxgomke,2132,0
nb7zd4vvme,2511,0
3xor4a5ol3,1496,5
ngvpxv7lzn,1733,1
3lxvbow5d3,3079,0
nqqbrp6lkn,230,1
nq8d94mzmn,5138,1
3pyowk25z3,2814,4
3j6za9xk9n,200,4
nq8ywba7on,1231,0
nvvrmv96pn,3319,1
39gbrbpw7e,788,6
e2glx4kok3,40729,0
nybm4m7md3,841,0
3jvop6w993,491,2
nglr646mze,741,0
34jbgabb43,2353,0
edo8wgk223,1314,0
368k6lqd9n,4680,2
ekqvxmzwde,12217,1
34jm89mwj3,5642,0
38kv4agoj3,1877,0
368w84mqkn,23428,1
37xogya5wn,3209,1
3pq482ba8e,3493,1
39zpllvgyn,3741,1
379yvgmz9n,2910,5
3zawjzlo8n,1644,3
e5ma85gbg3,1043,2
nqz6m96jkn,2251,2
3l8vv7b5yn,5632,2
38kv5p8ap3,3813,2
erq6bl8bl3,1825,69
3jvv2k6ow3,522,13
3l8xlwl8dn,3699,1
ngv9r8l6pn,9123,0
34k6oago4e,1225,0
wnmp4yo4kn,827,0
er5a9rg593,877,1
e2gd65yo73,18857,2
3wljjrdxbe,1096,2
ng4qaqpyrn,9446,2
3al7bw778n,15419,1
e2vlkml5k3,6918,0
4e5pryk643,30320,1
e576mymrg3,3649,18
ek9d4lzo4n,1507,4
nyd89glryn,2959,1
3645l5jyje,15530,2
38dxjjplon,957,3
wnmozjjj9e,2220,2
wnmx9lwvke,152,4
nvzprbrqb3,265,6
nqq4bvybzn,4127,0
nydv8gmz9n,22980,0
3xxxbjm7x3,3940,2
nmo4dmvrve,7512,1
e2vxzm4oj3,1855,20
erbjpr58j3,11673,1
ekboaqv74e,1061,2
3ay4m4zxd3,1847,100
e5zwzqq9oe,1879,7
e2dyw9rk63,765,2
nbkqw4w22n,1204,0
nmo7o77yve,9383,2
nvzadwqxp3,1535,119
3zp64kd24n,3468,3
nqpovbz2me,2553,1
nm9zxvm6de,259,5
396ajrxo73,1277,4
ekyza8yd53,8948,1
37a4b8mwx3,724,360
3lb5mgkzbn,856,13
38dzlzgp4n,1560,2
nqpjvkrbwe,5740,1
37xab2dp9n,8939,2
er6xdmwvle,1110,28
3xqvrbw2xn,3394,0
3larz4vqoe,3169,1
3a74b2za83,630,19
nv9g5lllbe,1083,2
nqpa5852oe,908,0
63x8djdkpn,1258,3
83wjq4vwqn,681,1
3752bwky9e,2162,5
ped2gqolzn,6671,1
e5lgmdx4on,4789,2
3jqrwmy79e,187,0
nyyaoxlz9n,930,0
nqq56aw9zn,4368,2
83z529vvj3,1282,4
4nggxzdlpn,2066,8
3o28zg9pkn,324,5
3wyaq7jrbn,883,0
39r2pp9dg3,3167,3
3wxkbxy7qe,1619,0
3lrlpoqxz3,386,0
nvzzv27523,1058,1
39lxbpmmp3,4964,1
nm2rbba593,2324,1
3wyp2dv8yn,1340,0
x365ayagxn,1418,0
nv4amokpjn,6574,3
3oryk49ok3,809,0
3obypkz8gn,583,0
3xr99axql3,8113,7
3xq4mqxy4n,2216,0
nb79v5a92e,3576,3
38v7yrr94n,24713,1
3zz8d77p63,148,0
3pg489k4k3,928,5
ek7wlr6gr3,5214,1
ek48ra6r23,9474,0
3a7pa4qq73,1360,0
3o469g556e,770,4
34kpgwmm4e,2754,10
wnm94r5ave,983,1
3w794482qn,106,0
365do4dv9n,9399,2
3zx75a72we,4123,0
nb7vg94yae,971,1
3425r2g8pe,596,94
wnbd7w66xe,28003,1
nvrd5xjpje,4366,0
nykxa8r7y3,1339,1
3o8ybjj8gn,177,4
nvrp4q9kpe,2805,1
nbmk7rgo9e,213,0
ng6y7kp9ve,865,0
nb6m4lmg93,1455,1
3ooyv46j63,24187,1
e5lzd7jp4n,9709,1
3l76y94wze,1616,3
ngb644a9r3,5521,0
3ooq4g82z3,16131,0
nggmpvavvn,1666,4
38jzja8qdn,1372,0
3a7z7qv6d3,11191,1
34prmv4xy3,4608,0
34jkvk94p3,43123,1
3l2rzzvwon,2989,1
372wxdyj9e,48592,0
e5vqbwdj93,3888,78
e25jk5bb6e,3149,2
34xymk4gkn,8656,1
3oooj2lby3,3006,1
ngby7vkoa3,149,10
nydd5qlazn,1702,0
34bdp94qye,9608,0
3x6vvj2zk3,10194,0
nmo7doyrxe,1419,2
nybqrwaay3,1286,30
3xv9q96gke,5777,2
3azrym248e,1819,0
39gj4lzv7e,198,2
3loyq6oab3,270,15
e59d5r4qrn,805,1
nyrz8b92le,1002,6
38vljjj94n,9421,1
34k9drddke,984,1
38x9yzyv5e,1598,1
38v2vr6jjn,5399,0
3jq9ll6jwe,149,10
37bo8drppe,9344,1
3pldoz4o9n,30237,0
nm8d4vppk3,2586,17
ek4ajqld53,393,0
379ql2gbjn,960,10
3jx4rxarwn,173,788
23l4zrzwde,9823,1
ngo77xoore,8551,4
wnbr2mx8y3,6645,0
3l6o9jlwy3,3975,0
3lr5ydkkz3,8454,4
e59bv87yrn,1544,2
374kjaxa93,2926,3
3j2pm2oj6e,1588,2
364xozxkke,458,0
wnmqkozl93,1507,1
3z7lzwb6wn,4101,0
3loja6ay73,9341,2
pedwzqo9zn,9720,1
3694r2a2j3,10711,1
3wk228abm3,1413,18
3pkxd9vgbe,1251,0
37ml9za6v3,4479,0
edoao4v7z3,793,0
2nyg26pwln,4900,0
3o88l88g9n,4027,1
3xqrxopjln,1841,1
nggx9wzpan,9772,4
345m6vq4ke,4595,1
ekg6679g43,13074,3
3xxbzr5qx3,5302,1
3jv8ak9y93,2432,0
ery59jj77n,43361,0
34k6qmw2me,3784,16
nmkbkzdox3,245,4
nvbbq2z6b3,411,3
ek8mkdko5e,4127,0
ek2z97g84e,9933,1
nvzrxolgj3,21518,0
3pyrz44l93,31118,0
ek4v5467r3,6832,0
e578rg8643,1229,0
nb7725k5xe,220,0
ny4bk2jlyn,936,1
nvvo6pzq2n,837,1
ngljra96ae,3759,0
34jlzmrgm3,11614,1
o3p8l2b6ze,1466,0
ng9l9ojgve,2646,50
36v24xl4je,1349,2
edpo4jzxde,1833,0
3wxomwj9qe,299,0
3xx62dg4l3,13695,1
38zjrrozj3,404,1
edgdwpjm2e,415,2
ekzy74ga5e,15612,0
nm9k6q9v9e,4140,1
ny7kj449gn,3811,34
375bwg62ve,1441,0
36p76yyyje,20236,2
x3abq4rpde,27318,0
394jy6zlge,1345,0
nv4y4w9jqn,2920,1
e2b9jzrx6e,2785,1
nbk92j28yn,2378,0
ek2dgpy65e,1560,42
3pya2vgmz3,28030,2
nm4ayrx49n,146,42
3xa55xxdke,146,77
3lmgdq59ye,3440,16
3a9vdbxw7n,4474,1
nm4lgogovn,1030,2
nv4ljpljbn,12311,0
3jrlxdjg9n,1464,5
ekokxbokdn,5740,3
3ok998469n,9053,4
e2244xa8ae,8447,1
3wvryw6lmn,1898,1
ed8788ybgn,3963,1
nvvkdwqa2n,1153,4
3lmgwoxbbe,199,2
x36lpbgdk3,490,51
3okdkjkjgn,5805,10
34gabyqdm3,980,28
ngg46bgwzn,280,0
ngq2mwrxa3,146,0
rnqwqr246n,485,5
nvv8r28xjn,1793,30
36yokp7lje,1231,28
nybxk4vzd3,1402,0
ngll7lmkze,876,0
nyrymgo2le,3818,2
nba9la8zye,5257,0
ngbzo7gar3,521,3
3pyxz9v9k3,565,12
e2jqxywpa3,5869,2
nq6x7gkbz3,4830,2
xer6bb7zle,3203,0
3l6g7bdly3,30675,0
3o84omwjzn,17302,2
3o8r7mx56n,927,0
34pmd2b843,6197,1
36yjy7wjje,151,0
4ng6mp2pve,4305,1
3plkg6kz9n,1595,2
ngap2b4mpn,606,2
39lz9m6q73,11826,1
3wqzg2qbm3,12988,1
erqoo746j3,552,2
3wvl8a8vxn,4656,1
erqv2p2z53,161,0
3xx7rwb9x3,509,2
nmqpor2ok3,10418,0
ek7y7pbmg3,874,0
9ekyrjxrg3,786,0
edq6jr6j2n,551,0
3pkrplw58e,7673,1
38jod5d2jn,3965,37
3oz5rpq5gn,2449,0
ekbzl92a2e,2066,3
x3667wr893,902,4
nvkzg4xzj3,887,5
ngvzbmrzrn,1388,1
38z2qbm5d3,18578,1
nvzk4zgp23,3983,2
xerz2qr5j3,2291,0
nm4m84rzdn,1824,0
nmrkww2ave,2679,1
o3pbw22kbe,15351,2
3pg85oojb3,2826,0
nmzr5arak3,3673,4
3aqq5pxbve,298,0
4e5695qxgn,5344,2
3jzvq98mpe,40113,1
3946782zge,1328,0
3xraa7qod3,11629,2
eddxdpok2e,4085,8
37r5d7poxn,11113,0
nqla7opm63,1645,0
3lrqdlp2d3,368,2
3zzp7dr743,168,0
ekbykb2gge,8430,1
j3jwp6qrpe,158,0
ekgaw9py43,6979,1
e2mmyxy473,154,0
nqd7zap26e,1507,0
3lbbkky9on,823,0
3wlx5z2dye,1375,0
e55kwqpx9e,2149,70
3zz42zvo63,2232,0
3zaqmady7n,5433,1
nvzlpkjp23,10435,2
39wwr2xkbn,1027,6
39zbkgdvpn,915,0
3jq7rlojpe,662,1
edopook623,2389,0
36676g9vx3,2973,2
3wyzv2dbzn,165,10
3ooowzgz93,2900,0
ek9bzvmorn,11541,1
3ax8wxr27n,6873,2
e5lmya5z4n,20210,1
er64qvy65e,7514,1
34jm8mrvk3,11622,0
nqqpdwpl6n,975,4
3xom6kvox3,370,3
3z7pjobojn,410,25
erbjvkr283,408,0
3arpd4lvbn,4088,0
39lrorjvd3,2859,2
e57o8d8643,1152,3
3pxrzl979n,2792,0
3zx5p7lb6e,3754,7
